"name","group","id","Razão de dependência","Taxa de frequência bruta ao médio","Taxa de frequência bruta à pré-escola","Taxa de frequência bruta ao superior","Taxa de frequência líquida ao médio","Taxa de frequência líquida à pré-escola","Taxa de frequência líquida ao superior","% de 0 a 3 anos na escola","% de 4 a 5 anos na escola","% de 25 anos ou mais com superior completo","Renda per capita","Renda per capita , exceto renda nula","População total em domicílios particulares permanentes, exceto com renda nula","IDHM"
"IRETAMA","Paraná",411080,52.64,61.45,51.69,21.96,44.6,50.5,9.24,21.72,73.62,5.88,608.11,609.98,10479,0.665
"ITAGUAJÉ","Paraná",411090,49.47,72.53,50.17,15.55,53.03,46.49,10.81,34.38,68.57,5.99,523.98,523.98,4500,0.707
"ITAIPULÂNDIA","Paraná",411095,44.28,67.53,74.66,32.07,42.73,65.02,18.56,37.36,90.31,10.83,1019.87,1019.87,8967,0.738
"ITAMBARACÁ","Paraná",411100,48.91,83.7,88.4,24.88,56.37,78.14,13.29,29.61,94.99,6.11,499.63,501.95,6698,0.694
"ITAMBÉ","Paraná",411110,42.36,84.12,67.35,30.99,55.66,59.38,13.54,26.74,91.62,6.12,588.49,588.73,5977,0.746
"ITAPEJARA D'OESTE","Paraná",411120,45.68,76.9,33.61,30.18,58.3,28.63,19.53,14.64,73.55,5.49,674.12,676.82,10467,0.731
"ITAPERUÇU","Paraná",411125,51.37,42.91,31.88,10.89,30.5,29.81,6.31,6,65.28,2.25,468.04,470.88,23716,0.637
"ITAÚNA DO SUL","Paraná",411130,55.44,50.8,51.16,21.45,34.46,51.16,14.46,20.93,78,4.68,460.51,460.51,3583,0.656
"IVAÍ","Paraná",411140,52.55,70.3,17.24,11.79,48.22,15.8,5.94,0.82,37.33,4.02,469.13,473.05,12652,0.651
"IVAIPORÃ","Paraná",411150,45.76,85.14,58.09,33.01,57.32,46.1,18.01,20.32,72.89,9.99,666.73,669.34,31450,0.73
"IVATÉ","Paraná",411155,45.28,44.09,50.61,15.83,39.24,50.61,6.6,14.61,78.44,4.41,563.82,566.37,7467,0.706
"IVATUBA","Paraná",411160,38.2,99.4,97.4,56.19,81.83,79.15,43.89,43.83,96.73,12.15,699.09,699.09,2545,0.766
"JABOTI","Paraná",411170,47.12,91.31,47.82,23.45,59.13,42.93,8.39,15.94,79.09,5.13,618.6,618.6,4877,0.718
"JACAREZINHO","Paraná",411180,45.05,74.87,53.76,33.64,47.59,43.48,17.9,23.97,78.04,13.53,770.55,771.31,38749,0.743
"JAGUAPITÃ","Paraná",411190,44.28,78.89,93.3,20.51,59.83,62.67,12.25,34.87,87.75,7.16,681.75,681.75,12079,0.715
"JAGUARIAÍVA","Paraná",411200,47.53,81.72,42.26,21.05,59.94,30.68,9.04,15.88,65.73,7.95,616.79,617.92,32454,0.743
"JANDAIA DO SUL","Paraná",411210,44.19,86.89,70.48,42.51,54.28,54.17,25.58,25.4,71.18,15.11,803.28,804.37,20126,0.747
"JANIÓPOLIS","Paraná",411220,47.35,81.44,62.03,28.63,54.64,54.56,14.54,24.05,87.07,4.9,577.55,579.93,6494,0.696
"JAPIRA","Paraná",411230,51,72.47,40.14,18.03,51.8,35.31,7.37,10.55,56.81,5.72,534.19,534.49,4899,0.696
"JAPURÁ","Paraná",411240,42.67,67.51,56.01,24.99,49.7,53.57,16.83,19.84,78.87,5.89,615.19,615.19,8546,0.712
"JARDIM ALEGRE","Paraná",411250,48.68,83.45,61.75,20.81,51.85,53.57,13.36,14.09,75.96,5.49,608.16,639.24,11725,0.689
"JARDIM OLINDA","Paraná",411260,47.08,84.83,42.17,19.3,64.36,42.17,11.01,58.37,100,5.56,515.05,515.05,1409,0.682
"JATAIZINHO","Paraná",411270,49.29,44.36,63.02,17.01,33.86,55.56,9.45,27.21,78.74,5.71,514.94,527.12,11557,0.687
"JESUÍTAS","Paraná",411275,47.36,67.07,83.75,31.8,50.01,66.4,16.16,19.79,82.09,6.19,551.65,552.44,8976,0.705
"JOAQUIM TÁVORA","Paraná",411280,45.29,59.46,70.74,27.37,40.21,61.98,13.4,31.31,75.67,8.98,618.36,618.36,10665,0.7
"JUNDIAÍ DO SUL","Paraná",411290,51.37,81.52,50.63,22.61,61.43,44.19,16.89,14.04,71.59,5.18,485.95,490.26,3291,0.688
"JURANDA","Paraná",411295,43.74,82.72,63.82,30.91,51.31,51.38,19.55,19.93,92.6,4.95,544.87,545.91,7608,0.708
"JUSSARA","Paraná",411300,45.34,77.11,89.75,25.72,58.37,69.15,13.93,19.17,94.18,5.6,688.1,688.1,6605,0.718
"KALORÉ","Paraná",411310,46.75,79,81.74,46.85,55.86,66.34,28.77,51.95,97.27,8.86,528.02,528.02,4445,0.721
"LAPA","Paraná",411320,46.05,59.5,29.2,24.43,41.19,25.03,11.78,14.81,43.54,6.53,608.6,611.32,44599,0.706
"LARANJAL","Paraná",411325,60.33,44.23,14.72,14.77,25.27,14.72,4.47,6.19,31.84,2.98,297.34,301.85,6152,0.585
"LARANJEIRAS DO SUL","Paraná",411330,49.1,73.37,50.5,37.39,45.29,42.77,15.81,25.45,68.9,10.02,659.33,662.67,30407,0.706
"LEÓPOLIS","Paraná",411340,43.87,78.62,67.09,42.12,46.58,49.28,18.34,50.91,83.41,5.47,477.23,478.37,4105,0.707
"LIDIANÓPOLIS","Paraná",411342,46.61,80.71,62.14,20.44,58.5,41.77,9.41,36.16,82.16,4.33,477.52,478.31,3961,0.68
"LINDOESTE","Paraná",411345,49.87,58.46,29.44,16.69,43.33,19.29,9.05,19.12,69.76,4.37,462.44,473.1,5237,0.666
"LOANDA","Paraná",411350,44.78,60.98,74.93,23.33,47.57,56.42,12.19,24.83,70.44,9.81,725.67,725.67,21023,0.725
"LOBATO","Paraná",411360,42.06,71.95,82.65,30.53,58.16,70.37,15.99,64.26,100,9.09,653.7,653.7,4383,0.744
"LONDRINA","Paraná",411370,41.76,72.97,68.32,50.36,49.53,52.89,25.86,28.97,72.87,19.07,1083.35,1083.98,503258,0.778
"LUIZIANA","Paraná",411373,48.86,62.34,45.18,18.16,48.53,40.75,11.17,6.44,62.45,4.15,482.03,483.01,7207,0.668
"LUNARDELLI","Paraná",411375,49.52,93.55,69.48,30.85,61.47,59.59,17.26,22.46,87.89,5.87,471.99,481.28,5059,0.69
"LUPIONÓPOLIS","Paraná",411380,48.8,63.15,59.07,17.92,41.25,53.49,9.65,38.34,97.01,7.25,636.69,638.65,4552,0.71
"MALLET","Paraná",411390,44.97,79.57,33.32,18.24,59.34,30.22,11.75,10.69,70.28,4.89,552.86,562.78,12680,0.708
"MAMBORÊ","Paraná",411400,45.07,74.84,75.16,33,51.91,65.92,19.38,18.78,81.64,8.34,616.46,619.38,13793,0.719
"MANDAGUAÇU","Paraná",411410,43.6,57.73,72.15,24.68,43.16,63.58,13.89,29.01,79.51,8.86,693.16,693.16,19718,0.718
"MANDAGUARI","Paraná",411420,43.05,82.85,93.99,34.77,62.4,58.31,18.49,41.43,91.6,11.73,762.54,764.72,32422,0.751
"MANDIRITUBA","Paraná",411430,50.42,68.19,32.81,15.01,43.13,29.86,7.47,18.38,47.57,3.77,539.68,542.74,22037,0.655
"MANFRINÓPOLIS","Paraná",411435,52.17,81.37,43.83,17.18,51.45,43.83,10.95,6.7,70.78,3.23,435.85,449,3018,0.645
"MANGUEIRINHA","Paraná",411440,51.25,68.09,26.44,24.81,45.56,21.55,11.99,17.15,60.14,7.57,605.97,612.43,16810,0.688
"MANOEL RIBAS","Paraná",411450,51.07,73.89,54.56,28.39,51.57,39.92,15.2,22.1,75.45,7.05,729.51,730.1,12993,0.716
"MARECHAL CÂNDIDO RONDON","Paraná",411460,40.85,68.65,64.91,50.31,48.84,49.41,31.68,35.55,83.83,11.16,1036.38,1037.24,46553,0.774
"MARIA HELENA","Paraná",411470,45.45,81.75,80.47,16.85,60.51,76.34,10.67,10.68,88.17,5.09,552.13,553.44,5912,0.703
"MARIALVA","Paraná",411480,41.31,102.47,85.23,27.76,44.94,64.91,16.93,22.82,85.91,10.29,765.58,768.16,31664,0.735
"MARILÂNDIA DO SUL","Paraná",411490,48.01,75.98,65.77,19.59,46.73,60.7,12.3,6.65,79.54,4.9,497.15,500.37,8747,0.691
"MARILENA","Paraná",411500,48.93,75.03,53.13,18.62,55.61,46.9,7.63,20.33,91.63,3.9,461.09,461.3,6855,0.681
"MARILUZ","Paraná",411510,52.87,55.44,28.41,23.22,31.34,24.67,12.33,5.06,37.22,4.2,466.87,469.84,10130,0.639
"MARINGÁ","Paraná",411520,36.51,76.94,71.43,55.93,56.81,52.52,31.38,46.98,90.89,20.01,1202.63,1202.63,354512,0.808
"MARIÓPOLIS","Paraná",411530,44.32,55.91,66.42,17.87,43.43,56.67,11.62,18.26,76.86,6.3,694.06,695.65,6250,0.698
"MARIPÁ","Paraná",411535,43.26,66.26,65.56,37.81,47.68,60.09,24.92,27.28,94.82,8.72,781.94,781.94,5655,0.758
"MARMELEIRO","Paraná",411540,48.05,64.68,61.51,22.67,46.54,48.83,13.58,19.09,83.07,6.61,751.42,755.8,13763,0.722
"MARQUINHO","Paraná",411545,54.16,70.18,14.14,14.01,49.56,11.72,7.84,7.34,31.3,2.77,366.3,372.35,4897,0.614
"MARUMBI","Paraná",411550,44.16,58.77,82.55,21.73,36.97,66.05,14.81,35.8,98.06,6.88,642.72,643.98,4590,0.721
"MATELÂNDIA","Paraná",411560,46.12,69.93,56.5,34.65,48.27,49.79,16.2,29.68,80.86,8.31,683.91,685.31,15327,0.725
"MATINHOS","Paraná",411570,48.13,68.53,61.9,39.65,49.91,46.44,14.94,36.43,81.27,10.58,814.03,814.03,29112,0.743
"MATO RICO","Paraná",411573,46.85,54.21,39.32,13.06,42.75,37.07,5.29,19.21,69.21,1.91,296.21,303.51,3704,0.632
"MAUÁ DA SERRA","Paraná",411575,50.62,53.16,44.16,12.53,31.04,37.01,5.91,15.6,60.26,4.42,487.69,488.27,8532,0.652
"MEDIANEIRA","Paraná",411580,40.86,78.01,74.24,45.53,51.2,70.17,26.93,26.91,85.16,12.7,914.67,915.01,41552,0.763
"MERCEDES","Paraná",411585,47.31,74.09,93.25,30.48,63.78,80,15.95,34.49,95.48,5.64,657.38,662.9,4970,0.74
"MIRADOR","Paraná",411590,48.5,37.9,51.85,17.99,31.33,49.56,11.52,20.52,84.65,3.47,474.75,477.16,2315,0.68
"MIRASELVA","Paraná",411600,44.23,93.66,85.75,39.78,64.39,66.67,20,56.94,100,9.42,600.03,605.17,1843,0.748
"MISSAL","Paraná",411605,44.27,78.91,64.33,46.12,57.78,58.33,24.76,28.39,77.96,8.77,678.96,686.85,10339,0.711
"MOREIRA SALES","Paraná",411610,50.82,66.32,67.12,25.55,47.73,56.8,13.99,20.95,81.62,4.67,528.33,531.42,12469,0.675
"MORRETES","Paraná",411620,51.47,52.09,21.86,17.14,30.67,19.61,11.58,13.87,37.91,6.57,665.51,668.27,15578,0.686
"MUNHOZ DE MELO","Paraná",411630,47.25,87.13,23.11,24.8,62.14,17.86,13,70.22,81.42,6.39,637.77,637.77,3667,0.726
"NOSSA SENHORA DAS GRAÇAS","Paraná",411640,42.4,81.72,39.14,16.02,56.98,32.68,6.83,32.89,78.52,5.45,547.55,548.74,3817,0.709
"NOVA ALIANÇA DO IVAÍ","Paraná",411650,44.11,63.27,90.31,42.38,49.19,72.06,13.03,52.33,92.35,8.16,528.26,528.26,1417,0.717
"NOVA AMÉRICA DA COLINA","Paraná",411660,47.06,93.69,39.16,33.08,57.42,37.14,15.72,14.51,72.26,4.56,472.29,473.26,3471,0.698
"NOVA AURORA","Paraná",411670,43.48,90.35,63,31.61,50.51,59.73,18.3,14.44,85.47,7.61,734.83,739.47,11753,0.733
"NOVA CANTU","Paraná",411680,49.49,55,63.06,23.37,39.21,52.56,9.06,14.69,73.77,4.04,446.81,448.16,7392,0.658
"NOVA ESPERANÇA","Paraná",411690,45.12,64.11,67.62,30.12,43.02,57.45,18.35,17.33,77.53,10.42,719.26,720.15,26480,0.722
"NOVA ESPERANÇA DO SUDOESTE","Paraná",411695,48.46,68.63,59.81,30.06,49.93,57.65,14.56,1.28,67.93,3.86,678.29,693.21,4968,0.714
"NOVA FÁTIMA","Paraná",411700,47.78,61.27,54.69,20.86,44.29,43.79,7.53,21.08,72.4,7.96,555.2,555.51,8131,0.688
"NOVA LARANJEIRAS","Paraná",411705,58.96,56.38,31.29,25.46,39.59,29.66,13.19,9.57,52,4.29,366.26,384.37,10625,0.642
"NOVA LONDRINA","Paraná",411710,46.15,64.08,79.49,30.36,50.62,72.48,16.12,26.32,87.4,10.25,777.47,777.75,12970,0.758
"NOVA OLÍMPIA","Paraná",411720,46.7,61.85,100.35,23.54,43.3,73.57,15.01,26.97,98.77,6.96,619.47,619.47,5470,0.71
"NOVA SANTA BÁRBARA","Paraná",411721,52.3,62.77,36.43,44.23,45.92,27.69,18.27,34.9,73.99,5.39,511.42,519.26,3836,0.68
"NOVA SANTA ROSA","Paraná",411722,44.95,83.08,49.05,40.12,60.7,49.05,22.21,22.43,78.95,6.51,758.84,758.84,7578,0.731
"NOVA PRATA DO IGUAÇU","Paraná",411725,46.36,77.11,33.98,27.05,54.49,32.09,17.27,18.97,70.84,6.76,668.06,679.58,10144,0.716
"NOVA TEBAS","Paraná",411727,52.19,78.48,29.49,20.94,51.39,29.49,9.98,23.63,71.46,4.67,408.22,413.31,7288,0.651
"NOVO ITACOLOMI","Paraná",411729,44.97,59.6,96.34,18.25,44.38,66.61,14.31,43.87,82.39,3.79,553.56,553.56,2811,0.71
"ORTIGUEIRA","Paraná",411730,53.5,54.92,18.69,11.32,27.73,17.47,5.04,13.71,41.53,3.76,408.86,416.97,22904,0.609
"OURIZONA","Paraná",411740,43.28,66.42,57.42,18.02,52.33,57.42,11.83,19.22,85.23,5.64,709.99,709.99,3374,0.72
"OURO VERDE DO OESTE","Paraná",411745,46.06,73.15,33.72,24.81,56.55,33.72,14.31,6.02,60.53,4.57,578.86,578.86,5678,0.709
"PAIÇANDU","Paraná",411750,41.68,73.68,72.12,15.6,51.95,68.34,6.07,23.79,86.52,4.04,610.64,610.64,35781,0.716
"PALMAS","Paraná",411760,55.23,58.82,47.32,20.29,34.55,36.38,10.03,19.34,63.21,10.53,575.55,578.24,42368,0.66
"PALMEIRA","Paraná",411770,46.22,68.63,28.57,20.41,49.32,24.68,12.54,13.04,52.41,8.54,729.05,743.9,31354,0.718
"PALMITAL","Paraná",411780,56.06,56.2,20.34,31.33,42.57,19.37,12.15,16.35,43.99,5.42,447.15,452.2,14676,0.639
"PALOTINA","Paraná",411790,41.72,82.29,68.84,53.04,55.2,53.86,32.91,33.35,83.65,15.28,904.85,904.85,28550,0.768
"PARAÍSO DO NORTE","Paraná",411800,43.42,79.25,44.32,39.11,56.05,38.81,20.96,33.01,84.82,7.55,864.18,865.06,11703,0.746
"PARANACITY","Paraná",411810,48.44,66.29,61.77,20.87,49.34,54.19,10.56,15.97,83.19,7.87,582.06,583.13,10220,0.717
"PARANAGUÁ","Paraná",411820,48.03,91.17,55.47,26.84,55.15,48.42,11.2,11.1,67.65,9.57,765.85,766.5,139774,0.75
"PARANAPOEMA","Paraná",411830,44.39,70.14,62.31,17.75,53.21,53.87,7.35,18.39,100,7.38,549.69,550.51,2772,0.709
"PARANAVAÍ","Paraná",411840,44.15,79.53,64.6,34.03,55.22,53.53,18.13,31.61,83.6,13.31,852.66,852.66,81023,0.763
"PATO BRAGADO","Paraná",411845,45.81,87.96,81.58,36.58,57.93,62.4,21.25,32.32,94.25,7.1,824.97,824.97,4813,0.747
"PATO BRANCO","Paraná",411850,41.16,75.59,54.92,51.34,53.22,46.71,24.88,32.1,77.02,15.92,1013.22,1016.74,71612,0.782
"PAULA FREITAS","Paraná",411860,46.86,81.65,8.95,23.04,59.82,6.71,15.27,23.91,56.35,3.75,621.46,634.8,5297,0.717
"PAULO FRONTIN","Paraná",411870,44.57,75.22,44.44,21.13,57.29,41.15,14.99,18.9,74.6,4.78,579.76,596.13,6699,0.708
"PEABIRU","Paraná",411880,46.1,65.88,72.71,32.27,46.23,61.13,15.54,29.09,84.95,8.06,737.63,739.26,13522,0.723
"PEROBAL","Paraná",411885,45.81,65,72.45,33.28,47.06,62.39,14.32,31.91,93.15,4.48,565.43,569.58,5608,0.713
"PÉROLA","Paraná",411890,43.88,61.23,60.2,22.31,39.95,56.94,15.55,25.19,82.17,6.24,637.59,638.74,10125,0.7
"PÉROLA D'OESTE","Paraná",411900,47.17,83.17,45.41,38.83,61.29,43.87,20.8,22.12,83.88,7.91,613.32,613.91,6722,0.726
"PIÊN","Paraná",411910,45.19,77.2,48.12,24.9,57.24,48.12,12.47,16.89,70.33,6.34,541.67,543.51,11132,0.694
"PINHAIS","Paraná",411915,40.87,81.1,49.34,34.21,38.47,40.77,15.01,31.19,80.01,9.52,911.51,911.51,116153,0.751
"PINHALÃO","Paraná",411920,46.65,71.74,45.24,25.5,55.98,38,13.87,19.07,54.15,5.35,545.95,546.49,6201,0.697
"PINHAL DE SÃO BENTO","Paraná",411925,52.97,62.72,84.19,33.99,50.64,67.99,12.35,48.51,95.75,5.56,514.89,514.89,2621,0.695
"PINHÃO","Paraná",411930,56.56,60.27,35.82,19.12,43.4,26.16,9.84,23.09,57.5,5.25,454.31,459.89,29641,0.654
"PIRAÍ DO SUL","Paraná",411940,51.79,73.47,45.98,15.69,47.94,42.5,7.89,9.87,68.64,6.74,631.84,635.3,23173,0.708
"PIRAQUARA","Paraná",411950,45.84,52.16,35.17,15.48,33.44,29.36,6.63,16.64,63.48,4.67,581.74,582.7,88157,0.7
"PITANGA","Paraná",411960,47.74,75.35,48.3,34.85,50.03,42.41,17.6,18.6,66.91,8.79,609.77,613.72,32337,0.702
"PITANGUEIRAS","Paraná",411965,46.18,70.36,59.98,17.18,50.82,49.49,7.74,46.92,100,5.89,518.34,518.34,2814,0.71
"PLANALTINA DO PARANÁ","Paraná",411970,48.64,87.14,52.05,20.03,65.75,31.62,15.26,30.88,75.41,7.01,556.04,564.75,4015,0.705
"PLANALTO","Paraná",411980,43.81,77.46,61.06,20.59,56.92,51.19,12.9,27.31,86.8,5.17,641.16,641.55,13445,0.706
"PONTA GROSSA","Paraná",411990,45.88,73.05,54.4,37.25,51.36,44.23,19.51,22.88,76.77,13.25,877.1,877.74,309586,0.763
"PONTAL DO PARANÁ","Paraná",411995,47.28,69.76,48.08,30.76,48.49,41.88,13.77,28.25,75.6,9.38,782.87,783.26,20835,0.738
"PORECATU","Paraná",412000,43.73,72.78,75.14,33.97,41.51,68.49,17.35,34.36,94.3,9.4,742.25,742.53,13955,0.738
"PORTO AMAZONAS","Paraná",412010,48.15,48.63,50.72,22.08,34.51,43.21,14.38,31.98,77.44,7.35,655.76,656.86,4482,0.7
"PORTO BARREIRO","Paraná",412015,46.19,72.39,64.75,22.86,58.81,58.9,14.18,2.37,64.42,3.68,535.4,538.64,3615,0.688
"PORTO RICO","Paraná",412020,45.34,91.3,43.39,34.33,68.91,43.39,18.58,36.3,72.66,8.31,590.58,595.17,2490,0.735
"PORTO VITÓRIA","Paraná",412030,52.16,73.01,23.9,23.58,56.64,23.9,12.9,11.04,62.55,3.75,531.11,534.28,3932,0.685
"PRADO FERREIRA","Paraná",412033,45.08,89.68,55.23,27.81,36.77,52.04,11.08,29.51,83.99,6.01,652.38,657.14,3388,0.71
"PRANCHITA","Paraná",412035,44.34,90.05,64.92,28.54,68.4,60.11,16.74,21.08,93.38,6.53,815.6,819.94,5556,0.752
"PRESIDENTE CASTELO BRANCO","Paraná",412040,44.53,56.96,45.81,21.81,37.2,41.7,7.04,29.61,89.6,5.23,603.83,604.81,4752,0.713
"PRIMEIRO DE MAIO","Paraná",412050,44.47,54.63,66.74,24.84,39.59,56.05,14.02,26.08,72.71,7.01,604.96,605.47,10801,0.701
"PRUDENTÓPOLIS","Paraná",412060,48.63,70.99,44.27,21.68,54.5,39.13,14.5,13.63,59.34,6.14,497.84,503.86,47516,0.676
"QUARTO CENTENÁRIO","Paraná",412065,44.65,73.22,50.15,21.01,47.84,46.62,11.73,29.47,90.68,6.15,723.41,732.85,4793,0.71
"QUATIGUÁ","Paraná",412070,41.72,76.49,80.69,24.26,61.32,65.6,15.28,18.73,77.26,6.49,590.85,591.45,7021,0.714
"QUATRO BARRAS","Paraná",412080,43.58,60.21,49.9,29.12,35.97,41.51,14.12,28.33,74.81,9.26,800.4,802.67,19690,0.742
"QUATRO PONTES","Paraná",412085,45.49,86.69,63.97,44.16,59.82,57.68,28.39,37.61,86.59,7.42,1093.43,1093.43,3778,0.791
"QUEDAS DO IGUAÇU","Paraná",412090,52.23,61.74,17.76,20.84,48.69,16.7,8.39,17.54,43.42,6.09,586.88,607.74,29256,0.681
"QUERÊNCIA DO NORTE","Paraná",412100,48.09,75.94,96.63,21.93,48.67,71.62,11.59,31.14,90.91,5.8,509.13,513.88,11408,0.688
"QUINTA DO SOL","Paraná",412110,47.27,89.24,73.97,33.36,60.12,73.97,16.67,18.95,86.1,8.08,583.64,584.52,5061,0.715
"QUITANDINHA","Paraná",412120,48.17,70.44,40.92,15.3,48.73,36.73,8.28,11.08,44.76,3.86,452.08,463.93,16605,0.68
"RAMILÂNDIA","Paraná",412125,51.76,50.53,43.52,22.05,34.32,43.52,10.38,22.35,70.31,3.63,426.7,430.86,4078,0.63
"RANCHO ALEGRE","Paraná",412130,47.85,77.04,78.72,30.77,59.29,69.02,17.64,35.2,93.14,4.62,590.51,590.51,3939,0.707
"RANCHO ALEGRE D'OESTE","Paraná",412135,46.6,76.95,87.14,28.49,56.69,79.12,19.86,21.37,98.74,4.98,528.21,528.93,2843,0.704
"REALEZA","Paraná",412140,44.53,68.32,59.21,34.83,50.62,54.89,22.31,31,80.79,7.48,704.94,707.06,16197,0.722
"REBOUÇAS","Paraná",412150,49.17,63.29,29.09,18.67,45.88,27.38,8.55,11.79,53.87,5.74,449.27,455.43,13965,0.672
"RENASCENÇA","Paraná",412160,47.83,83.78,46.57,30.32,54.89,41.76,19.06,23.67,75.02,6.25,831.49,842.63,6658,0.733
"RESERVA","Paraná",412170,56.36,30.4,26.58,9.44,23.18,23.07,4.99,16.22,54.09,4.03,457.88,463.05,24830,0.618
"RESERVA DO IGUAÇU","Paraná",412175,57.68,64.24,59.16,18.33,47.27,46.71,6.1,26.97,77.31,7,419.62,427.17,7120,0.648
"RIBEIRÃO CLARO","Paraná",412180,46.96,103.17,72.3,22.68,65.88,59.1,13.06,15.65,78.43,7.53,639.91,659.75,10307,0.716
"RIBEIRÃO DO PINHAL","Paraná",412190,52.37,76.58,53.47,21.85,53.38,51.62,12.17,18.77,81.24,6.86,563.87,565.48,13355,0.701
"RIO AZUL","Paraná",412200,47.83,61.89,31.62,12.66,44.05,30.7,7.44,6.2,54.25,4.09,740.31,755.23,13625,0.687
"RIO BOM","Paraná",412210,50.32,83.14,61.04,27.9,54.27,57.36,12.2,37.03,95.9,5.83,524.89,533.53,3224,0.729
"RIO BONITO DO IGUAÇU","Paraná",412215,55.12,62.26,45.74,14.84,44.29,41.21,6.35,15.05,62.79,3.61,405.76,412.04,13335,0.629
"RIO BRANCO DO IVAÍ","Paraná",412217,54.5,57.6,32.15,18.46,34.09,32.15,8.2,2.84,57.08,4.32,387.85,391.66,3860,0.64
"RIO BRANCO DO SUL","Paraná",412220,48.78,56.77,31.14,20.58,39.43,29.83,9.23,8.62,47.1,4.88,548.8,556.36,30230,0.679
"RIO NEGRO","Paraná",412230,46.27,90.2,70.37,26.7,53.77,63.64,14.35,26.52,74.34,9.76,709.13,709.13,31081,0.76
"ROLÂNDIA","Paraná",412240,41.9,77.09,61.2,35.48,49.77,46.69,16.2,21.91,77.82,11.76,819.52,820.08,57694,0.739
"RONCADOR","Paraná",412250,48.18,72.62,69.34,22.14,46.88,60.64,10.88,21.21,89.56,4.83,500.36,506.73,11296,0.681
"RONDON","Paraná",412260,45.83,70.5,70.12,26.83,46.37,58.6,16.63,41.28,92.24,9.6,724.58,724.58,8983,0.713
"ROSÁRIO DO IVAÍ","Paraná",412265,52.47,75.31,32.02,34.47,56.94,27.82,16.32,15.26,65,7.76,422.97,440.1,5340,0.662
"SABÁUDIA","Paraná",412270,41.47,58.03,97.01,25.25,45.94,76.89,15.64,38.56,83.56,6.1,663.2,664.99,6072,0.74
"SALGADO FILHO","Paraná",412280,52.42,74.18,40.59,28.84,61.68,36.94,18.3,26.24,76.68,5.07,557.15,557.15,4401,0.7
"SALTO DO ITARARÉ","Paraná",412290,46.85,76.87,71.1,16.41,58.82,57.8,9.5,35.57,65.75,5.21,490.56,492.8,5130,0.704
"SALTO DO LONTRA","Paraná",412300,45.1,64.07,41.94,23.03,53.59,39.3,14.81,18.94,76.57,6.42,650.57,651.6,13640,0.718
"SANTA AMÉLIA","Paraná",412310,50.85,86.33,58.09,20.3,57.67,42.3,8.07,29.98,77.33,4.9,470.75,472.49,3777,0.653
"SANTA CECÍLIA DO PAVÃO","Paraná",412320,49.98,68.88,49.48,28.02,52.78,44.53,14.75,37.9,79.47,6.61,553.12,553.12,3631,0.723
"SANTA CRUZ DE MONTE CASTELO","Paraná",412330,46.46,62.74,64.94,14.7,42.21,51.19,8.8,17.43,73.36,6.53,552.67,553.01,8029,0.71
"SANTA FÉ","Paraná",412340,42.42,62.47,77.74,18.63,46.77,57.99,9.71,53.53,86.15,7.98,709.44,710.07,10398,0.705
"SANTA HELENA","Paraná",412350,43.46,70.91,51.76,42,51.58,47.83,24.83,41.39,84.98,10.55,791.53,791.53,23338,0.744
"SANTA INÊS","Paraná",412360,42.92,68.57,72.53,21.12,55.08,66.64,7.7,46.21,94.31,5.6,533.95,533.95,1814,0.717
"SANTA ISABEL DO IVAÍ","Paraná",412370,47.25,47.23,59.15,20.59,39.83,51.63,10.65,16.27,85.83,6.99,610.69,612.1,8695,0.72
"SANTA IZABEL DO OESTE","Paraná",412380,47.24,63.43,29.61,30.32,44.47,29.61,18.21,19.1,59.97,5.83,540.49,541.83,13074,0.696
"SANTA LÚCIA","Paraná",412382,52.49,74.91,35.34,18.69,46.6,35.34,10.54,1.62,49.26,5.19,578.04,578.04,3925,0.687
"SANTA MARIA DO OESTE","Paraná",412385,52.48,72.63,15.8,12.01,45.04,15.8,6.24,5.81,36.36,4.84,334.84,340.56,11301,0.609
"SANTA MARIANA","Paraná",412390,46.35,75.55,54.43,34.99,55.33,39.07,19.2,25.11,69.42,8.44,564.1,564.74,12391,0.7
"SANTA MÔNICA","Paraná",412395,50.29,65.96,46.71,17.17,46.58,42.05,10.29,32.42,82.27,5.31,614.27,614.27,3556,0.704
"SANTANA DO ITARARÉ","Paraná",412400,49.89,65.83,62.85,21.95,54.88,62.85,10.97,16.48,78.71,3.7,467.18,470.05,5188,0.687
"SANTA TEREZA DO OESTE","Paraná",412402,46.64,55.26,60.31,24.23,38.83,52.77,12.52,21.92,77.28,5.33,573.27,576.99,10262,0.705
"SANTA TEREZINHA DE ITAIPU","Paraná",412405,44.01,86.22,89.98,39.54,59.05,73.33,22.43,38.82,97.3,9.17,688.34,688.34,20714,0.738
"SANTO ANTÔNIO DA PLATINA","Paraná",412410,47.43,66.99,45.65,22.38,47.03,38.07,11.52,17.29,51.65,10.44,765.04,767.79,42309,0.718
"SANTO ANTÔNIO DO CAIUÁ","Paraná",412420,48.13,64.13,90.75,28.99,52.62,71.09,13.34,56.44,100,7.51,455.52,456.22,2723,0.696
"SANTO ANTÔNIO DO PARAÍSO","Paraná",412430,48.55,91.32,67.09,45.52,62.88,58.53,26.88,29.58,89.48,6.17,561.33,561.33,2408,0.716
"SANTO ANTÔNIO DO SUDOESTE","Paraná",412440,53.48,67.74,36.9,23.98,45.38,31.69,12.29,16.05,57.78,5.8,585.95,587,18811,0.671
