"name","group","id","Razão de dependência 2000","Taxa de frequência bruta ao superior 2000","Taxa de frequência líquida ao superior 2000","Taxa de frequência bruta ao superior","Taxa de frequência líquida ao superior","Renda per capita , exceto renda nula 2000","Renda per capita , exceto renda nula 2010","% Variação renda per capita exceto nula 2000-2010","Renda per capita 2000","Renda per capita 2010","% Variação renda per capita 2000-2010","IDHM 2000","IDHM","% de 25 anos ou mais com superior completo"
"MACHADINHO","Rio Grande do Sul",431170,53.48,12.9,3.9,16.35,12.17,327.25,674.17,106.010695187166,323.25,669.6,107.146171693736,0.571,0.692,6.41
"MAÇAMBARÁ","Rio Grande do Sul",431171,54.64,4.83,0.61,26.51,11.54,434.52,506.91,16.6597624965479,426.54,499.71,17.1543114362076,0.562,0.684,5.1
"MAMPITUBA","Rio Grande do Sul",431173,56.16,5.85,4.88,12.15,8.52,300.14,456.27,52.0190577730392,300.14,456.27,52.0190577730392,0.518,0.649,2.47
"MANOEL VIANA","Rio Grande do Sul",431175,54.4,14.51,8.17,17.34,9.82,333.07,574.92,72.6123637673762,332.78,570.72,71.5006911473046,0.543,0.655,8.52
"MAQUINÉ","Rio Grande do Sul",431177,55.31,9.41,4.11,22.34,12.58,454.82,605.22,33.0680269117453,448.96,604.04,34.5420527441197,0.579,0.682,4.55
"MARATÁ","Rio Grande do Sul",431179,53.51,15.6,10.2,30.11,15.04,515.04,745.31,44.7091488039764,513.45,745.31,45.157269451748,0.591,0.697,3.28
"MARAU","Rio Grande do Sul",431180,44.66,16.27,12.02,34.4,17.66,685.43,981.17,43.1466378769532,685.43,980.92,43.1101644223334,0.678,0.774,10.71
"MARCELINO RAMOS","Rio Grande do Sul",431190,57.26,10.49,7.54,26.85,14.72,479.89,777.41,61.9975411031695,475.84,777.41,63.3763449899126,0.631,0.724,7.79
"MARIANA PIMENTEL","Rio Grande do Sul",431198,48.25,16.69,9.31,3.46,1.44,452,631.32,39.6725663716814,445.93,628.63,40.9705559168479,0.604,0.701,3.64
"MARIANO MORO","Rio Grande do Sul",431200,47.26,13.96,8.75,20.76,17,648.81,925.46,42.6396017324024,648.81,925.46,42.6396017324024,0.656,0.73,4.02
"MARQUES DE SOUZA","Rio Grande do Sul",431205,49.59,18.17,14.84,16.36,8.74,549.7,818.85,48.9630707658723,549.7,817.11,48.6465344733491,0.627,0.687,2.65
"MATA","Rio Grande do Sul",431210,53.96,5.88,5.88,19.52,12.55,337.43,492.95,46.0895593160063,335.21,484.75,44.610840965365,0.551,0.656,3.05
"MATO CASTELHANO","Rio Grande do Sul",431213,46.51,16.38,7.07,15.62,6.96,486.3,862.71,77.4028377544726,472.19,862.71,82.7039962726868,0.665,0.727,4.45
"MATO LEITÃO","Rio Grande do Sul",431215,45.31,12.72,7.53,29.92,21.5,434.16,708.43,63.172563110374,422.72,708.43,67.5884746404239,0.623,0.746,3.98
"MATO QUEIMADO","Rio Grande do Sul",431217,47.48,13.8,5.08,25.63,21.23,344.01,629.4,82.9597976803,342.88,629.4,83.5627624825012,0.617,0.717,2.53
"MAXIMILIANO DE ALMEIDA","Rio Grande do Sul",431220,57.1,11.12,3.72,20.44,13.64,338.97,622.28,83.5796678172109,338.97,620.58,83.0781485087176,0.562,0.699,6.93
"MINAS DO LEÃO","Rio Grande do Sul",431225,51.98,5.95,2.56,24.24,13.91,346.93,815.23,134.984002536535,346.5,815.23,135.275613275613,0.547,0.681,2.83
"MIRAGUAÍ","Rio Grande do Sul",431230,60.06,18.01,10.57,23.33,13.33,261.97,829.78,216.746192312097,261.97,820.8,213.318318891476,0.584,0.725,4.72
"MONTAURI","Rio Grande do Sul",431235,44.67,16.44,16.44,43.2,30.53,619.06,1091.01,76.2365521920331,619.06,1091.01,76.2365521920331,0.608,0.764,5.28
"MONTE ALEGRE DOS CAMPOS","Rio Grande do Sul",431237,65.04,2,2,6.6,4.45,230.66,528.52,129.13378999393,225.01,508.71,126.083285187325,0.462,0.65,0.95
"MONTE BELO DO SUL","Rio Grande do Sul",431238,46.79,24.68,15.73,40.18,32.72,569.45,861.81,51.3407674071472,569.45,861.81,51.3407674071472,0.629,0.752,6.29
"MONTENEGRO","Rio Grande do Sul",431240,49.1,23.38,12.93,39.16,15.48,725.99,914.44,25.9576578189782,723.44,914.23,26.3726086475727,0.668,0.755,9.74
"MORMAÇO","Rio Grande do Sul",431242,53.05,20.82,14.61,28.86,23.5,422.02,775.77,83.8230415620113,416.28,775.77,86.357739982704,0.584,0.714,7
"MORRINHOS DO SUL","Rio Grande do Sul",431244,47.09,14.05,8.58,22.06,15.79,309.65,705.78,127.928306152107,309.65,705.78,127.928306152107,0.593,0.711,4.67
"MORRO REDONDO","Rio Grande do Sul",431245,51.16,9.13,6.03,26.93,18.42,508.96,705.93,38.7004872681547,505.26,701.43,38.8255551597197,0.572,0.702,6.46
"MORRO REUTER","Rio Grande do Sul",431247,44.42,12.55,5.66,30.48,18.13,671.02,767.55,14.3855622783226,671.02,767.55,14.3855622783226,0.656,0.743,4.99
"MOSTARDAS","Rio Grande do Sul",431250,57.27,7.45,1.51,13.8,5.66,412.09,627.67,52.3138149433376,403.81,627.16,55.3106659072336,0.571,0.664,3.9
"MUÇUM","Rio Grande do Sul",431260,47.34,21.94,14.51,41.35,21.2,613.02,888.21,44.8908681609083,613.02,887.43,44.7636292453754,0.641,0.746,7.45
"MUITOS CAPÕES","Rio Grande do Sul",431261,58.12,1.88,0,14.9,9.51,413.44,668.9,61.7888931888545,412.22,666.24,61.6224346222891,0.534,0.702,3.88
"MULITERNO","Rio Grande do Sul",431262,59.28,8.61,2.14,20.93,14.76,345.28,799.52,131.556997219648,343.38,799.52,132.838254994467,0.598,0.689,3.07
"NÃO-ME-TOQUE","Rio Grande do Sul",431265,47.13,16.77,9.49,41.84,20.59,690.77,1051.05,52.1562893582524,687.8,1051.05,52.8133178249491,0.692,0.765,9.46
"NICOLAU VERGUEIRO","Rio Grande do Sul",431267,46.84,22.84,18.64,32.13,16.97,455.46,983.68,115.975058182936,455.46,974.79,114.023185351074,0.676,0.753,6.84
"NONOAI","Rio Grande do Sul",431270,63.11,15.54,8.21,21.54,11.62,402.64,637.32,58.2853169084046,399.45,634.06,58.7332582300663,0.584,0.702,9.49
"NOVA ALVORADA","Rio Grande do Sul",431275,49.51,11.13,11.13,34.31,23.53,526.99,926.83,75.8724074460616,526.99,925.66,75.6503918480427,0.566,0.74,5.78
"NOVA ARAÇÁ","Rio Grande do Sul",431280,44.92,25.06,21.41,36.07,19.44,1024.57,1134.76,10.7547556535913,1021.93,1134.76,11.0408736410517,0.732,0.785,6.92
"NOVA BASSANO","Rio Grande do Sul",431290,44.63,16.87,11.25,35.06,19.54,825.35,1011.25,22.5237777912401,822.81,1010.72,22.8375931259951,0.674,0.747,7.07
"NOVA BOA VISTA","Rio Grande do Sul",431295,46.86,22.71,9.41,40.29,29,381.15,928.49,143.602256329529,381.15,928.49,143.602256329529,0.64,0.768,7.52
"NOVA BRÉSCIA","Rio Grande do Sul",431300,53.62,26.51,14.53,38.39,26.96,962.94,1453.17,50.9097140008723,962.07,1452.06,50.9308054507468,0.695,0.778,6.18
"NOVA CANDELÁRIA","Rio Grande do Sul",431301,42.79,6.89,4.63,20.86,12.83,427.21,1120.1,162.189555487933,427.21,1120.1,162.189555487933,0.603,0.759,4.04
"NOVA ESPERANÇA DO SUL","Rio Grande do Sul",431303,48.08,9.12,5.94,23.41,13.26,390.57,717.7,83.7570729958778,390.57,717.7,83.7570729958778,0.593,0.735,4.71
"NOVA HARTZ","Rio Grande do Sul",431306,48.35,9.15,4.42,19.75,5.94,459.31,601.08,30.8658640134114,459.19,600,30.6648663951741,0.578,0.689,2.82
"NOVA PÁDUA","Rio Grande do Sul",431308,43.13,16.63,12.42,34.92,24.86,1011.01,914.36,-9.55974718350956,1011.01,914.36,-9.55974718350956,0.688,0.761,4.88
"NOVA PALMA","Rio Grande do Sul",431310,53.5,14.23,9.55,35.12,22.19,569.07,919.16,61.5196724480292,561.85,915.86,63.0079202634155,0.659,0.744,8.32
"NOVA PETRÓPOLIS","Rio Grande do Sul",431320,43.51,18.29,11.02,33.83,18.64,799.96,994.67,24.3399669983499,799.96,994.67,24.3399669983499,0.697,0.78,9.81
"NOVA PRATA","Rio Grande do Sul",431330,45.01,28.44,18.17,44.81,20.08,760.48,1039.74,36.7215442878182,758.82,1039.74,37.0206373052898,0.689,0.766,9.28
"NOVA RAMADA","Rio Grande do Sul",431333,46.48,17.34,7.77,40.71,24.61,439.11,861.28,96.1421967160848,433.05,861.28,98.8869645537467,0.576,0.742,3.64
"NOVA ROMA DO SUL","Rio Grande do Sul",431335,47.76,9.85,6.42,17.47,13.31,633.53,1124.42,77.4848862721576,633.53,1120.95,76.9371616182344,0.677,0.741,5.73
"NOVA SANTA RITA","Rio Grande do Sul",431337,53.44,11.48,4.57,28.33,9.1,557.82,686.87,23.1347029507726,555.27,686.87,23.7001818934933,0.609,0.718,3.87
"NOVO CABRAIS","Rio Grande do Sul",431339,49.41,8.31,8.31,16.56,9.59,299.18,612.02,104.565813222809,294.08,611.08,107.793797606094,0.538,0.688,1.57
"NOVO HAMBURGO","Rio Grande do Sul",431340,48.48,24.68,12.99,38.38,16.89,770.83,1011.88,31.2714865794014,770.02,1011.62,31.3758084205605,0.671,0.747,9.58
"NOVO MACHADO","Rio Grande do Sul",431342,48.18,8.65,5.05,32.05,22.3,332.75,531.07,59.6003005259204,328.68,531.07,61.5766094681757,0.56,0.663,3.19
"NOVO TIRADENTES","Rio Grande do Sul",431344,55.81,14.06,5.72,32.92,21.05,218.65,548.5,150.857534873085,215.15,548.05,154.729258656751,0.538,0.676,4.68
"NOVO XINGU","Rio Grande do Sul",431346,48.23,14.61,7.74,32.22,19.89,359.08,847.22,135.941851398017,359.08,847.22,135.941851398017,0.585,0.767,2.27
"NOVO BARREIRO","Rio Grande do Sul",431349,56.18,9.51,6.82,19.54,10.03,254.78,772.29,203.1203391161,253.39,768.98,203.476853861636,0.552,0.706,3.32
"OSÓRIO","Rio Grande do Sul",431350,50.19,18.62,12.76,35.52,17.55,662.65,957.94,44.5619859654418,660.42,957.94,45.0501196208474,0.671,0.751,11.78
"PAIM FILHO","Rio Grande do Sul",431360,53.12,11.69,3.6,30.46,20.44,566.51,729.56,28.7814866463081,564.93,729.03,29.0478466358664,0.606,0.706,4.67
"PALMARES DO SUL","Rio Grande do Sul",431365,52.56,12.27,7.1,31.28,14.93,471.06,732.71,55.5449411964506,460.99,730.31,58.4220915855008,0.609,0.715,6.5
"PALMEIRA DAS MISSÕES","Rio Grande do Sul",431370,56.44,17.16,12.45,37.08,20.98,548.12,718.63,31.1081514996716,544.05,715.29,31.4750482492418,0.635,0.737,11.65
"PALMITINHO","Rio Grande do Sul",431380,53.78,24.09,11.11,34.48,26.74,419.72,658.34,56.8521871724006,417.31,652.86,56.4448491529079,0.615,0.72,9.31
"PANAMBI","Rio Grande do Sul",431390,48.96,24.11,14.86,42.96,20.85,625.64,868.6,38.8338341538265,622.58,864.44,38.8480195316265,0.688,0.761,9.77
"PANTANO GRANDE","Rio Grande do Sul",431395,51.39,9.32,5.74,17.45,9.19,426.25,536.3,25.8181818181818,424.49,536.01,26.2715258309972,0.589,0.661,2.9
"PARAÍ","Rio Grande do Sul",431400,45.69,16.58,12.01,29.51,17.11,757.37,1071.25,41.4434160317942,757.37,1071.25,41.4434160317942,0.678,0.773,8.74
"PARAÍSO DO SUL","Rio Grande do Sul",431402,49.84,7.73,5.52,12.99,7.6,390.34,594.26,52.2416354972588,382.55,593.01,55.0150307149392,0.557,0.676,3.18
"PARECI NOVO","Rio Grande do Sul",431403,49.4,13.38,9.41,31.47,19.47,573.03,788.66,37.6297925065005,573.03,788.66,37.6297925065005,0.66,0.749,3.21
"PAROBÉ","Rio Grande do Sul",431405,52.43,10.04,5.79,18.71,8.69,480.72,626.03,30.2275753037111,479,625.4,30.5636743215031,0.6,0.704,2.36
"PASSA SETE","Rio Grande do Sul",431406,55.79,0,0,10.64,5.28,216.01,428.85,98.5324753483635,215.71,427.13,98.0112187659357,0.503,0.622,1.54
"PASSO DO SOBRADO","Rio Grande do Sul",431407,47.61,11.77,10.91,25.65,18.09,617.48,740.44,19.9131955690873,616.17,732.19,18.8292192089845,0.601,0.698,2.93
"PASSO FUNDO","Rio Grande do Sul",431410,49.99,24.29,14.48,50.81,26.95,807.06,1069.66,32.5378534433623,803.71,1068.95,33.0019534409177,0.701,0.776,16.92
"PAULO BENTO","Rio Grande do Sul",431413,51.7,6.47,6.47,19.35,14.82,369.22,749.77,103.068631168409,369.22,749.77,103.068631168409,0.608,0.71,1.71
"PAVERAMA","Rio Grande do Sul",431415,50.22,5.08,2.36,13.36,8.02,414.39,629.22,51.8424672410049,411.55,628.77,52.7809500668205,0.54,0.683,3.2
"PEDRAS ALTAS","Rio Grande do Sul",431417,54.61,5.21,3.92,23.31,4.57,302.92,459.08,51.5515647695761,283.28,449.2,58.5710251341429,0.482,0.64,3.94
"PEDRO OSÓRIO","Rio Grande do Sul",431420,52.73,9.36,3.44,23.94,14.02,529.08,562.58,6.33174567173206,528.69,560.06,5.93353382889782,0.595,0.678,5.85
"PEJUÇARA","Rio Grande do Sul",431430,51.78,21.41,15.1,44.12,18.86,555.66,723.91,30.2793074901918,553.43,722.64,30.5747791048552,0.65,0.741,10.53
"PELOTAS","Rio Grande do Sul",431440,49.5,24.14,12.72,54.03,26.49,688.86,895.49,29.9959353134164,685.88,894.35,30.3945296553333,0.66,0.739,13.49
"PICADA CAFÉ","Rio Grande do Sul",431442,43.39,12.35,8.32,40.1,21.38,627.1,792.55,26.38335193749,627.1,792.06,26.3052144793494,0.653,0.758,3.7
"PINHAL","Rio Grande do Sul",431445,56.14,30.78,19.77,21.75,13.8,625.93,626.35,0.0671001549694172,625.93,625.79,-0.022366718323133,0.628,0.72,5.57
"PINHAL DA SERRA","Rio Grande do Sul",431446,62.45,6.62,3.18,35.07,18.88,319.52,438.59,37.265272909364,294.31,431.37,46.5699432571099,0.512,0.65,6.36
"PINHAL GRANDE","Rio Grande do Sul",431447,57.13,12.64,6.84,40.72,30.41,439.85,543.87,23.6489712401955,433.52,523.52,20.7602878759919,0.566,0.678,6.33
"PINHEIRINHO DO VALE","Rio Grande do Sul",431449,58.25,12.68,3.68,20.2,11.77,289.38,685.79,136.985970004838,289.38,678.14,134.342387172576,0.53,0.71,4.49
"PINHEIRO MACHADO","Rio Grande do Sul",431450,50.09,8.9,4.72,18.08,7.9,434.2,577.76,33.0631045601106,430.37,567.32,31.8214559565026,0.584,0.661,5.98
"PIRAPÓ","Rio Grande do Sul",431455,57.97,19,7.84,11.19,2.95,230.89,474.34,105.439819827624,225.32,473.9,110.323096041186,0.531,0.669,5
"PIRATINI","Rio Grande do Sul",431460,49.26,14.49,6,27.32,13.93,391.38,533.66,36.3534161173284,381.33,524.3,37.4924605984318,0.55,0.658,5.15
"PLANALTO","Rio Grande do Sul",431470,57.13,14.95,8.78,32.15,20.85,383.23,531.98,38.8148109490384,371.68,531.04,42.8755919070168,0.587,0.687,5.98
"POÇO DAS ANTAS","Rio Grande do Sul",431475,50.3,13.23,9.68,28.13,18.85,474.3,810.09,70.7969639468691,474.3,810.09,70.7969639468691,0.645,0.744,4.99
"PONTÃO","Rio Grande do Sul",431477,53.34,0.43,0,21.23,12.56,412.29,663.39,60.9037328094303,406.21,656.34,61.5765244577928,0.585,0.725,4.4
"PONTE PRETA","Rio Grande do Sul",431478,50.56,22.15,6.74,29.67,21.94,299.22,735.35,145.755631308068,299.22,735.35,145.755631308068,0.56,0.725,4.05
"PORTÃO","Rio Grande do Sul",431480,48.98,13.38,8.12,27.13,12.48,632.79,730.8,15.488550704025,629.38,729.01,15.8298643109091,0.618,0.713,4.7
"PORTO ALEGRE","Rio Grande do Sul",431490,45.85,42.01,23.32,64.55,25.26,1402.87,1758.86,25.3758366776679,1399.5,1758.27,25.6355841371919,0.744,0.805,25.93
"PORTO LUCENA","Rio Grande do Sul",431500,49.63,9.4,8.7,21.63,17.81,318.82,623.22,95.4770717019008,316.49,621.82,96.4738222376695,0.578,0.693,5.84
"PORTO MAUÁ","Rio Grande do Sul",431505,50.16,15.14,10.43,30.07,25.71,304.51,525.1,72.4409707398772,303.87,524.57,72.6297429821963,0.593,0.698,5.25
"PORTO VERA CRUZ","Rio Grande do Sul",431507,53.14,9.12,2.46,22.07,11.53,227.93,490.03,114.991444741807,227.93,490.03,114.991444741807,0.544,0.69,2.12
"PORTO XAVIER","Rio Grande do Sul",431510,54.09,12.34,7.82,21.76,15.54,433.12,576.68,33.1455485777613,431.67,574.32,33.0460768642713,0.616,0.723,5.21
"POUSO NOVO","Rio Grande do Sul",431513,57.35,24.23,18.94,26.27,22.13,679.52,935.9,37.7295738168119,619.15,935.9,51.1588468061052,0.625,0.715,5.16
"PRESIDENTE LUCENA","Rio Grande do Sul",431514,51.69,19.15,14.33,26.61,16.17,571.66,739.9,29.430080817269,571.66,739.9,29.430080817269,0.621,0.757,4.69
"PROGRESSO","Rio Grande do Sul",431515,55.48,8.88,7.91,26.03,15.43,424.37,644.82,51.9475929024201,424.37,643.93,51.7378702547305,0.535,0.683,3.47
"PROTÁSIO ALVES","Rio Grande do Sul",431517,42.41,4.5,4.5,22.93,17.16,686.7,972.84,41.6688510266492,684.02,972.84,42.2239115815327,0.636,0.733,3.23
"PUTINGA","Rio Grande do Sul",431520,53.51,6.88,5.81,23.38,14.52,446.06,832.98,86.7416939425189,445.02,826.94,85.8208619837311,0.577,0.715,5.5
"QUARAÍ","Rio Grande do Sul",431530,56,9.68,6.2,18.12,7.86,455.91,532.81,16.8673641727534,454.1,528.64,16.4148865888571,0.63,0.704,7.41
"QUATRO IRMÃOS","Rio Grande do Sul",431531,56.7,2.24,2.24,21.61,10.83,282.52,604.11,113.829109443579,228.51,602.95,163.861537788281,0.504,0.689,3.55
"QUEVEDOS","Rio Grande do Sul",431532,52.12,1.43,1.43,22.78,12.12,324.17,515.71,59.0862818891323,317.11,509.07,60.5341994891363,0.491,0.665,4.34
"QUINZE DE NOVEMBRO","Rio Grande do Sul",431535,47.29,18.88,12.63,25.79,14.87,504.36,1047.01,107.591799508288,504.36,1046.11,107.413355539694,0.657,0.756,7.42
"REDENTORA","Rio Grande do Sul",431540,81.61,8.04,4.5,15.91,9.72,193.89,377.7,94.8011759244933,186.48,346.4,85.7571857571858,0.464,0.631,3.79
"RELVADO","Rio Grande do Sul",431545,50.83,14.78,8.84,30.56,16.26,509.62,935.8,83.6270162081551,509.62,935.8,83.6270162081551,0.588,0.731,4.54
"RESTINGA SECA","Rio Grande do Sul",431550,54.24,16.85,10.91,25.99,15.1,444.42,662.64,49.1022006210341,438.66,660.14,50.4901290293165,0.586,0.683,6.23
"RIO DOS ÍNDIOS","Rio Grande do Sul",431555,59.93,11.17,3.58,32.57,13.09,259.36,449.04,73.1338679827267,259.36,442.12,70.4657618753856,0.512,0.656,5.25
"RIO GRANDE","Rio Grande do Sul",431560,50.79,18.71,9.9,50.05,23.17,633.45,859.88,35.7455205620017,631.79,859.2,35.9945551528198,0.652,0.744,11.22
"RIO PARDO","Rio Grande do Sul",431570,53.62,13.75,9.3,24.05,13.7,483.85,638.18,31.8962488374496,474.92,633.1,33.3066621746821,0.609,0.693,6.56
"RIOZINHO","Rio Grande do Sul",431575,52.36,6.76,4.96,22.38,12.74,404.01,594,47.0260637112943,402.88,587.62,45.8548451151708,0.568,0.661,2.66
"ROCA SALES","Rio Grande do Sul",431580,48.12,15.31,8.29,25.51,12.46,570.68,865.23,51.6138641620523,570.68,865.23,51.6138641620523,0.627,0.729,4.76
"RODEIO BONITO","Rio Grande do Sul",431590,51.26,36.38,17.29,36,21.98,508.35,767.63,51.0042293695289,508.35,767.63,51.0042293695289,0.642,0.732,10.07
"ROLADOR","Rio Grande do Sul",431595,54.86,3.9,3.9,19.13,14.69,334.42,539.83,61.4227617965433,319.94,537.31,67.9408639119835,0.583,0.689,2.84
"ROLANTE","Rio Grande do Sul",431600,52.05,10.42,7.68,21.33,12.42,472.06,657.46,39.2746684743465,470.18,656.75,39.6805478752818,0.595,0.688,3.66
"RONDA ALTA","Rio Grande do Sul",431610,52.46,13.92,7.8,40.88,28.09,496.61,748.44,50.7098125289463,495.32,746.52,50.7146894936607,0.619,0.724,7.3
"RONDINHA","Rio Grande do Sul",431620,46.07,21.79,13.91,41.72,30.2,558.86,1024.35,83.2927745768171,558.86,1022.85,83.0243710410479,0.65,0.764,5.26
"ROQUE GONZALES","Rio Grande do Sul",431630,53.13,10.88,8.16,21.61,15.59,330.91,580.36,75.3830346619927,322.02,575.83,78.8180858331781,0.567,0.688,7.3
"ROSÁRIO DO SUL","Rio Grande do Sul",431640,54.27,10.74,6.28,23.35,12.45,435.04,647.28,48.7863184994483,433.1,643.97,48.6885245901639,0.616,0.699,8.16
"SAGRADA FAMÍLIA","Rio Grande do Sul",431642,55.76,5.68,2.03,30.64,17.67,244.11,516.12,111.429273688091,244.11,513.97,110.548523206751,0.541,0.678,5.25
"SALDANHA MARINHO","Rio Grande do Sul",431643,41.62,20.91,12.96,32.43,20.12,699.7,826.06,18.0591682149492,696.76,823.55,18.1970836442965,0.689,0.762,6.43
"SALTO DO JACUÍ","Rio Grande do Sul",431645,54.44,9.75,4.57,22.08,11.33,465.77,600.21,28.8640316035812,461.22,596.84,29.4046225228741,0.589,0.687,7.14
"SALVADOR DAS MISSÕES","Rio Grande do Sul",431647,50.82,15.37,8.41,27.88,15.74,396.96,663.26,67.0848448206368,396.96,663.26,67.0848448206368,0.655,0.753,7.12
"SALVADOR DO SUL","Rio Grande do Sul",431650,48.49,24.68,15.36,31.61,17.75,619.82,852.38,37.5205704882062,619.82,852.02,37.4624891097415,0.665,0.74,6.72
"SANANDUVA","Rio Grande do Sul",431660,46.65,18.56,11.66,37.95,21.65,658.41,931.29,41.4453000410079,653.04,931.29,42.6084160235208,0.66,0.747,8.85
"SANTA BÁRBARA DO SUL","Rio Grande do Sul",431670,50.77,16.04,11.23,29.26,15.62,523.27,689.98,31.8592695931355,516.14,689.09,33.508350447553,0.653,0.725,8.01
"SANTA CECÍLIA DO SUL","Rio Grande do Sul",431673,48.36,6.45,6.45,22.98,20.71,431.29,1030.87,139.020148855758,431.29,1029.23,138.639894270676,0.529,0.725,1.98
"SANTA CLARA DO SUL","Rio Grande do Sul",431675,44.85,12.18,7.15,29.64,15.03,462.15,833.67,80.3894839337877,462.15,833.67,80.3894839337877,0.612,0.74,4.59
"SANTA CRUZ DO SUL","Rio Grande do Sul",431680,45.96,27.44,16.86,57.67,30.37,762.46,1037.54,36.0779581879705,760.5,1036.87,36.3405654174885,0.682,0.773,14.24
"SANTA MARIA","Rio Grande do Sul",431690,47.92,31.33,17.92,57.27,27.52,847.28,1128.75,33.2204230006609,843.18,1127.25,33.6903152351811,0.715,0.784,18.85
"SANTA MARIA DO HERVAL","Rio Grande do Sul",431695,42.57,9.21,8.64,20.88,12.27,494.16,690.67,39.766472397604,493.95,689.47,39.5829537402571,0.598,0.676,2.69
"SANTA MARGARIDA DO SUL","Rio Grande do Sul",431697,46.93,2.77,2.77,15.8,5.71,271.47,592.53,118.267211846613,262.41,588.3,124.191151251858,0.526,0.663,4.6
"SANTANA DA BOA VISTA","Rio Grande do Sul",431700,51.54,11,3.4,18.16,9.74,338.29,412.71,21.9988767034201,308.4,404.01,31.0019455252918,0.553,0.633,3.24
"SANT'ANA DO LIVRAMENTO","Rio Grande do Sul",431710,55.33,11.19,7.29,20.91,9.19,612.38,688.36,12.4073287827819,607.21,685.04,12.8176413431926,0.663,0.727,9.91
"SANTA ROSA","Rio Grande do Sul",431720,49.44,22.32,13.94,37.71,19.88,610.82,863.72,41.4033594184866,608.84,863.61,41.8451481505814,0.685,0.769,11.99
"SANTA TEREZA","Rio Grande do Sul",431725,52.41,4.79,4.79,34.8,26.35,587.7,935.56,59.1900629572911,587.7,935.56,59.1900629572911,0.611,0.746,2.92
"SANTA VITÓRIA DO PALMAR","Rio Grande do Sul",431730,53.35,17.86,10.62,27.32,14.24,541.85,658.58,21.5428624157977,540.34,657.76,21.7307621127438,0.626,0.712,9.18
"SANTIAGO","Rio Grande do Sul",431740,50.99,21.8,13.65,36.91,20.96,600.78,829.94,38.1437464629315,597.58,828.78,38.6893805013554,0.696,0.766,12.95
"SANTO ÂNGELO","Rio Grande do Sul",431750,51.14,28.41,16.36,41.74,22.22,656.8,936.27,42.5502436053593,650.63,936.27,43.9020641532054,0.685,0.772,14.16
"SANTO ANTÔNIO DO PALMA","Rio Grande do Sul",431755,48.52,16.98,12.42,19.64,14.21,619.9,1070.5,72.6891434102275,618.15,1069.61,73.0340532233277,0.667,0.764,4.84
"SANTO ANTÔNIO DA PATRULHA","Rio Grande do Sul",431760,51.01,12.74,5.64,34.84,14.88,439.01,698.9,59.1991070818432,433.39,696.41,60.6889868247998,0.62,0.717,6.46
"SANTO ANTÔNIO DAS MISSÕES","Rio Grande do Sul",431770,54.64,18.32,7.75,21.25,9.6,359.16,527.78,46.948435237777,347.77,522.77,50.3206141990396,0.582,0.686,6
"SANTO ANTÔNIO DO PLANALTO","Rio Grande do Sul",431775,50.99,20.91,13.54,29.35,12.93,435.13,627.21,44.1431296394181,435.13,626.67,44.019028795992,0.693,0.759,4.02
"SANTO AUGUSTO","Rio Grande do Sul",431780,50.37,20.19,12.13,41.08,24.3,437.23,867.6,98.4310317224344,431.68,866.86,100.810785767235,0.627,0.739,7.76
"SANTO CRISTO","Rio Grande do Sul",431790,48.59,20.71,13.79,36.4,21.18,439.83,832.4,89.2549394084078,438.54,832.4,89.8116477402289,0.642,0.738,8.18
"SANTO EXPEDITO DO SUL","Rio Grande do Sul",431795,45.97,21.67,15.21,22.46,17.32,345.91,547.94,58.405365557515,337.96,547.94,62.1316132086638,0.627,0.732,5.4
"SÃO BORJA","Rio Grande do Sul",431800,55.04,14.82,7.32,27.69,14.81,500.39,706.67,41.2238454005875,496.09,705.72,42.2564454030519,0.637,0.736,9.38
"SÃO DOMINGOS DO SUL","Rio Grande do Sul",431805,49.87,14.77,13.06,39.08,24.13,615.89,1025.84,66.5622107843933,604,1025.84,69.841059602649,0.69,0.763,6.21
"SÃO FRANCISCO DE ASSIS","Rio Grande do Sul",431810,53.85,7.88,3.27,20.16,11.95,361.21,568.06,57.2658564270092,353.5,553.81,56.6647807637906,0.558,0.675,5.74
"SÃO FRANCISCO DE PAULA","Rio Grande do Sul",431820,55.84,5.42,3.21,30.86,12.3,488.52,629.67,28.8933922869074,476.8,628.15,31.7428691275168,0.592,0.685,5.7
"SÃO GABRIEL","Rio Grande do Sul",431830,51.1,11.96,6.13,23.07,14.23,516.33,670.83,29.922723839405,509.43,667.06,30.9424258484973,0.624,0.699,8.33
"SÃO JERÔNIMO","Rio Grande do Sul",431840,50.52,20.32,10.24,34.13,12.88,621.94,784.2,26.0893333762099,607.2,768.93,26.6353754940711,0.609,0.696,7.66
"SÃO JOÃO DA URTIGA","Rio Grande do Sul",431842,47.75,17.25,10.86,30.16,17.52,370.63,632.53,70.6634649110973,370.63,632.23,70.5825216523217,0.572,0.694,4.9
"SÃO JOÃO DO POLÊSINE","Rio Grande do Sul",431843,59.41,29.24,23.45,44.21,29.79,666.6,843.84,26.5886588658866,659.63,841.33,27.5457453420857,0.686,0.748,14.36
"SÃO JORGE","Rio Grande do Sul",431844,44.91,26.11,20.18,33.92,18.7,478.59,853.6,78.3572577780564,478.59,853.6,78.3572577780564,0.629,0.732,6.11
"SÃO JOSÉ DAS MISSÕES","Rio Grande do Sul",431845,54.32,2.08,0,49.91,20.81,310.14,462.15,49.0133488102148,306.72,462.15,50.674882629108,0.54,0.651,4.11
