"name","group","id","Razão de dependência 2000","Taxa de frequência bruta ao superior 2000","Taxa de frequência líquida ao superior 2000","Taxa de frequência bruta ao superior","Taxa de frequência líquida ao superior","Renda per capita , exceto renda nula 2000","Renda per capita , exceto renda nula 2010","% Variação renda per capita exceto nula 2000-2010","Renda per capita 2000","Renda per capita 2010","% Variação renda per capita 2000-2010","IDHM 2000","IDHM","% de 25 anos ou mais com superior completo"
"MUCAJAÍ","Roraima",140030,70.85,6.34,0.37,32.95,9.15,344.34,536.19,55.7152814079108,335.18,487.66,45.4919744614834,0.55,0.665,5.29
"NORMANDIA","Roraima",140040,102.78,0.84,0.84,13.35,2.2,297.13,238.52,-19.725372732474,118,203.43,72.3983050847458,0.373,0.594,3.91
"PACARAIMA","Roraima",140045,93.04,4.36,1.05,18.76,4.43,401.36,459.48,14.480765397648,321.85,388.35,20.6617989746776,0.544,0.65,4.56
"RORAINÓPOLIS","Roraima",140047,75.01,4.73,1.35,17.14,4.59,331.18,303.91,-8.23419288604384,282.52,284.22,0.601727311340806,0.501,0.619,5.59
"SÃO JOÃO DA BALIZA","Roraima",140050,71.72,6.01,0.9,30.25,10.03,276.43,369.3,33.5962088051225,258.85,365.67,41.2671431330887,0.538,0.655,6.63
"SÃO LUIZ","Roraima",140060,71.43,3.69,0.93,28.97,10.79,311.24,358.9,15.312941781262,295.57,344.73,16.6322698514734,0.545,0.649,6.17
"UIRAMUTÃ","Roraima",140070,115.29,0.65,0,5.32,0.87,154.48,162.52,5.20455722423616,76.77,123.16,60.4272502279536,0.333,0.453,1.36
"ABAETETUBA","Pará",150010,78.16,3.75,1.88,12.88,5.73,212.41,297.38,40.0028247257662,206.84,293.01,41.6602204602591,0.501,0.628,4.53
"ABEL FIGUEIREDO","Pará",150013,67.9,5.66,2.07,9.71,4.17,324.84,394.52,21.4505602758281,317.56,390.12,22.8492253432422,0.508,0.622,3.43
"ACARÁ","Pará",150020,87.41,0,0,5.09,1.28,164.62,219.01,33.0397278580974,160.07,199.34,24.5330168051478,0.35,0.506,1.88
"AFUÁ","Pará",150030,103.08,0,0,14.74,4.18,153.5,206.27,34.3778501628665,147.25,163.98,11.3616298811545,0.33,0.489,2.3
"ÁGUA AZUL DO NORTE","Pará",150034,59.03,1.74,0.79,2.31,0.81,332.58,300.56,-9.62775873474051,269.22,266.02,-1.18861897333038,0.376,0.564,0.7
"ALENQUER","Pará",150040,90.8,1.32,0.6,10.69,2.45,172.43,228.29,32.3957547990489,165.11,215.33,30.4160862455333,0.433,0.564,3.01
"ALMEIRIM","Pará",150050,79.01,0.86,0.45,10.13,2.56,519.39,510.2,-1.76938331504265,486.59,484.16,-0.499393740109733,0.526,0.642,7.56
"ALTAMIRA","Pará",150060,64.22,4.24,1.92,17.99,6.54,409.66,518.12,26.4756139237416,401.93,492.05,22.4218147438609,0.534,0.665,5.9
"ANAJÁS","Pará",150070,108.82,0,0,6.29,2.13,190.82,202.8,6.278167906928,182.07,186.88,2.64184105014555,0.307,0.484,1.6
"ANANINDEUA","Pará",150080,54.06,7.42,4.19,25.69,11.04,384.37,566.65,47.4230559096704,379.8,564.76,48.6993154291732,0.606,0.718,7.27
"ANAPU","Pará",150085,81.15,0.47,0.47,12.81,4.41,296.21,300.43,1.42466493366194,226.8,266.28,17.4074074074074,0.392,0.548,2.53
"AUGUSTO CORRÊA","Pará",150090,95.52,0.6,0,2.57,0.64,135.88,170.72,25.6402708272005,134.87,159.05,17.9283754726774,0.335,0.52,1.61
"AURORA DO PARÁ","Pará",150095,90.92,0,0,4.98,1.68,176.49,206.54,17.0264604226868,169.67,184.39,8.67566452525491,0.358,0.519,2.4
"AVEIRO","Pará",150100,94.58,1.38,0.63,3.73,0,137.12,169.03,23.2715869311552,103.81,148.71,43.2520951738754,0.368,0.541,2.24
"BAGRE","Pará",150110,116.93,0.24,0,8.33,1,133.26,164.11,23.1502326279454,112.14,159.41,42.1526663099697,0.33,0.471,1.21
"BAIÃO","Pará",150120,86.63,1.12,0.77,12.21,2.92,189.95,236.69,24.6064753882601,162.04,226.99,40.0826956307085,0.459,0.578,3.25
"BANNACH","Pará",150125,61.61,3.52,0,15.89,2.2,270.87,446.23,64.7395429541847,246.16,416.31,69.1217094572636,0.424,0.594,1.77
"BARCARENA","Pará",150130,74.2,6.6,2.98,10.82,4.25,359.11,445.34,24.0121411266743,348.03,437.43,25.6874407378674,0.554,0.662,4.96
"BELÉM","Pará",150140,49.81,14.12,8.22,37.17,16.45,629.93,856.28,35.9325639356754,625.48,853.82,36.5063631131291,0.644,0.746,14.33
"BELTERRA","Pará",150145,80,1.4,0.9,14.4,4.09,157.82,263.65,67.0574071727284,121.84,241.57,98.2682206172029,0.396,0.588,3.04
"BENEVIDES","Pará",150150,66.03,3.42,1.66,14.85,6.77,289.38,389.07,34.4495127513995,279.63,385.83,37.9787576440296,0.529,0.665,4.51
"BOM JESUS DO TOCANTINS","Pará",150157,72.74,5.62,2.11,10.41,3.59,230.83,346.34,50.041155828965,210.85,337.28,59.9620583353095,0.429,0.589,3.61
"BONITO","Pará",150160,76.96,0.49,0,7.86,2.29,161.07,226.04,40.3364996585336,160.09,218.05,36.2046348928728,0.381,0.546,1.38
"BRAGANÇA","Pará",150170,79.47,2.63,1.61,10.65,5.33,207.26,320.94,54.8489819550323,206,311.97,51.4417475728155,0.458,0.6,4.47
"BRASIL NOVO","Pará",150172,68.34,1.46,1.14,10.1,3.26,295.46,459.94,55.6691261084411,289.98,408.55,40.8890268294365,0.433,0.613,2.46
"BREJO GRANDE DO ARAGUAIA","Pará",150175,78.05,7.86,2.63,11.31,3.22,223.26,327.43,46.6586043178357,222.21,310.08,39.5436749021196,0.496,0.591,3.27
"BREU BRANCO","Pará",150178,83.23,3.26,1.16,5.81,2.77,274.02,259.93,-5.14196044084373,259.8,252.31,-2.88298691301001,0.422,0.568,2.11
"BREVES","Pará",150180,101.01,2.72,1.07,10.96,4.16,183.44,220.25,20.0665067597034,170.14,209.14,22.9222992829435,0.372,0.503,2.97
"BUJARU","Pará",150190,87.25,2.26,0.8,4.9,1.85,149.71,193.26,29.0895731748046,140.75,174.18,23.7513321492007,0.395,0.552,1.37
"CACHOEIRA DO PIRIÁ","Pará",150195,88.69,0,0,2.25,0.14,114.19,156.75,37.2712146422629,100.36,130.4,29.9322439218812,0.301,0.473,0.66
"CACHOEIRA DO ARARI","Pará",150200,89,0.34,0,6.58,0.94,251.41,231.12,-8.07048247881946,234.73,209.79,-10.6249733736634,0.427,0.546,1.76
"CAMETÁ","Pará",150210,92.67,2.58,1.84,11.23,4.07,149.76,238.49,59.2481303418804,138.85,226.99,63.4785740007202,0.432,0.577,3.15
"CANAÃ DOS CARAJÁS","Pará",150215,64.27,0.4,0,13.77,3.93,364.02,529.48,45.4535465084336,335.44,517.33,54.2243024087765,0.456,0.673,4.64
"CAPANEMA","Pará",150220,65.89,4.53,2.16,10.03,4.34,292.58,361.8,23.6584865677763,281.25,356.27,26.6737777777778,0.533,0.655,3.68
"CAPITÃO POÇO","Pará",150230,82.87,1.63,1.33,8.38,2.75,198.52,290.28,46.2220431190812,182.2,283.1,55.3787047200878,0.379,0.548,2.7
"CASTANHAL","Pará",150240,61.9,4.55,3.2,16.43,8.52,325.96,472.02,44.8091790403731,321.14,467.32,45.5190882481161,0.55,0.673,5.72
"CHAVES","Pará",150250,92.99,0,0,1.27,0.23,135.52,249.55,84.1425619834711,125.16,198.83,58.8606583573027,0.289,0.453,1.43
"COLARES","Pará",150260,81.65,1.1,0.93,5.61,0,214.78,241.55,12.4639165657883,192.7,231.98,20.3840166061235,0.524,0.602,2.95
"CONCEIÇÃO DO ARAGUAIA","Pará",150270,67.1,6.34,3.88,23.52,9.61,322.53,419.25,29.987908101572,304.21,405.29,33.2270471056178,0.512,0.64,5.81
"CONCÓRDIA DO PARÁ","Pará",150275,86.01,0.88,0.15,9.77,4,271.34,264.63,-2.47291221345912,235.7,260.68,10.5982180738227,0.402,0.566,2.17
"CUMARU DO NORTE","Pará",150276,62.02,0,0,4.28,0.3,482.06,479.77,-0.475044600257234,352.74,417.06,18.2343936043545,0.405,0.55,1.92
"CURIONÓPOLIS","Pará",150277,75.36,0.91,0,10.27,2.6,241.84,333.42,37.8680119087,220.85,319.35,44.6004075164139,0.449,0.636,2.97
"CURRALINHO","Pará",150280,108.02,0.36,0,15.43,3.96,189.87,199.51,5.07715805551166,177.48,188.88,6.42325895875592,0.323,0.502,2.6
"CURUÁ","Pará",150285,98.84,0,0,8.94,3.13,141.57,195.13,37.8328741965106,122.71,180.94,47.4533452856328,0.383,0.578,5.1
"CURUÇÁ","Pará",150290,82.86,1.68,0.22,4.53,0.27,238.76,239.88,0.469090299882729,218.46,233.96,7.09512038817175,0.474,0.582,1.29
"DOM ELISEU","Pará",150293,72.24,2.47,0.57,7.98,2.68,304.39,351.35,15.4275764644042,288,348.04,20.8472222222222,0.452,0.615,4.06
"ELDORADO DOS CARAJÁS","Pará",150295,80.38,3.98,0,10.8,5.05,271.52,300.96,10.8426635238656,205.12,281.12,37.0514820592824,0.389,0.56,2.17
"FARO","Pará",150300,93.24,0.99,0.81,10.95,1.28,137.55,191.71,39.3747728098873,130.14,180.47,38.6737359766406,0.431,0.563,3.93
"FLORESTA DO ARAGUAIA","Pará",150304,73.62,0.78,0.23,11.65,3.22,212.1,312.95,47.5483262611976,181.76,283.57,56.0134242957747,0.411,0.583,4.02
"GARRAFÃO DO NORTE","Pará",150307,95.22,0.32,0,10.7,3.69,151.52,238.81,57.6095564941922,140.56,229.91,63.5671599317018,0.331,0.526,2.55
"GOIANÉSIA DO PARÁ","Pará",150309,74.63,1.92,0,6.76,1.74,303.45,327.99,8.08699950568463,286.06,303.9,6.23645389079213,0.422,0.56,2.09
"GURUPÁ","Pará",150310,99.52,0.41,0,6.3,2.86,154.79,217.64,40.6033981523354,147.93,191.06,29.1556817413641,0.349,0.509,1.27
"IGARAPÉ-AÇU","Pará",150320,75.82,2.32,0.69,10.13,5.9,185.59,298,60.5689961743629,177.11,293.71,65.8347919372141,0.459,0.595,2.8
"IGARAPÉ-MIRI","Pará",150330,85.79,2.59,0.92,8.27,3.13,170.73,210.36,23.2120892637498,164.45,196.34,19.3919124353907,0.416,0.547,2.47
"INHANGAPI","Pará",150340,80.98,0.45,0.45,6.03,1.16,234.45,254.85,8.70121561100448,224.02,245.7,9.67770734755824,0.438,0.572,2.66
"IPIXUNA DO PARÁ","Pará",150345,82.74,0.22,0,3.13,1.21,167.49,227.83,36.02603140486,144.75,188.48,30.2107081174439,0.317,0.489,1.78
"IRITUIA","Pará",150350,84.15,0.96,0.42,9.43,3.17,229.35,238.85,4.14214083278832,227.06,224.25,-1.23755835461993,0.419,0.559,2.13
"ITAITUBA","Pará",150360,69.74,1.97,0.91,13.91,4.83,335.43,453.85,35.3039382285425,315.66,440.6,39.5805613634924,0.489,0.64,4.03
"ITUPIRANGA","Pará",150370,81.93,1.15,0.19,7.71,3.14,177.28,272.62,53.7793321299639,168.36,234.25,39.1363744357329,0.354,0.528,2.07
"JACAREACANGA","Pará",150375,53.22,0,0,6.4,3.63,309.59,324.2,4.71914467521561,234.36,289.16,23.3828298344427,0.371,0.505,1.24
"JACUNDÁ","Pará",150380,69.97,2.29,0.9,7.08,2.93,362.69,413.92,14.1250103394083,354.66,399.45,12.6289967856539,0.477,0.622,2.55
"JURUTI","Pará",150390,106.47,0,0,12.52,3.42,118.12,257.49,117.990179478496,108.66,241.39,122.151665746365,0.389,0.592,3.08
"LIMOEIRO DO AJURU","Pará",150400,99.8,2.08,0.96,9.64,4.06,131.04,183.16,39.7741147741148,126.31,172.12,36.2679122793128,0.373,0.541,3.38
"MÃE DO RIO","Pará",150405,74.09,0.78,0.5,7.69,2.92,253.19,371.8,46.8462419526838,239.65,367.01,53.144168579178,0.466,0.599,4
"MAGALHÃES BARATA","Pará",150410,86.18,0,0,5.94,1.38,151.51,215.96,42.5384463071745,114.44,208.43,82.1303739951066,0.429,0.597,2.09
"MARABÁ","Pará",150420,68.57,5.41,2.12,19.76,7.95,397.82,546.66,37.4139057865366,380.81,527.86,38.6150573776949,0.536,0.668,5.4
"MARACANÃ","Pará",150430,91.61,0.43,0.43,7.82,0.64,149.22,236.77,58.6717598177188,129.03,221.89,71.9677594357901,0.406,0.57,2.08
"MARAPANIM","Pará",150440,84.37,0,0,4.8,0.93,173.46,282.88,63.0808255505592,156.36,277.01,77.1616781785623,0.448,0.609,2.13
"MARITUBA","Pará",150442,62.91,1.44,1.02,11.08,5.64,268.1,383.83,43.1667288325252,254.86,382.02,49.8940594836381,0.505,0.676,3.42
"MEDICILÂNDIA","Pará",150445,71.4,0,0,6.69,2.25,450.58,381.46,-15.340228150384,396.44,345.44,-12.8644939965695,0.47,0.582,1.23
"MELGAÇO","Pará",150450,114.11,0.56,0,8.93,3.67,107.56,142.65,32.6236519152101,100.22,135.21,34.9131909798443,0.26,0.418,2.04
"MOCAJUBA","Pará",150460,91.91,0.9,0.21,13.37,4.92,169.47,235.11,38.7325190299168,166.53,229.18,37.6208490962589,0.443,0.575,2.94
"MOJU","Pará",150470,89.08,1.23,0.59,9.6,2.52,184.9,315.08,70.4056246619794,177.58,291.67,64.2470998986372,0.399,0.547,1.94
"MONTE ALEGRE","Pará",150480,83.84,1.24,0.66,10.91,3.72,195.32,258.27,32.2291624001638,181.61,231.65,27.5535488133913,0.467,0.589,2.92
"MUANÁ","Pará",150490,85.73,0.17,0.17,6.39,1.49,180.24,242.71,34.6593430980914,166.11,230.14,38.5467461320811,0.35,0.547,1.39
"NOVA ESPERANÇA DO PIRIÁ","Pará",150495,93.58,0,0,10.63,3.45,201.16,182.49,-9.2811692185325,168.49,160.34,-4.83708231942549,0.315,0.502,2.6
"NOVA IPIXUNA","Pará",150497,76.71,1.23,0.29,6.32,1.69,265.85,327.03,23.0129772428061,259.31,315.1,21.51478924839,0.432,0.581,2.64
"NOVA TIMBOTEUA","Pará",150500,66.17,0.97,0,10.64,3.68,196.7,275.35,39.9847483477377,188.95,267.59,41.6194760518656,0.469,0.609,1.97
"NOVO PROGRESSO","Pará",150503,39.46,0.2,0,12.23,4.88,501.13,663.23,32.3468960150061,477.47,658.31,37.8746308668607,0.466,0.673,4.18
"NOVO REPARTIMENTO","Pará",150506,81.81,0.94,0.37,5.49,1.69,209.39,287.95,37.5185061368738,179.4,256.37,42.9041248606466,0.372,0.537,2.32
"ÓBIDOS","Pará",150510,79.62,1.02,0.43,7.44,2.58,169.22,262.01,54.8339439782532,162.15,255.03,57.2802960222017,0.452,0.594,1.99
"OEIRAS DO PARÁ","Pará",150520,102.71,0.61,0.61,12.16,3.34,140.95,192.28,36.4171692089394,140.36,181.86,29.5668281561698,0.36,0.507,2.49
"ORIXIMINÁ","Pará",150530,80.87,3.83,1.84,13.51,3.15,280.71,348.78,24.2492251790104,264.69,332.29,25.539310136386,0.517,0.623,4.67
"OURÉM","Pará",150540,81.32,0.81,0.52,12.67,3.5,187.87,296.48,57.8112524618087,175.16,285.61,63.0566339346883,0.436,0.568,1.91
"OURILÂNDIA DO NORTE","Pará",150543,63.43,0.72,0.72,6.37,2.42,364.23,480.4,31.8946819317464,312.76,466.52,49.1622969689219,0.438,0.624,3.58
"PACAJÁ","Pará",150548,82.42,0.76,0,7.43,1.77,293.69,265.27,-9.67687016922606,242.52,231.91,-4.3748969157183,0.34,0.515,2
"PALESTINA DO PARÁ","Pará",150549,76.76,2.75,1.22,11.14,1.89,239.63,293.35,22.417894253641,232.44,284.54,22.4143865083462,0.455,0.589,1.85
"PARAGOMINAS","Pará",150550,70.92,1.97,0.35,12.63,5.14,345.26,511.26,48.0797080461102,334.78,507.16,51.4905310950475,0.471,0.645,4.88
"PARAUAPEBAS","Pará",150553,67.96,3.31,0.95,14.43,4.06,463.66,631.5,36.1989388776258,444.97,627.61,41.0454637391285,0.553,0.715,5.73
"PAU D'ARCO","Pará",150555,73.16,0.24,0,10.32,2.02,198.23,295.55,49.0944862028956,173.88,279.72,60.8695652173913,0.401,0.574,3.46
"PEIXE-BOI","Pará",150560,71.08,1.59,1.59,7.42,1.65,174.8,246.65,41.104118993135,162.14,234.4,44.5664240779573,0.446,0.581,2.2
"PIÇARRA","Pará",150563,73.58,3.55,1.26,7.42,3.09,243.34,289.13,18.817292676913,235.44,263.04,11.7227319062182,0.37,0.563,2.47
"PLACAS","Pará",150565,75.04,0,0,5.11,1.43,222.17,247.2,11.266147544673,217.66,231.94,6.56069098594138,0.39,0.552,1.57
"PONTA DE PEDRAS","Pará",150570,81.65,0.32,0.32,10.17,1.4,174.44,272.01,55.9332721852786,166.45,257.4,54.6410333433463,0.444,0.562,3.14
"PORTEL","Pará",150580,108.2,0.13,0,12.69,3.83,208.35,226.15,8.54331653467723,183.15,195.22,6.59022659022659,0.359,0.483,2.91
"PORTO DE MOZ","Pará",150590,101.81,0.25,0.25,13.68,4.03,176.26,210.48,19.4145013048905,168.31,193.52,14.9783138256788,0.36,0.503,4.11
"PRAINHA","Pará",150600,97.1,0.28,0.28,8.92,3.75,137.02,224.88,64.1220259816085,121.01,193.32,59.755392116354,0.361,0.523,3.15
"PRIMAVERA","Pará",150610,85.6,1.51,0.7,6.75,1.13,184.68,291.6,57.8947368421053,155.86,279.74,79.4815860387527,0.43,0.577,1.9
"QUATIPURU","Pará",150611,82.42,0.29,0.29,7.32,1.34,147.62,249.75,69.184392358759,139.61,244.9,75.4172337225127,0.406,0.543,2.1
"REDENÇÃO","Pará",150613,62.85,2.62,0.77,19.48,9.61,415.95,532.78,28.0875105180911,404.19,529.54,31.0126425690888,0.53,0.672,5.34
"RIO MARIA","Pará",150616,61.51,1.23,0,15.19,6.02,395.47,470.33,18.9293751738438,385.54,460.83,19.5284535975515,0.499,0.638,3.77
"RONDON DO PARÁ","Pará",150618,63.25,5.19,1.73,9.67,5.01,328.15,364.81,11.1717202498857,314.13,346.74,10.3810524305224,0.461,0.602,3.71
"RURÓPOLIS","Pará",150619,79.72,0,0,10.04,2.9,234.32,266.52,13.7418914305224,231.21,242.49,4.87868171791878,0.421,0.548,2.65
"SALINÓPOLIS","Pará",150620,77.64,0.82,0.23,5.73,1.3,320.5,402.5,25.585023400936,312.12,398.58,27.7008842752787,0.517,0.647,2.59
"SALVATERRA","Pará",150630,80.73,3.36,1.83,9.7,2.89,200.25,304.68,52.1498127340824,196.05,296.28,51.1247130833971,0.478,0.608,3.23
"SANTA BÁRBARA DO PARÁ","Pará",150635,73.02,1.31,0.32,7.04,3.3,208.01,299.69,44.0748040959569,198.87,287.25,44.4410921707648,0.505,0.627,2.27
"SANTA CRUZ DO ARARI","Pará",150640,75.17,0,0,4.59,1.55,182.66,166.25,-8.98390452206285,155.89,161.13,3.36134453781513,0.393,0.557,1.63
"SANTA ISABEL DO PARÁ","Pará",150650,66.97,1.45,0.47,10.73,3.82,253.2,387.76,53.1437598736177,246.02,384.17,56.1539712218519,0.535,0.659,3.65
"SANTA LUZIA DO PARÁ","Pará",150655,87.13,0.41,0,4.49,2.15,141.33,228.3,61.5368286987901,125.24,217.11,73.3551580964548,0.362,0.546,2.15
"SANTA MARIA DAS BARREIRAS","Pará",150658,64.41,0.2,0.2,8.47,3.21,273.94,279.8,2.13915455939257,243.14,253.55,4.28148391872996,0.408,0.544,2.67
"SANTA MARIA DO PARÁ","Pará",150660,66.35,2.13,1.37,7.79,3.59,253.02,325.99,28.8396174215477,246.5,323.98,31.4320486815416,0.463,0.598,2.3
"SANTANA DO ARAGUAIA","Pará",150670,63.95,3.14,1.96,8,1.97,279.34,337.47,20.8097658767094,236.46,316.81,33.9803772308213,0.45,0.602,2.9
"SANTARÉM","Pará",150680,72.25,10.22,5.8,23.85,11.16,292,418.33,43.263698630137,279.01,409.07,46.6148166732375,0.555,0.691,7.23
"SANTARÉM NOVO","Pará",150690,88.75,0.67,0,4.1,0.67,195.24,219.2,12.2720753943864,184.51,203,10.0211370657417,0.424,0.587,1.47
"SANTO ANTÔNIO DO TAUÁ","Pará",150700,75.97,1.99,0.32,13.56,4.24,181.53,336.85,85.5616151600287,173.03,331.12,91.3656591342542,0.475,0.632,3.06
"SÃO CAETANO DE ODIVELAS","Pará",150710,79.83,0.9,0.51,6.08,0.68,183.06,251.09,37.1626789030919,182.99,247.8,35.4172359145308,0.464,0.585,0.92
"SÃO DOMINGOS DO ARAGUAIA","Pará",150715,78.12,2.26,1.09,7.78,1.7,230.49,405.98,76.1377933966766,224.71,400.66,78.3009211873081,0.454,0.594,2.74
"SÃO DOMINGOS DO CAPIM","Pará",150720,94.21,1.82,0.71,6.79,0.96,199.19,199.29,0.0502033234600102,187.61,189.39,0.948776717658959,0.371,0.532,2.52
"SÃO FÉLIX DO XINGU","Pará",150730,73.43,1.31,0.73,3.85,1.23,541.37,497.18,-8.16262445277721,496.39,423.85,-14.6135095388706,0.435,0.594,1.85
"SÃO FRANCISCO DO PARÁ","Pará",150740,67.96,0,0,8.84,3.8,258.66,281.61,8.87265135699373,248.22,279.19,12.4768350656676,0.476,0.608,1.66
"SÃO GERALDO DO ARAGUAIA","Pará",150745,74.18,1.29,0.16,7.99,1.89,277.2,336.45,21.3744588744589,267.87,322.95,20.5622130137753,0.415,0.595,4.57
"SÃO JOÃO DA PONTA","Pará",150746,87.5,0,0,2.54,0.61,183.57,211.25,15.0787165658877,155.47,206.18,32.6172251881392,0.448,0.583,1.97
"SÃO JOÃO DE PIRABAS","Pará",150747,87.36,0,0,5.8,1.58,180.3,226.22,25.4686633388796,149.85,215.54,43.8371705038372,0.415,0.539,1.42
"SÃO JOÃO DO ARAGUAIA","Pará",150750,81.25,0,0,2.22,0.27,152.64,246.44,61.4517819706499,129.78,216.86,67.0981661272923,0.349,0.55,2.33
"SÃO MIGUEL DO GUAMÁ","Pará",150760,77.02,2.28,0.79,12.68,5.34,255.58,305.6,19.5711714531654,245.48,299.95,22.1891803812938,0.453,0.591,2.88
"SÃO SEBASTIÃO DA BOA VISTA","Pará",150770,92.38,0.71,0.29,4.29,0.95,139.45,208.35,49.4083901039799,134.27,202.85,51.0761897668876,0.422,0.558,1.51
"SAPUCAIA","Pará",150775,65.55,0.59,0,14.62,4.09,336.88,431.29,28.0248159582047,335.51,426.86,27.2272063425829,0.469,0.59,2.65
"SENADOR JOSÉ PORFÍRIO","Pará",150780,88.37,2.43,0.67,8.35,1.45,202.79,229.39,13.1170176044184,193.78,219.97,13.5153266590979,0.361,0.514,2.9
"SOURE","Pará",150790,75.92,6.07,1.87,5.77,2.07,229.89,305.08,32.7069468006438,223.92,300.59,34.239907109682,0.513,0.615,4.76
"TAILÂNDIA","Pará",150795,78.1,2.21,0.53,4.47,1.55,333.48,311.81,-6.49814081804007,304.87,300.85,-1.318594810903,0.433,0.588,1.85
"TERRA ALTA","Pará",150796,82.16,2.18,0,9.62,4.71,208.53,260.72,25.0275739701722,193.82,252.51,30.2806727891858,0.474,0.605,2.32
"TERRA SANTA","Pará",150797,83.59,1.3,0.48,10.26,3.72,166.64,344.76,106.889102256361,154.11,338.44,119.609369930569,0.49,0.635,3.4
"TOMÉ-AÇU","Pará",150800,80.73,0.8,0.3,8.92,2.87,305.64,334.52,9.44902499672818,282.23,326.18,15.5724054848882,0.438,0.586,2.4
"TRACUATEUA","Pará",150803,86.72,0,0,5.47,1.46,119.13,213.8,79.4678082766726,115.22,195.97,70.083318868252,0.357,0.531,1.38
"TRAIRÃO","Pará",150805,81.94,0,0,8.32,3.27,229.64,344.89,50.1872496080822,213.48,322.61,51.1195428143152,0.395,0.562,1.92
"TUCUMÃ","Pará",150808,64.98,4.31,2.18,13.13,4.85,550.57,529.69,-3.79243329640191,497.71,517.86,4.04854232384321,0.512,0.659,3.47
"TUCURUÍ","Pará",150810,65.2,4.38,2.06,17.83,7.15,360.31,539.97,49.8626183009076,354.61,534.02,50.593609881278,0.543,0.666,5.76
"ULIANÓPOLIS","Pará",150812,71.86,1.17,0,4.74,1.23,530.16,585.8,10.4949449222876,506.32,558.72,10.3491862853531,0.42,0.604,1.54
"URUARÁ","Pará",150815,65.8,1.34,0.48,12.69,3.25,434.5,389.97,-10.2485615650173,410.59,353.67,-13.8629776662851,0.45,0.589,2.09
"VIGIA","Pará",150820,72.19,0.65,0.65,9.55,3.48,254.59,326.98,28.4339526297184,244.93,323.12,31.923406687625,0.487,0.617,3.66
"VISEU","Pará",150830,100.9,0.38,0.38,7.95,1.09,127.16,175.85,38.290342875118,112.3,160.09,42.5556544968834,0.353,0.515,2.03
"VITÓRIA DO XINGU","Pará",150835,75.35,1.53,0.59,6.09,1.8,311.5,338.6,8.69983948635635,261.41,323.18,23.6295474541907,0.422,0.596,2.27
"XINGUARA","Pará",150840,63.24,1.73,1.05,15.1,7.13,453.93,527.7,16.2514044015597,443.22,520.57,17.4518297910744,0.519,0.646,4.79
"SERRA DO NAVIO","Amapá",160005,78.58,7.13,2.17,12.8,4.93,327.34,497.9,52.1048451151708,278.6,484.63,73.9519023689878,0.569,0.709,5.4
"AMAPÁ","Amapá",160010,87.74,5.6,1.21,11.95,2.63,280.31,419.58,49.6842781206521,273.32,406.9,48.8731157617445,0.498,0.642,3.66
"PEDRA BRANCA DO AMAPARI","Amapá",160015,86.12,2.26,0,8.42,2.76,248.77,410.33,64.943522128874,181.08,397.98,119.781312127237,0.442,0.626,3.36
"CALÇOENE","Amapá",160020,81.99,6.32,1.18,16.8,2.05,262.22,446.79,70.3874609106857,240,417.71,74.0458333333333,0.488,0.643,3.65
"CUTIAS","Amapá",160021,97.71,4.34,0.93,15.6,1.56,172.03,292.6,70.086612800093,150.14,287.41,91.428000532836,0.444,0.628,5.55
"FERREIRA GOMES","Amapá",160023,89.27,0.62,0,23.69,4,229.97,427.43,85.8633734834979,220.69,416.72,88.8259549594454,0.537,0.656,3.95
"ITAUBAL","Amapá",160025,96.74,0.66,0,12.8,3.65,191.3,222.05,16.0742289597491,175.36,213.26,21.6126824817518,0.415,0.576,1.76
"LARANJAL DO JARI","Amapá",160027,75.52,1.03,0.2,9.21,2.78,333.51,437,31.0305538064826,321.34,432.92,34.7233459886724,0.481,0.665,4.08
"MACAPÁ","Amapá",160030,66.82,9.77,4.47,39.02,16.89,516.48,723.32,40.0480173482032,506.43,717.88,41.753055703651,0.622,0.733,14.1
"MAZAGÃO","Amapá",160040,99.04,1.54,0.2,13.37,4.42,199.42,386.79,93.9574766823789,173.83,353.61,103.422884427314,0.434,0.592,3.24
"OIAPOQUE","Amapá",160050,82.74,3.13,0.43,16.1,3.06,543,666.5,22.744014732965,526.35,598.38,13.6848104873183,0.537,0.658,5.73
"PORTO GRANDE","Amapá",160053,77.32,3.5,0.32,18.13,5.16,362.95,366.89,1.08554897368784,336.12,356.65,6.10793764131857,0.52,0.64,4.73
"PRACUÚBA","Amapá",160055,96.73,2.56,0,18.05,2.16,182.52,246.82,35.2290159982468,180.57,228.81,26.7154012294401,0.44,0.614,3.39
"SANTANA","Amapá",160060,77.05,5.65,2.37,27.68,12.12,337.96,471.51,39.516510829684,328.83,469.24,42.6998753155126,0.562,0.692,7.86
"TARTARUGALZINHO","Amapá",160070,104.39,4,0,15.58,5.64,204.6,280,36.8523949169111,175.88,250.2,42.2560836934273,0.45,0.592,3.93
"VITÓRIA DO JARI","Amapá",160080,93.8,1.17,0.32,11.39,1.54,248.82,318.53,28.0162366369263,222,309.39,39.3648648648649,0.459,0.619,3.01
"ABREULÂNDIA","Tocantins",170025,62.99,0,0,22.93,5.04,200.8,641.49,219.467131474104,186.14,624.03,235.247663049318,0.454,0.665,7.76
"AGUIARNÓPOLIS","Tocantins",170030,71.95,3.48,0,5.32,2.92,202.67,375.06,85.0594562589431,194.86,374.27,92.0712306271169,0.466,0.657,3.06
