"name","group","id","Taxa de frequência líquida à pré-escola","% de 0 a 3 anos na escola","IDHM","Taxa de frequência líquida à pré-escola 2000","Renda per capita 2000","Renda per capita 2010","% Variação renda per capita 2000-2010","IDHM 2000","Razão de dependência 2000","% de 0 a 3 anos na escola"
"MARAU","Rio Grande do Sul",431180,49.69,42.23,0.774,35.76,685.43,980.92,43.1101644223334,0.678,44.66,12.08
"MARCELINO RAMOS","Rio Grande do Sul",431190,62.33,1.62,0.724,14.06,475.84,777.41,63.3763449899126,0.631,57.26,1.33
"MARIANA PIMENTEL","Rio Grande do Sul",431198,69.4,3.67,0.701,8.1,445.93,628.63,40.9705559168479,0.604,48.25,0
"MARIANO MORO","Rio Grande do Sul",431200,50.94,42.74,0.73,50.8,648.81,925.46,42.6396017324024,0.656,47.26,9.11
"MARQUES DE SOUZA","Rio Grande do Sul",431205,47.65,29.37,0.687,47.27,549.7,817.11,48.6465344733491,0.627,49.59,3.98
"MATA","Rio Grande do Sul",431210,48.14,11.41,0.656,12.35,335.21,484.75,44.610840965365,0.551,53.96,3.01
"MATO CASTELHANO","Rio Grande do Sul",431213,32.5,0,0.727,43.74,472.19,862.71,82.7039962726868,0.665,46.51,0
"MATO LEITÃO","Rio Grande do Sul",431215,56.57,30,0.746,49.87,422.72,708.43,67.5884746404239,0.623,45.31,8.86
"MATO QUEIMADO","Rio Grande do Sul",431217,67.46,18.5,0.717,18.21,342.88,629.4,83.5627624825012,0.617,47.48,0
"MAXIMILIANO DE ALMEIDA","Rio Grande do Sul",431220,69.42,5.28,0.699,37.59,338.97,620.58,83.0781485087176,0.562,57.1,2
"MINAS DO LEÃO","Rio Grande do Sul",431225,32.83,7.86,0.681,4.31,346.5,815.23,135.275613275613,0.547,51.98,1.08
"MIRAGUAÍ","Rio Grande do Sul",431230,45.12,7.09,0.725,45.58,261.97,820.8,213.318318891476,0.584,60.06,6.35
"MONTAURI","Rio Grande do Sul",431235,89.64,5.1,0.764,35.38,619.06,1091.01,76.2365521920331,0.608,44.67,0
"MONTE ALEGRE DOS CAMPOS","Rio Grande do Sul",431237,36.42,22.47,0.65,0,225.01,508.71,126.083285187325,0.462,65.04,0
"MONTE BELO DO SUL","Rio Grande do Sul",431238,71.64,32.9,0.752,43.11,569.45,861.81,51.3407674071472,0.629,46.79,0
"MONTENEGRO","Rio Grande do Sul",431240,38.6,39.88,0.755,20.56,723.44,914.23,26.3726086475727,0.668,49.1,6.22
"MORMAÇO","Rio Grande do Sul",431242,61.7,34.93,0.714,14.99,416.28,775.77,86.357739982704,0.584,53.05,0
"MORRINHOS DO SUL","Rio Grande do Sul",431244,18.66,0,0.711,30.76,309.65,705.78,127.928306152107,0.593,47.09,0
"MORRO REDONDO","Rio Grande do Sul",431245,18.86,3.78,0.702,4.58,505.26,701.43,38.8255551597197,0.572,51.16,1.44
"MORRO REUTER","Rio Grande do Sul",431247,45.08,16.33,0.743,24.43,671.02,767.55,14.3855622783226,0.656,44.42,15.45
"MOSTARDAS","Rio Grande do Sul",431250,44.95,18.94,0.664,18.05,403.81,627.16,55.3106659072336,0.571,57.27,1.26
"MUÇUM","Rio Grande do Sul",431260,71.48,49.74,0.746,50.25,613.02,887.43,44.7636292453754,0.641,47.34,18.95
"MUITOS CAPÕES","Rio Grande do Sul",431261,41.22,19.2,0.702,0,412.22,666.24,61.6224346222891,0.534,58.12,0
"MULITERNO","Rio Grande do Sul",431262,39.86,8.56,0.689,60.26,343.38,799.52,132.838254994467,0.598,59.28,0
"NÃO-ME-TOQUE","Rio Grande do Sul",431265,68.49,34.74,0.765,36.42,687.8,1051.05,52.8133178249491,0.692,47.13,14.52
"NICOLAU VERGUEIRO","Rio Grande do Sul",431267,61.35,9.7,0.753,47.62,455.46,974.79,114.023185351074,0.676,46.84,0
"NONOAI","Rio Grande do Sul",431270,50.14,16.97,0.702,13.55,399.45,634.06,58.7332582300663,0.584,63.11,4.68
"NOVA ALVORADA","Rio Grande do Sul",431275,61.72,45.34,0.74,5.35,526.99,925.66,75.6503918480427,0.566,49.51,0
"NOVA ARAÇÁ","Rio Grande do Sul",431280,56.69,21.81,0.785,55.82,1021.93,1134.76,11.0408736410517,0.732,44.92,31.88
"NOVA BASSANO","Rio Grande do Sul",431290,48.08,16.24,0.747,22.35,822.81,1010.72,22.8375931259951,0.674,44.63,16.71
"NOVA BOA VISTA","Rio Grande do Sul",431295,88.04,38.39,0.768,79.52,381.15,928.49,143.602256329529,0.64,46.86,13.54
"NOVA BRÉSCIA","Rio Grande do Sul",431300,86.08,34.33,0.778,88.02,962.07,1452.06,50.9308054507468,0.695,53.62,0
"NOVA CANDELÁRIA","Rio Grande do Sul",431301,72.03,32.97,0.759,56.38,427.21,1120.1,162.189555487933,0.603,42.79,0
"NOVA ESPERANÇA DO SUL","Rio Grande do Sul",431303,63.45,41.28,0.735,17.8,390.57,717.7,83.7570729958778,0.593,48.08,8.64
"NOVA HARTZ","Rio Grande do Sul",431306,40.98,33.9,0.689,20.51,459.19,600,30.6648663951741,0.578,48.35,9.69
"NOVA PÁDUA","Rio Grande do Sul",431308,83.41,9.89,0.761,24.47,1011.01,914.36,-9.55974718350956,0.688,43.13,0
"NOVA PALMA","Rio Grande do Sul",431310,46.17,4.75,0.744,19.98,561.85,915.86,63.0079202634155,0.659,53.5,1.15
"NOVA PETRÓPOLIS","Rio Grande do Sul",431320,59.73,43.14,0.78,32.09,799.96,994.67,24.3399669983499,0.697,43.51,13.8
"NOVA PRATA","Rio Grande do Sul",431330,45.23,33.58,0.766,37.87,758.82,1039.74,37.0206373052898,0.689,45.01,11.31
"NOVA RAMADA","Rio Grande do Sul",431333,74.6,2.38,0.742,14.11,433.05,861.28,98.8869645537467,0.576,46.48,0
"NOVA ROMA DO SUL","Rio Grande do Sul",431335,54.41,26.11,0.741,50.21,633.53,1120.95,76.9371616182344,0.677,47.76,5.81
"NOVA SANTA RITA","Rio Grande do Sul",431337,31.09,19.79,0.718,17.26,555.27,686.87,23.7001818934933,0.609,53.44,4.28
"NOVO CABRAIS","Rio Grande do Sul",431339,45.91,4.29,0.688,21.54,294.08,611.08,107.793797606094,0.538,49.41,0
"NOVO HAMBURGO","Rio Grande do Sul",431340,42.84,22.67,0.747,23.15,770.02,1011.62,31.3758084205605,0.671,48.48,8.44
"NOVO MACHADO","Rio Grande do Sul",431342,28.66,4.58,0.663,15.7,328.68,531.07,61.5766094681757,0.56,48.18,0
"NOVO TIRADENTES","Rio Grande do Sul",431344,61.96,2.61,0.676,24.42,215.15,548.05,154.729258656751,0.538,55.81,0
"NOVO XINGU","Rio Grande do Sul",431346,84.91,7.42,0.767,36.83,359.08,847.22,135.941851398017,0.585,48.23,0
"NOVO BARREIRO","Rio Grande do Sul",431349,50.97,1.19,0.706,33.36,253.39,768.98,203.476853861636,0.552,56.18,0
"OSÓRIO","Rio Grande do Sul",431350,44.46,33.11,0.751,26.84,660.42,957.94,45.0501196208474,0.671,50.19,16.9
"PAIM FILHO","Rio Grande do Sul",431360,52.05,18.09,0.706,47.44,564.93,729.03,29.0478466358664,0.606,53.12,11.92
"PALMARES DO SUL","Rio Grande do Sul",431365,44.69,14.48,0.715,23.62,460.99,730.31,58.4220915855008,0.609,52.56,8.04
"PALMEIRA DAS MISSÕES","Rio Grande do Sul",431370,60.92,22.39,0.737,39.39,544.05,715.29,31.4750482492418,0.635,56.44,7.27
"PALMITINHO","Rio Grande do Sul",431380,52.47,29.24,0.72,18.76,417.31,652.86,56.4448491529079,0.615,53.78,1.4
"PANAMBI","Rio Grande do Sul",431390,55.3,33.07,0.761,32.69,622.58,864.44,38.8480195316265,0.688,48.96,15.2
"PANTANO GRANDE","Rio Grande do Sul",431395,33.51,13.84,0.661,19.68,424.49,536.01,26.2715258309972,0.589,51.39,5.19
"PARAÍ","Rio Grande do Sul",431400,71.76,45.54,0.773,39.86,757.37,1071.25,41.4434160317942,0.678,45.69,2.81
"PARAÍSO DO SUL","Rio Grande do Sul",431402,36.47,9.19,0.676,14.03,382.55,593.01,55.0150307149392,0.557,49.84,0
"PARECI NOVO","Rio Grande do Sul",431403,60.85,29.69,0.749,32.43,573.03,788.66,37.6297925065005,0.66,49.4,0
"PAROBÉ","Rio Grande do Sul",431405,18.86,19.06,0.704,14.98,479,625.4,30.5636743215031,0.6,52.43,11.63
"PASSA SETE","Rio Grande do Sul",431406,41.63,0.95,0.622,16.31,215.71,427.13,98.0112187659357,0.503,55.79,0
"PASSO DO SOBRADO","Rio Grande do Sul",431407,42.76,18.94,0.698,22.14,616.17,732.19,18.8292192089845,0.601,47.61,0
"PASSO FUNDO","Rio Grande do Sul",431410,46,27.62,0.776,25.45,803.71,1068.95,33.0019534409177,0.701,49.99,11.16
"PAULO BENTO","Rio Grande do Sul",431413,37.19,9.03,0.71,12.96,369.22,749.77,103.068631168409,0.608,51.7,0
"PAVERAMA","Rio Grande do Sul",431415,37.44,26.98,0.683,25.01,411.55,628.77,52.7809500668205,0.54,50.22,18.44
"PEDRAS ALTAS","Rio Grande do Sul",431417,43.83,4.52,0.64,3.26,283.28,449.2,58.5710251341429,0.482,54.61,0
"PEDRO OSÓRIO","Rio Grande do Sul",431420,37.04,0,0.678,37.99,528.69,560.06,5.93353382889782,0.595,52.73,0.94
"PEJUÇARA","Rio Grande do Sul",431430,54.98,19.71,0.741,39.66,553.43,722.64,30.5747791048552,0.65,51.78,10.08
"PELOTAS","Rio Grande do Sul",431440,43.93,17.76,0.739,26.89,685.88,894.35,30.3945296553333,0.66,49.5,8.45
"PICADA CAFÉ","Rio Grande do Sul",431442,42.64,53.61,0.758,48.24,627.1,792.06,26.3052144793494,0.653,43.39,15.7
"PINHAL","Rio Grande do Sul",431445,76.03,4.51,0.72,51.62,625.93,625.79,-0.022366718323133,0.628,56.14,0
"PINHAL DA SERRA","Rio Grande do Sul",431446,51.72,2.61,0.65,14.61,294.31,431.37,46.5699432571099,0.512,62.45,0
"PINHAL GRANDE","Rio Grande do Sul",431447,35.5,0,0.678,16.19,433.52,523.52,20.7602878759919,0.566,57.13,0
"PINHEIRINHO DO VALE","Rio Grande do Sul",431449,55.04,29.11,0.71,20.15,289.38,678.14,134.342387172576,0.53,58.25,1.25
"PINHEIRO MACHADO","Rio Grande do Sul",431450,27.65,4.03,0.661,9.19,430.37,567.32,31.8214559565026,0.584,50.09,0.59
"PIRAPÓ","Rio Grande do Sul",431455,68.49,0,0.669,46.71,225.32,473.9,110.323096041186,0.531,57.97,0
"PIRATINI","Rio Grande do Sul",431460,14.88,22.56,0.658,18.92,381.33,524.3,37.4924605984318,0.55,49.26,5.8
"PLANALTO","Rio Grande do Sul",431470,35.91,24.83,0.687,19.95,371.68,531.04,42.8755919070168,0.587,57.13,11.99
"POÇO DAS ANTAS","Rio Grande do Sul",431475,48.58,31.47,0.744,36.45,474.3,810.09,70.7969639468691,0.645,50.3,12.36
"PONTÃO","Rio Grande do Sul",431477,73.36,4.27,0.725,15.21,406.21,656.34,61.5765244577928,0.585,53.34,2.85
"PONTE PRETA","Rio Grande do Sul",431478,72.56,5.87,0.725,37.66,299.22,735.35,145.755631308068,0.56,50.56,0
"PORTÃO","Rio Grande do Sul",431480,40.43,21.64,0.713,16.64,629.38,729.01,15.8298643109091,0.618,48.98,4.2
"PORTO ALEGRE","Rio Grande do Sul",431490,38.74,30.52,0.805,29.22,1399.5,1758.27,25.6355841371919,0.744,45.85,17.11
"PORTO LUCENA","Rio Grande do Sul",431500,53.82,9.22,0.693,15.2,316.49,621.82,96.4738222376695,0.578,49.63,4.16
"PORTO MAUÁ","Rio Grande do Sul",431505,82.89,13.69,0.698,22.5,303.87,524.57,72.6297429821963,0.593,50.16,0
"PORTO VERA CRUZ","Rio Grande do Sul",431507,51.13,28.04,0.69,37.36,227.93,490.03,114.991444741807,0.544,53.14,0
"PORTO XAVIER","Rio Grande do Sul",431510,56.79,15.55,0.723,39.78,431.67,574.32,33.0460768642713,0.616,54.09,5.56
"POUSO NOVO","Rio Grande do Sul",431513,58.67,3.66,0.715,12.32,619.15,935.9,51.1588468061052,0.625,57.35,9.19
"PRESIDENTE LUCENA","Rio Grande do Sul",431514,83.47,56.36,0.757,34.55,571.66,739.9,29.430080817269,0.621,51.69,27.32
"PROGRESSO","Rio Grande do Sul",431515,61.63,13.69,0.683,29.11,424.37,643.93,51.7378702547305,0.535,55.48,3.04
"PROTÁSIO ALVES","Rio Grande do Sul",431517,62.42,0,0.733,0,684.02,972.84,42.2239115815327,0.636,42.41,4.77
"PUTINGA","Rio Grande do Sul",431520,63.8,28.1,0.715,39.36,445.02,826.94,85.8208619837311,0.577,53.51,7.09
"QUARAÍ","Rio Grande do Sul",431530,69.32,21.15,0.704,25.34,454.1,528.64,16.4148865888571,0.63,56,8.17
"QUATRO IRMÃOS","Rio Grande do Sul",431531,60.05,7.01,0.689,17.47,228.51,602.95,163.861537788281,0.504,56.7,0
"QUEVEDOS","Rio Grande do Sul",431532,35.65,3.86,0.665,18.63,317.11,509.07,60.5341994891363,0.491,52.12,0
"QUINZE DE NOVEMBRO","Rio Grande do Sul",431535,73.59,17.91,0.756,42.23,504.36,1046.11,107.413355539694,0.657,47.29,18.86
"REDENTORA","Rio Grande do Sul",431540,28.83,3.52,0.631,33.47,186.48,346.4,85.7571857571858,0.464,81.61,3.74
"RELVADO","Rio Grande do Sul",431545,37.71,16.35,0.731,60.15,509.62,935.8,83.6270162081551,0.588,50.83,0
"RESTINGA SECA","Rio Grande do Sul",431550,41.98,14.28,0.683,8.24,438.66,660.14,50.4901290293165,0.586,54.24,0
"RIO DOS ÍNDIOS","Rio Grande do Sul",431555,25.32,11.4,0.656,0,259.36,442.12,70.4657618753856,0.512,59.93,0
"RIO GRANDE","Rio Grande do Sul",431560,45.83,16.06,0.744,33.44,631.79,859.2,35.9945551528198,0.652,50.79,8.33
"RIO PARDO","Rio Grande do Sul",431570,30.62,17.17,0.693,24.96,474.92,633.1,33.3066621746821,0.609,53.62,3.14
"RIOZINHO","Rio Grande do Sul",431575,62.85,49.61,0.661,23.37,402.88,587.62,45.8548451151708,0.568,52.36,12.03
"ROCA SALES","Rio Grande do Sul",431580,50.69,41.36,0.729,41.7,570.68,865.23,51.6138641620523,0.627,48.12,18.43
"RODEIO BONITO","Rio Grande do Sul",431590,69.41,17.75,0.732,18.2,508.35,767.63,51.0042293695289,0.642,51.26,1.44
"ROLADOR","Rio Grande do Sul",431595,21.82,3.5,0.689,0,319.94,537.31,67.9408639119835,0.583,54.86,0
"ROLANTE","Rio Grande do Sul",431600,53.6,32.1,0.688,37.24,470.18,656.75,39.6805478752818,0.595,52.05,15.17
"RONDA ALTA","Rio Grande do Sul",431610,42.91,17.42,0.724,27.36,495.32,746.52,50.7146894936607,0.619,52.46,3.77
"RONDINHA","Rio Grande do Sul",431620,73.39,20.6,0.764,16.52,558.86,1022.85,83.0243710410479,0.65,46.07,0
"ROQUE GONZALES","Rio Grande do Sul",431630,36.66,15.62,0.688,25.35,322.02,575.83,78.8180858331781,0.567,53.13,10.58
"ROSÁRIO DO SUL","Rio Grande do Sul",431640,58.57,14.55,0.699,31.71,433.1,643.97,48.6885245901639,0.616,54.27,5.44
"SAGRADA FAMÍLIA","Rio Grande do Sul",431642,47.3,11.6,0.678,29.12,244.11,513.97,110.548523206751,0.541,55.76,0
"SALDANHA MARINHO","Rio Grande do Sul",431643,62.55,44.45,0.762,32.87,696.76,823.55,18.1970836442965,0.689,41.62,20.08
"SALTO DO JACUÍ","Rio Grande do Sul",431645,39.23,15.81,0.687,26.98,461.22,596.84,29.4046225228741,0.589,54.44,4.98
"SALVADOR DAS MISSÕES","Rio Grande do Sul",431647,89.19,0,0.753,37.57,396.96,663.26,67.0848448206368,0.655,50.82,0
"SALVADOR DO SUL","Rio Grande do Sul",431650,41.22,39.91,0.74,46.2,619.82,852.02,37.4624891097415,0.665,48.49,26.59
"SANANDUVA","Rio Grande do Sul",431660,33.52,26.56,0.747,26.95,653.04,931.29,42.6084160235208,0.66,46.65,1.36
"SANTA BÁRBARA DO SUL","Rio Grande do Sul",431670,70.14,15.29,0.725,41.09,516.14,689.09,33.508350447553,0.653,50.77,10.93
"SANTA CECÍLIA DO SUL","Rio Grande do Sul",431673,41.14,0,0.725,20.5,431.29,1029.23,138.639894270676,0.529,48.36,0
"SANTA CLARA DO SUL","Rio Grande do Sul",431675,18.05,47.21,0.74,42.64,462.15,833.67,80.3894839337877,0.612,44.85,18.1
"SANTA CRUZ DO SUL","Rio Grande do Sul",431680,48.24,42.25,0.773,23.6,760.5,1036.87,36.3405654174885,0.682,45.96,20
"SANTA MARIA","Rio Grande do Sul",431690,45.34,20.81,0.784,28.39,843.18,1127.25,33.6903152351811,0.715,47.92,8.39
"SANTA MARIA DO HERVAL","Rio Grande do Sul",431695,55.25,47.69,0.676,18.68,493.95,689.47,39.5829537402571,0.598,42.57,12.68
"SANTA MARGARIDA DO SUL","Rio Grande do Sul",431697,45.84,4.55,0.663,13.45,262.41,588.3,124.191151251858,0.526,46.93,0
"SANTANA DA BOA VISTA","Rio Grande do Sul",431700,47.57,18.01,0.633,15.2,308.4,404.01,31.0019455252918,0.553,51.54,10.71
"SANT'ANA DO LIVRAMENTO","Rio Grande do Sul",431710,46.12,21.55,0.727,31.22,607.21,685.04,12.8176413431926,0.663,55.33,6.48
"SANTA ROSA","Rio Grande do Sul",431720,43.52,25.22,0.769,31.82,608.84,863.61,41.8451481505814,0.685,49.44,12.23
"SANTA TEREZA","Rio Grande do Sul",431725,50.85,21.83,0.746,37.92,587.7,935.56,59.1900629572911,0.611,52.41,0
"SANTA VITÓRIA DO PALMAR","Rio Grande do Sul",431730,46.15,23.96,0.712,29.01,540.34,657.76,21.7307621127438,0.626,53.35,14.57
"SANTIAGO","Rio Grande do Sul",431740,47.16,19.57,0.766,37.96,597.58,828.78,38.6893805013554,0.696,50.99,7.74
"SANTO ÂNGELO","Rio Grande do Sul",431750,59.01,32.66,0.772,33.12,650.63,936.27,43.9020641532054,0.685,51.14,10.75
"SANTO ANTÔNIO DO PALMA","Rio Grande do Sul",431755,69.63,3.7,0.764,21.38,618.15,1069.61,73.0340532233277,0.667,48.52,0
"SANTO ANTÔNIO DA PATRULHA","Rio Grande do Sul",431760,38.39,32.06,0.717,28.73,433.39,696.41,60.6889868247998,0.62,51.01,8.01
"SANTO ANTÔNIO DAS MISSÕES","Rio Grande do Sul",431770,53.03,13.73,0.686,22.58,347.77,522.77,50.3206141990396,0.582,54.64,0
"SANTO ANTÔNIO DO PLANALTO","Rio Grande do Sul",431775,63.54,2.87,0.759,0,435.13,626.67,44.019028795992,0.693,50.99,0
"SANTO AUGUSTO","Rio Grande do Sul",431780,70.17,27.03,0.739,54,431.68,866.86,100.810785767235,0.627,50.37,3.8
"SANTO CRISTO","Rio Grande do Sul",431790,53.87,30.4,0.738,35.33,438.54,832.4,89.8116477402289,0.642,48.59,4.51
"SANTO EXPEDITO DO SUL","Rio Grande do Sul",431795,41.22,12.3,0.732,40.51,337.96,547.94,62.1316132086638,0.627,45.97,13.6
"SÃO BORJA","Rio Grande do Sul",431800,46.56,16.86,0.736,15.19,496.09,705.72,42.2564454030519,0.637,55.04,4.07
"SÃO DOMINGOS DO SUL","Rio Grande do Sul",431805,90.01,37.71,0.763,29.31,604,1025.84,69.841059602649,0.69,49.87,12.45
"SÃO FRANCISCO DE ASSIS","Rio Grande do Sul",431810,27.87,16.19,0.675,18.95,353.5,553.81,56.6647807637906,0.558,53.85,5.74
"SÃO FRANCISCO DE PAULA","Rio Grande do Sul",431820,25.37,13.51,0.685,20.23,476.8,628.15,31.7428691275168,0.592,55.84,2.05
"SÃO GABRIEL","Rio Grande do Sul",431830,38.94,13.24,0.699,16.78,509.43,667.06,30.9424258484973,0.624,51.1,5.5
"SÃO JERÔNIMO","Rio Grande do Sul",431840,30.41,16.9,0.696,23.16,607.2,768.93,26.6353754940711,0.609,50.52,0
"SÃO JOÃO DA URTIGA","Rio Grande do Sul",431842,33.74,0,0.694,29.34,370.63,632.23,70.5825216523217,0.572,47.75,7.35
"SÃO JOÃO DO POLÊSINE","Rio Grande do Sul",431843,55.92,18.48,0.748,41.87,659.63,841.33,27.5457453420857,0.686,59.41,4.61
"SÃO JORGE","Rio Grande do Sul",431844,61.85,12.82,0.732,29.35,478.59,853.6,78.3572577780564,0.629,44.91,3.4
"SÃO JOSÉ DAS MISSÕES","Rio Grande do Sul",431845,68.47,0,0.651,34.56,306.72,462.15,50.674882629108,0.54,54.32,3.29
"SÃO JOSÉ DO HERVAL","Rio Grande do Sul",431846,62.08,2.24,0.717,18.31,373.92,626.93,67.6642062473256,0.555,59.62,0
"SÃO JOSÉ DO HORTÊNCIO","Rio Grande do Sul",431848,43.27,25.36,0.707,53.27,460.47,693.46,50.5983017351836,0.624,46.94,19.7
"SÃO JOSÉ DO INHACORÁ","Rio Grande do Sul",431849,80.28,53.36,0.747,56.13,354.04,720.69,103.561744435657,0.602,47.54,0
"SÃO JOSÉ DO NORTE","Rio Grande do Sul",431850,20.67,5.63,0.623,16.75,294.27,493.78,67.7982804907058,0.481,51.05,0
"SÃO JOSÉ DO OURO","Rio Grande do Sul",431860,73.95,12.53,0.755,51.77,492.47,901.51,83.0588665299409,0.653,49.16,11.58
"SÃO JOSÉ DO SUL","Rio Grande do Sul",431861,47.78,18.27,0.725,20.99,535.09,989.48,84.9184249378609,0.576,46.57,0
"SÃO JOSÉ DOS AUSENTES","Rio Grande do Sul",431862,32.88,15.23,0.663,7.27,368.61,529.71,43.7047285749166,0.512,60.08,0
"SÃO LEOPOLDO","Rio Grande do Sul",431870,32.06,19.74,0.739,19.08,729.32,939.93,28.8775845993528,0.656,48.7,9.28
"SÃO LOURENÇO DO SUL","Rio Grande do Sul",431880,35.51,15.79,0.687,22.97,466.1,713.88,53.160266037331,0.589,51.71,5.4
"SÃO LUIZ GONZAGA","Rio Grande do Sul",431890,44.94,23.47,0.741,28.09,507.06,698.77,37.8081489370094,0.634,55.89,9.21
"SÃO MARCOS","Rio Grande do Sul",431900,43.9,15.97,0.768,42.82,756.19,991.51,31.1191631732765,0.695,46.17,7.24
"SÃO MARTINHO","Rio Grande do Sul",431910,61.33,3.22,0.726,10.15,494.62,771.81,56.0410011726174,0.638,45.68,1.82
"SÃO MARTINHO DA SERRA","Rio Grande do Sul",431912,13.35,4.15,0.652,8.02,445.65,482.31,8.2261864692023,0.541,53.98,0
"SÃO MIGUEL DAS MISSÕES","Rio Grande do Sul",431915,37.88,10.28,0.667,32.63,506.72,531.71,4.93171771392485,0.57,55.4,4.8
"SÃO NICOLAU","Rio Grande do Sul",431920,33.64,10.62,0.645,26.49,243.47,479.55,96.9647184458044,0.517,63.92,10.61
"SÃO PAULO DAS MISSÕES","Rio Grande do Sul",431930,41.58,8.68,0.692,31.81,274.55,577.86,110.475323256237,0.567,53.31,4.85
"SÃO PEDRO DA SERRA","Rio Grande do Sul",431935,61.48,30.23,0.739,16.77,590.72,842.22,42.5751625135428,0.639,52.44,6.93
"SÃO PEDRO DAS MISSÕES","Rio Grande do Sul",431936,40.42,6.01,0.664,12.1,150.04,441.36,194.161556918155,0.471,53.46,0
"SÃO PEDRO DO BUTIÁ","Rio Grande do Sul",431937,40.07,0.88,0.763,70.49,434.48,905.55,108.421561406739,0.666,50.47,0
"SÃO PEDRO DO SUL","Rio Grande do Sul",431940,35.61,5.52,0.709,25.01,471.4,614.89,30.4391175222741,0.614,52.35,1.72
"SÃO SEBASTIÃO DO CAÍ","Rio Grande do Sul",431950,43.07,29.96,0.739,22.09,695.4,772.04,11.0209951107276,0.662,48.02,26.12
"SÃO SEPÉ","Rio Grande do Sul",431960,56,11.09,0.708,29.43,443.68,656.77,48.0278579156149,0.614,51.98,2.93
"SÃO VALENTIM","Rio Grande do Sul",431970,78.91,1.69,0.72,20.94,351.28,826.2,135.196993851059,0.544,53.38,0
"SÃO VALENTIM DO SUL","Rio Grande do Sul",431971,35.88,0,0.764,59.96,665.98,1000.93,50.2943031322262,0.671,47.08,0
"SÃO VALÉRIO DO SUL","Rio Grande do Sul",431973,55.02,7.8,0.642,18.25,251.57,530.07,110.70477401916,0.532,64.99,0
"SÃO VENDELINO","Rio Grande do Sul",431975,74.29,59.54,0.754,64.24,575.72,814.28,41.4368095602029,0.655,49.78,34.49
"SÃO VICENTE DO SUL","Rio Grande do Sul",431980,33.26,8.99,0.685,12.28,527.85,614.13,16.3455527138392,0.589,57.05,1.3
"SAPIRANGA","Rio Grande do Sul",431990,47.25,38.4,0.711,15.11,589.53,713.99,21.1117330755008,0.597,50.41,11.64
"SAPUCAIA DO SUL","Rio Grande do Sul",432000,32.52,14.59,0.726,9.5,539.25,733.28,35.9814557255447,0.633,47.67,3.44
"SARANDI","Rio Grande do Sul",432010,58.34,28.26,0.777,38.13,574.06,1000.86,74.3476291676828,0.677,49.42,3.15
"SEBERI","Rio Grande do Sul",432020,67.41,8.23,0.723,32.82,375.7,645.51,71.8152781474581,0.597,54.68,2.03
"SEDE NOVA","Rio Grande do Sul",432023,62.49,0,0.712,43.39,359.43,856.09,138.17989594636,0.571,52.91,0
"SEGREDO","Rio Grande do Sul",432026,48.15,5.92,0.659,12.7,282.83,528.42,86.8330799420146,0.53,54.33,6.49
"SELBACH","Rio Grande do Sul",432030,86.67,40.96,0.777,63.04,1164.7,1055.91,-9.34060273031682,0.741,50.08,13.65
"SENADOR SALGADO FILHO","Rio Grande do Sul",432032,35.64,0,0.693,46.37,301.47,628.28,108.40547981557,0.59,52.13,0
"SENTINELA DO SUL","Rio Grande do Sul",432035,40.76,3.26,0.671,24.57,337.01,519.1,54.031037654669,0.56,54.57,0
"SERAFINA CORRÊA","Rio Grande do Sul",432040,60.01,32.68,0.76,46.84,742.25,877.24,18.1865948130684,0.678,45.2,18.64
"SÉRIO","Rio Grande do Sul",432045,46.14,5.74,0.652,31.16,312.91,606.03,93.675497746956,0.522,52.45,7.7
"SERTÃO","Rio Grande do Sul",432050,55.56,27.04,0.751,38.36,538.09,827.95,53.8683119924176,0.684,51.53,16.34
"SERTÃO SANTANA","Rio Grande do Sul",432055,47.67,9.12,0.689,23.13,510.51,783.19,53.4132534132534,0.577,53.39,0
"SETE DE SETEMBRO","Rio Grande do Sul",432057,49.65,0,0.683,16.44,248.72,557.15,124.006915406883,0.532,46.22,0
"SEVERIANO DE ALMEIDA","Rio Grande do Sul",432060,57.81,28.54,0.752,26.89,477.91,791.5,65.6169571676676,0.633,48.16,25.11
"SILVEIRA MARTINS","Rio Grande do Sul",432065,71.14,0,0.742,63.03,534.42,817.67,53.0013846787171,0.652,50.53,0
"SINIMBU","Rio Grande do Sul",432067,38.1,6.33,0.631,16.57,388.6,610.76,57.1693257848688,0.513,53.86,1.71
"SOBRADINHO","Rio Grande do Sul",432070,51.4,35.44,0.743,26.26,517.65,775.79,49.8676712064136,0.65,52.9,9.52
"SOLEDADE","Rio Grande do Sul",432080,49.05,17.81,0.731,27.59,528.85,737.92,39.5329488512811,0.633,55.25,8.55
"TABAÍ","Rio Grande do Sul",432085,26.1,11.82,0.701,47.71,430.96,599.99,39.2217375162428,0.602,48.83,0
"TAPEJARA","Rio Grande do Sul",432090,41.01,13.13,0.76,29.55,559.97,922.28,64.7016804471668,0.66,49.82,2.92
"TAPERA","Rio Grande do Sul",432100,70.95,36.35,0.747,54.99,616.15,812.48,31.8639941572669,0.66,50.55,15.4
"TAPES","Rio Grande do Sul",432110,34.52,19.53,0.695,16.84,552.7,620.13,12.2001085579881,0.619,55.75,6.32
"TAQUARA","Rio Grande do Sul",432120,38.94,19.78,0.727,22.31,678.38,871.42,28.4560275951532,0.651,51,6.38
