"name","group","id","Taxa de frequência líquida à pré-escola","% de 0 a 3 anos na escola","IDHM","Taxa de frequência líquida à pré-escola 2000","Renda per capita 2000","Renda per capita 2010","% Variação renda per capita 2000-2010","IDHM 2000","Razão de dependência 2000","% de 0 a 3 anos na escola"
"IGARAPÉ-MIRI","Pará",150330,62.58,9.18,0.547,31.12,164.45,196.34,19.3919124353907,0.416,85.79,5.7
"INHANGAPI","Pará",150340,48.42,16.15,0.572,19.7,224.02,245.7,9.67770734755824,0.438,80.98,7.54
"IPIXUNA DO PARÁ","Pará",150345,31.99,13.08,0.489,12.74,144.75,188.48,30.2107081174439,0.317,82.74,2.38
"IRITUIA","Pará",150350,47.41,7.12,0.559,29.28,227.06,224.25,-1.23755835461993,0.419,84.15,15.9
"ITAITUBA","Pará",150360,56.53,14.07,0.64,35.1,315.66,440.6,39.5805613634924,0.489,69.74,7.36
"ITUPIRANGA","Pará",150370,21.96,8.87,0.528,10.19,168.36,234.25,39.1363744357329,0.354,81.93,1.73
"JACAREACANGA","Pará",150375,23.92,22.57,0.505,16.22,234.36,289.16,23.3828298344427,0.371,53.22,13.41
"JACUNDÁ","Pará",150380,55.01,18.32,0.622,34.7,354.66,399.45,12.6289967856539,0.477,69.97,6.98
"JURUTI","Pará",150390,47.08,20.75,0.592,50.45,108.66,241.39,122.151665746365,0.389,106.47,9.04
"LIMOEIRO DO AJURU","Pará",150400,30.07,14.08,0.541,18.68,126.31,172.12,36.2679122793128,0.373,99.8,1.19
"MÃE DO RIO","Pará",150405,56.32,9.55,0.599,36.4,239.65,367.01,53.144168579178,0.466,74.09,8.1
"MAGALHÃES BARATA","Pará",150410,63.25,32.58,0.597,60.35,114.44,208.43,82.1303739951066,0.429,86.18,12.19
"MARABÁ","Pará",150420,37.21,11.29,0.668,26.61,380.81,527.86,38.6150573776949,0.536,68.57,7.85
"MARACANÃ","Pará",150430,53.66,23.33,0.57,36.87,129.03,221.89,71.9677594357901,0.406,91.61,7.32
"MARAPANIM","Pará",150440,60.7,10.99,0.609,26.95,156.36,277.01,77.1616781785623,0.448,84.37,2.52
"MARITUBA","Pará",150442,46.94,30.61,0.676,34.92,254.86,382.02,49.8940594836381,0.505,62.91,5.02
"MEDICILÂNDIA","Pará",150445,41.61,6.31,0.582,17.97,396.44,345.44,-12.8644939965695,0.47,71.4,4.13
"MELGAÇO","Pará",150450,28.74,8.36,0.418,11.36,100.22,135.21,34.9131909798443,0.26,114.11,3.87
"MOCAJUBA","Pará",150460,74.97,18.78,0.575,27.22,166.53,229.18,37.6208490962589,0.443,91.91,6.63
"MOJU","Pará",150470,24.16,7.05,0.547,16.39,177.58,291.67,64.2470998986372,0.399,89.08,3.98
"MONTE ALEGRE","Pará",150480,52.62,17.42,0.589,29.17,181.61,231.65,27.5535488133913,0.467,83.84,9.85
"MUANÁ","Pará",150490,22.6,3.76,0.547,7.5,166.11,230.14,38.5467461320811,0.35,85.73,0.39
"NOVA ESPERANÇA DO PIRIÁ","Pará",150495,44,11.64,0.502,16.66,168.49,160.34,-4.83708231942549,0.315,93.58,6.31
"NOVA IPIXUNA","Pará",150497,27.02,6.02,0.581,16.67,259.31,315.1,21.51478924839,0.432,76.71,3.72
"NOVA TIMBOTEUA","Pará",150500,62.71,15.91,0.609,31.94,188.95,267.59,41.6194760518656,0.469,66.17,10.57
"NOVO PROGRESSO","Pará",150503,30.09,15.18,0.673,16.57,477.47,658.31,37.8746308668607,0.466,39.46,0
"NOVO REPARTIMENTO","Pará",150506,34.23,6.72,0.537,15.08,179.4,256.37,42.9041248606466,0.372,81.81,3.6
"ÓBIDOS","Pará",150510,63.33,16.47,0.594,33.64,162.15,255.03,57.2802960222017,0.452,79.62,10.39
"OEIRAS DO PARÁ","Pará",150520,28.34,13.48,0.507,11.29,140.36,181.86,29.5668281561698,0.36,102.71,5.52
"ORIXIMINÁ","Pará",150530,41.09,8.97,0.623,33.18,264.69,332.29,25.539310136386,0.517,80.87,9.9
"OURÉM","Pará",150540,36.3,15.78,0.568,38.57,175.16,285.61,63.0566339346883,0.436,81.32,14.23
"OURILÂNDIA DO NORTE","Pará",150543,44.74,12.16,0.624,16.06,312.76,466.52,49.1622969689219,0.438,63.43,6.76
"PACAJÁ","Pará",150548,15.72,1.82,0.515,7.07,242.52,231.91,-4.3748969157183,0.34,82.42,0.99
"PALESTINA DO PARÁ","Pará",150549,36.66,10.53,0.589,25.41,232.44,284.54,22.4143865083462,0.455,76.76,5.11
"PARAGOMINAS","Pará",150550,47.91,8.74,0.645,22.56,334.78,507.16,51.4905310950475,0.471,70.92,2.46
"PARAUAPEBAS","Pará",150553,37.84,11.62,0.715,32.62,444.97,627.61,41.0454637391285,0.553,67.96,11.88
"PAU D'ARCO","Pará",150555,24.07,13.35,0.574,23.2,173.88,279.72,60.8695652173913,0.401,73.16,2.67
"PEIXE-BOI","Pará",150560,64.13,9.85,0.581,49.17,162.14,234.4,44.5664240779573,0.446,71.08,7.97
"PIÇARRA","Pará",150563,28.95,17.38,0.563,10.67,235.44,263.04,11.7227319062182,0.37,73.58,1.81
"PLACAS","Pará",150565,27.56,2.01,0.552,7.49,217.66,231.94,6.56069098594138,0.39,75.04,0
"PONTA DE PEDRAS","Pará",150570,42.19,4.54,0.562,32.01,166.45,257.4,54.6410333433463,0.444,81.65,9.74
"PORTEL","Pará",150580,22.02,16.16,0.483,18.26,183.15,195.22,6.59022659022659,0.359,108.2,5.83
"PORTO DE MOZ","Pará",150590,24.12,10.24,0.503,19.96,168.31,193.52,14.9783138256788,0.36,101.81,2.08
"PRAINHA","Pará",150600,40.02,12.81,0.523,12.27,121.01,193.32,59.755392116354,0.361,97.1,2.6
"PRIMAVERA","Pará",150610,64.33,6.37,0.577,50.83,155.86,279.74,79.4815860387527,0.43,85.6,4.02
"QUATIPURU","Pará",150611,55.9,3.95,0.543,43.29,139.61,244.9,75.4172337225127,0.406,82.42,11.19
"REDENÇÃO","Pará",150613,30.57,7.73,0.672,24.07,404.19,529.54,31.0126425690888,0.53,62.85,3.66
"RIO MARIA","Pará",150616,46.26,4.9,0.638,28.06,385.54,460.83,19.5284535975515,0.499,61.51,0
"RONDON DO PARÁ","Pará",150618,42.14,10.63,0.602,27.72,314.13,346.74,10.3810524305224,0.461,63.25,2.22
"RURÓPOLIS","Pará",150619,30.46,10.95,0.548,25.17,231.21,242.49,4.87868171791878,0.421,79.72,2.77
"SALINÓPOLIS","Pará",150620,58.43,15.59,0.647,49.51,312.12,398.58,27.7008842752787,0.517,77.64,6.14
"SALVATERRA","Pará",150630,70.49,10.89,0.608,62.16,196.05,296.28,51.1247130833971,0.478,80.73,10.95
"SANTA BÁRBARA DO PARÁ","Pará",150635,65.04,4.06,0.627,54.74,198.87,287.25,44.4410921707648,0.505,73.02,13.06
"SANTA CRUZ DO ARARI","Pará",150640,51.33,29.59,0.557,29.81,155.89,161.13,3.36134453781513,0.393,75.17,6.69
"SANTA ISABEL DO PARÁ","Pará",150650,48.41,12.08,0.659,45.1,246.02,384.17,56.1539712218519,0.535,66.97,12.43
"SANTA LUZIA DO PARÁ","Pará",150655,36.88,12.64,0.546,22.19,125.24,217.11,73.3551580964548,0.362,87.13,3.36
"SANTA MARIA DAS BARREIRAS","Pará",150658,32.52,3.88,0.544,19.3,243.14,253.55,4.28148391872996,0.408,64.41,1.55
"SANTA MARIA DO PARÁ","Pará",150660,37.23,17.66,0.598,30.95,246.5,323.98,31.4320486815416,0.463,66.35,6.31
"SANTANA DO ARAGUAIA","Pará",150670,29.68,13.14,0.602,6.46,236.46,316.81,33.9803772308213,0.45,63.95,2.45
"SANTARÉM","Pará",150680,47.59,9.59,0.691,21.38,279.01,409.07,46.6148166732375,0.555,72.25,4.47
"SANTARÉM NOVO","Pará",150690,65.22,2.53,0.587,37.47,184.51,203,10.0211370657417,0.424,88.75,8.64
"SANTO ANTÔNIO DO TAUÁ","Pará",150700,62.45,15.8,0.632,54.51,173.03,331.12,91.3656591342542,0.475,75.97,8.75
"SÃO CAETANO DE ODIVELAS","Pará",150710,60.48,17.54,0.585,31.04,182.99,247.8,35.4172359145308,0.464,79.83,7.52
"SÃO DOMINGOS DO ARAGUAIA","Pará",150715,44.02,9.99,0.594,28.12,224.71,400.66,78.3009211873081,0.454,78.12,5.8
"SÃO DOMINGOS DO CAPIM","Pará",150720,59.02,6.62,0.532,19.78,187.61,189.39,0.948776717658959,0.371,94.21,2.54
"SÃO FÉLIX DO XINGU","Pará",150730,23.84,14.06,0.594,5.8,496.39,423.85,-14.6135095388706,0.435,73.43,2.29
"SÃO FRANCISCO DO PARÁ","Pará",150740,39.26,9.3,0.608,27.55,248.22,279.19,12.4768350656676,0.476,67.96,4.17
"SÃO GERALDO DO ARAGUAIA","Pará",150745,38.69,10.55,0.595,11.98,267.87,322.95,20.5622130137753,0.415,74.18,1.65
"SÃO JOÃO DA PONTA","Pará",150746,60.83,14.81,0.583,59.09,155.47,206.18,32.6172251881392,0.448,87.5,11.05
"SÃO JOÃO DE PIRABAS","Pará",150747,61.76,2.32,0.539,45.06,149.85,215.54,43.8371705038372,0.415,87.36,4.32
"SÃO JOÃO DO ARAGUAIA","Pará",150750,26.18,19.76,0.55,23.73,129.78,216.86,67.0981661272923,0.349,81.25,7.87
"SÃO MIGUEL DO GUAMÁ","Pará",150760,51.75,12.2,0.591,41.44,245.48,299.95,22.1891803812938,0.453,77.02,18.87
"SÃO SEBASTIÃO DA BOA VISTA","Pará",150770,44.64,12.23,0.558,37.01,134.27,202.85,51.0761897668876,0.422,92.38,10.26
"SAPUCAIA","Pará",150775,42.09,10.17,0.59,27.89,335.51,426.86,27.2272063425829,0.469,65.55,1.68
"SENADOR JOSÉ PORFÍRIO","Pará",150780,38.02,7.26,0.514,17.9,193.78,219.97,13.5153266590979,0.361,88.37,3.15
"SOURE","Pará",150790,62.66,16.31,0.615,54.84,223.92,300.59,34.239907109682,0.513,75.92,7.73
"TAILÂNDIA","Pará",150795,30.85,13.16,0.588,14.24,304.87,300.85,-1.318594810903,0.433,78.1,4.23
"TERRA ALTA","Pará",150796,51.47,8.77,0.605,40.68,193.82,252.51,30.2806727891858,0.474,82.16,11.61
"TERRA SANTA","Pará",150797,35.77,9.56,0.635,31.85,154.11,338.44,119.609369930569,0.49,83.59,3.92
"TOMÉ-AÇU","Pará",150800,47.17,10.55,0.586,20.68,282.23,326.18,15.5724054848882,0.438,80.73,2.13
"TRACUATEUA","Pará",150803,41.16,6.55,0.531,25.52,115.22,195.97,70.083318868252,0.357,86.72,0.84
"TRAIRÃO","Pará",150805,41.38,11.43,0.562,7.58,213.48,322.61,51.1195428143152,0.395,81.94,1.32
"TUCUMÃ","Pará",150808,38.97,23.53,0.659,24.41,497.71,517.86,4.04854232384321,0.512,64.98,7.74
"TUCURUÍ","Pará",150810,57.2,10.05,0.666,40.32,354.61,534.02,50.593609881278,0.543,65.2,4.81
"ULIANÓPOLIS","Pará",150812,30.4,13.31,0.604,14.28,506.32,558.72,10.3491862853531,0.42,71.86,1.18
"URUARÁ","Pará",150815,24.73,7.43,0.589,9.88,410.59,353.67,-13.8629776662851,0.45,65.8,1.61
"VIGIA","Pará",150820,59.34,10.34,0.617,36.95,244.93,323.12,31.923406687625,0.487,72.19,7.78
"VISEU","Pará",150830,54.06,11.58,0.515,33.67,112.3,160.09,42.5556544968834,0.353,100.9,4.95
"VITÓRIA DO XINGU","Pará",150835,53.05,8.88,0.596,12.77,261.41,323.18,23.6295474541907,0.422,75.35,5.71
"XINGUARA","Pará",150840,29.84,12.05,0.646,15.83,443.22,520.57,17.4518297910744,0.519,63.24,2.12
"SERRA DO NAVIO","Amapá",160005,55.82,1.48,0.709,78.22,278.6,484.63,73.9519023689878,0.569,78.58,5.14
"AMAPÁ","Amapá",160010,62.35,10.87,0.642,49.46,273.32,406.9,48.8731157617445,0.498,87.74,3.65
"PEDRA BRANCA DO AMAPARI","Amapá",160015,45.79,3.25,0.626,52.93,181.08,397.98,119.781312127237,0.442,86.12,0
"CALÇOENE","Amapá",160020,76.79,6.19,0.643,57.06,240,417.71,74.0458333333333,0.488,81.99,7.62
"CUTIAS","Amapá",160021,63.64,17.14,0.628,34.61,150.14,287.41,91.428000532836,0.444,97.71,2.9
"FERREIRA GOMES","Amapá",160023,50.05,11.03,0.656,39.96,220.69,416.72,88.8259549594454,0.537,89.27,10.09
"ITAUBAL","Amapá",160025,35.64,8.4,0.576,38.97,175.36,213.26,21.6126824817518,0.415,96.74,5.93
"LARANJAL DO JARI","Amapá",160027,46.93,10.55,0.665,38.11,321.34,432.92,34.7233459886724,0.481,75.52,4.16
"MACAPÁ","Amapá",160030,44.51,11,0.733,39.19,506.43,717.88,41.753055703651,0.622,66.82,4.57
"MAZAGÃO","Amapá",160040,52.83,15.16,0.592,27.99,173.83,353.61,103.422884427314,0.434,99.04,5.59
"OIAPOQUE","Amapá",160050,31.37,19.67,0.658,56.86,526.35,598.38,13.6848104873183,0.537,82.74,10.14
"PORTO GRANDE","Amapá",160053,56.22,5.5,0.64,35.86,336.12,356.65,6.10793764131857,0.52,77.32,3.58
"PRACUÚBA","Amapá",160055,72.82,6,0.614,56.61,180.57,228.81,26.7154012294401,0.44,96.73,14.01
"SANTANA","Amapá",160060,38.85,9.24,0.692,31.32,328.83,469.24,42.6998753155126,0.562,77.05,5.18
"TARTARUGALZINHO","Amapá",160070,46.7,5.83,0.592,51.45,175.88,250.2,42.2560836934273,0.45,104.39,7.62
"VITÓRIA DO JARI","Amapá",160080,62.96,13.58,0.619,57.05,222,309.39,39.3648648648649,0.459,93.8,4.63
"ABREULÂNDIA","Tocantins",170025,30.08,21.91,0.665,11.58,186.14,624.03,235.247663049318,0.454,62.99,0
"AGUIARNÓPOLIS","Tocantins",170030,32.47,5.39,0.657,11.8,194.86,374.27,92.0712306271169,0.466,71.95,0
"ALIANÇA DO TOCANTINS","Tocantins",170035,36.7,10.94,0.663,34.98,254.82,357.08,40.1302880464642,0.544,65.47,0
"ALMAS","Tocantins",170040,51.07,9.68,0.636,8.9,219.3,369.39,68.4404924760602,0.42,76.1,0.79
"ALVORADA","Tocantins",170070,37.47,11.69,0.708,39.61,471.53,539.26,14.3638792865777,0.578,56.22,2.5
"ANANÁS","Tocantins",170100,68.08,16.01,0.671,18.28,241.29,380.36,57.6360396203738,0.496,70.9,1.68
"ANGICO","Tocantins",170105,62.39,2.51,0.648,32.32,218.35,288.86,32.2921914357683,0.485,77.24,0
"APARECIDA DO RIO NEGRO","Tocantins",170110,54.76,6.08,0.651,18.77,194.8,320.54,64.5482546201232,0.479,65.66,3.79
"ARAGOMINAS","Tocantins",170130,26.83,2.21,0.593,2.88,143.03,357.45,149.912605747046,0.402,69.08,0
"ARAGUACEMA","Tocantins",170190,18.4,8.08,0.639,16.14,263,308.94,17.467680608365,0.477,80.53,1.05
"ARAGUAÇU","Tocantins",170200,20.03,24.85,0.675,32.62,368.3,435.22,18.1699701330437,0.542,55.92,0.82
"ARAGUAÍNA","Tocantins",170210,47.54,22.9,0.752,31.25,423.56,737.63,74.1500613844556,0.58,59.13,6.44
"ARAGUANÃ","Tocantins",170215,7.5,4.01,0.604,2.62,278.68,372.96,33.8309171809961,0.388,78.88,0
"ARAGUATINS","Tocantins",170220,20.81,7.91,0.631,9.8,198.04,342.07,72.7277317713593,0.432,77.89,0.64
"ARAPOEMA","Tocantins",170230,24.33,12.79,0.68,9.01,319.2,442.33,38.5745614035088,0.48,69.44,1.59
"ARRAIAS","Tocantins",170240,31.82,21.69,0.651,17.78,286.18,418.64,46.2855545460899,0.474,78.31,3.8
"AUGUSTINÓPOLIS","Tocantins",170255,61.61,9.58,0.67,19.05,211.99,364.32,71.8571630737299,0.462,72.67,5.49
"AURORA DO TOCANTINS","Tocantins",170270,60.22,17.49,0.677,14.72,175.97,535.8,204.483718815707,0.486,57.25,14.34
"AXIXÁ DO TOCANTINS","Tocantins",170290,58.72,30.2,0.627,30.61,149.7,324.56,116.806947227789,0.432,80.84,3.4
"BABAÇULÂNDIA","Tocantins",170300,52.66,6.24,0.642,7.51,134.07,313.37,133.736108003282,0.397,66.38,0
"BANDEIRANTES DO TOCANTINS","Tocantins",170305,54.71,2.36,0.638,22.2,318.8,278,-12.7979924717691,0.445,62.59,2.63
"BARRA DO OURO","Tocantins",170307,66.4,8.27,0.603,10.82,117.2,256.28,118.668941979522,0.36,90.58,1.69
"BARROLÂNDIA","Tocantins",170310,52.29,0,0.642,26.76,275.33,335.26,21.7666073439146,0.497,58.32,0
"BERNARDO SAYÃO","Tocantins",170320,40.63,20.22,0.638,34.33,398.33,347.03,-12.8787688599905,0.504,63.76,0
"BOM JESUS DO TOCANTINS","Tocantins",170330,26.42,21.03,0.66,25.74,188.38,381.43,102.479031744347,0.396,79.38,19.2
"BRASILÂNDIA DO TOCANTINS","Tocantins",170360,53.79,36.34,0.684,29.17,228.01,428.48,87.9215823867374,0.505,66.78,6.87
"BREJINHO DE NAZARÉ","Tocantins",170370,51.85,1.55,0.686,41.62,235.47,414.87,76.1880494330488,0.487,75.75,2.76
"BURITI DO TOCANTINS","Tocantins",170380,55.45,12.88,0.627,43.83,145.99,287.05,96.6230563737242,0.462,82.2,23.41
"CACHOEIRINHA","Tocantins",170382,49.12,1.73,0.627,74.28,103.17,241.7,134.273529126684,0.443,88.54,5.72
"CAMPOS LINDOS","Tocantins",170384,7.75,3.42,0.544,2.5,211.95,292.64,38.070299598962,0.343,101.07,0
"CARIRI DO TOCANTINS","Tocantins",170386,42.13,0,0.662,22.65,386.4,425.49,10.1164596273292,0.528,56.05,0
"CARMOLÂNDIA","Tocantins",170388,45.02,31.42,0.64,22.36,171.94,382.31,122.350820053507,0.447,68.17,0
"CARRASCO BONITO","Tocantins",170389,44.09,5.78,0.594,51.09,112.41,234.45,108.566853482786,0.407,90.19,13.07
"CASEARA","Tocantins",170390,39.06,13.3,0.658,26.35,235.27,447.52,90.2154970884515,0.49,74.95,4.59
"CENTENÁRIO","Tocantins",170410,32.2,29.07,0.569,15.94,138.82,280.17,101.822503961965,0.407,75.57,0
"CHAPADA DE AREIA","Tocantins",170460,51,0,0.619,0,325.14,376.48,15.7901211785692,0.41,53.57,0
"CHAPADA DA NATIVIDADE","Tocantins",170510,29.61,4.37,0.62,2.57,293.29,315.34,7.51815609124074,0.401,74.71,0
"COLINAS DO TOCANTINS","Tocantins",170550,56.16,25.25,0.701,31.4,416.62,587.11,40.9221832845279,0.561,62.7,8.89
"COMBINADO","Tocantins",170555,74.23,16.58,0.697,43.47,285.2,455.39,59.6739130434783,0.526,65.53,5.84
"CONCEIÇÃO DO TOCANTINS","Tocantins",170560,20.97,10.95,0.592,14.24,203.47,310.96,52.8284267951049,0.422,90.8,3.16
"COUTO MAGALHÃES","Tocantins",170600,40.15,0.77,0.605,1.91,209.31,284.33,35.8415746978166,0.409,68.41,1.82
"CRISTALÂNDIA","Tocantins",170610,67.37,15.8,0.673,26.35,275.46,495.57,79.9063384883468,0.544,64.08,9.23
"CRIXÁS DO TOCANTINS","Tocantins",170625,28,2.09,0.644,11.72,206.93,341.27,64.9205045184362,0.491,59.26,0
"DARCINÓPOLIS","Tocantins",170650,39.34,3.57,0.581,24.3,145.93,327.64,124.518604810526,0.41,76.21,1.9
"DIANÓPOLIS","Tocantins",170700,50.29,11.66,0.701,19.02,288.49,528.6,83.2299213144303,0.515,75.9,3.02
"DIVINÓPOLIS DO TOCANTINS","Tocantins",170710,44.95,15.64,0.683,26.55,227.96,507.04,122.424986839796,0.503,64.56,12.36
"DOIS IRMÃOS DO TOCANTINS","Tocantins",170720,26.94,5.69,0.583,15.68,209.51,245.98,17.4072836618777,0.439,62.11,2.94
"DUERÉ","Tocantins",170730,23.87,1.83,0.679,13.74,271.61,467.9,72.2690622583852,0.5,67.4,0
"ESPERANTINA","Tocantins",170740,22.95,17.81,0.57,27.96,101.11,174.51,72.5942043319157,0.357,95.21,3.77
"FÁTIMA","Tocantins",170755,75.56,8.45,0.697,35.8,274.57,464.94,69.3338675019121,0.543,64.94,3.19
"FIGUEIRÓPOLIS","Tocantins",170765,59,0,0.689,10.63,285.94,498.31,74.2708260474225,0.553,59.32,2.05
"FILADÉLFIA","Tocantins",170770,35.08,10.23,0.621,21.59,230.73,291.57,26.3684826420492,0.447,77.3,1.88
"FORMOSO DO ARAGUAIA","Tocantins",170820,37.17,3.25,0.67,15.81,331.73,429.17,29.3732855032707,0.507,62.89,0.68
"FORTALEZA DO TABOCÃO","Tocantins",170825,58.74,45.2,0.659,26.19,322.22,370,14.8283781267457,0.473,68.32,16
"GOIANORTE","Tocantins",170830,29.11,4.02,0.621,10.17,221.7,329.64,48.6874154262517,0.416,64.7,0
"GOIATINS","Tocantins",170900,34.52,13.42,0.576,7.08,138.29,232.19,67.9007881987129,0.347,88.84,0.89
"GUARAÍ","Tocantins",170930,59.73,8.91,0.741,34.64,339.9,722.83,112.659605766402,0.559,59.24,4.01
"GURUPI","Tocantins",170950,52.67,11.49,0.759,19.59,483.91,778.9,60.9596825856047,0.61,55.49,3.44
"IPUEIRAS","Tocantins",170980,67.92,4.17,0.62,30,138.62,288.55,108.1589958159,0.384,75.6,5.47
"ITACAJÁ","Tocantins",171050,24.26,1.29,0.612,6.19,224.99,304.55,35.3615716254056,0.426,72.59,0
"ITAGUATINS","Tocantins",171070,40.15,16.58,0.616,32.82,145.6,281.62,93.4203296703297,0.378,78.68,2.15
"ITAPIRATINS","Tocantins",171090,18.84,18.02,0.601,6.67,119.01,357.54,200.428535417192,0.382,70.06,0
"ITAPORÃ DO TOCANTINS","Tocantins",171110,20.69,1.6,0.65,18.11,292.11,363.13,24.3127588921981,0.515,62.08,0
"JAÚ DO TOCANTINS","Tocantins",171150,43.68,7.95,0.662,7.81,245.49,523.53,113.259195893926,0.471,57.79,2.03
"JUARINA","Tocantins",171180,25.5,0.94,0.584,46.32,159.55,265.5,66.4055155123786,0.448,60.79,0
"LAGOA DA CONFUSÃO","Tocantins",171190,18.95,8,0.627,12.08,324.33,404.61,24.7525668300805,0.479,67.38,1.1
"LAGOA DO TOCANTINS","Tocantins",171195,50.63,16.6,0.579,0,77.29,235.28,204.41195497477,0.317,92.1,0
"LAJEADO","Tocantins",171200,70.11,31.47,0.675,56.47,312.38,527.21,68.7720084512453,0.506,55.54,0
"LAVANDEIRA","Tocantins",171215,29.54,15.37,0.66,0,95.03,330.96,248.268967694412,0.431,55.4,0
"LIZARDA","Tocantins",171240,16.45,7.79,0.57,1.52,132.48,302.83,128.585446859903,0.388,91.94,0
"LUZINÓPOLIS","Tocantins",171245,48.59,2.13,0.639,62.05,154.55,319.83,106.942736978324,0.454,76.82,1.14
"MARIANÓPOLIS DO TOCANTINS","Tocantins",171250,33.74,20.6,0.631,24.12,334.64,403.96,20.7147979918719,0.497,63.33,4.77
"MATEIROS","Tocantins",171270,29.5,1.52,0.607,25.57,98.94,307.46,210.753992318577,0.281,101.22,0
"MAURILÂNDIA DO TOCANTINS","Tocantins",171280,39.35,5.64,0.58,15.6,120.08,233.68,94.6035976015989,0.383,79.61,0
"MIRACEMA DO TOCANTINS","Tocantins",171320,56.15,16.89,0.684,30.16,528.85,533.46,0.871702751252721,0.58,62.56,5.06
"MIRANORTE","Tocantins",171330,25.19,7.59,0.662,13.92,361.49,410.45,13.5439431242911,0.508,60.27,0.58
"MONTE DO CARMO","Tocantins",171360,29.47,13.36,0.622,8.92,195.11,351.96,80.3905489211214,0.413,78.33,2.29
"MONTE SANTO DO TOCANTINS","Tocantins",171370,55.79,1.32,0.62,0,221.55,280.98,26.824644549763,0.454,58.79,0
"PALMEIRAS DO TOCANTINS","Tocantins",171380,46.45,5.66,0.628,19.96,140.71,307.43,118.484826949044,0.435,80.05,1.08
"MURICILÂNDIA","Tocantins",171395,23.8,20.53,0.596,8.07,190.55,234.22,22.9178693256363,0.386,70.48,6.08
"NATIVIDADE","Tocantins",171420,40.93,6.91,0.673,15.96,282.97,446.32,57.726967523059,0.476,77.59,0
"NAZARÉ","Tocantins",171430,52.01,9.34,0.643,45.57,156.2,302.39,93.5915492957747,0.482,71.61,4.73
"NOVA OLINDA","Tocantins",171488,33.79,10.48,0.631,10.12,285.24,365.84,28.2569064647314,0.467,67.62,4
"NOVA ROSALÂNDIA","Tocantins",171500,46.1,30.42,0.661,11.58,309.21,299.38,-3.17906924096892,0.556,70.32,2.6
"NOVO ACORDO","Tocantins",171510,40.58,9.04,0.639,32.04,293.96,374.83,27.5105456524697,0.473,81.1,0
"NOVO ALEGRE","Tocantins",171515,76.45,26.19,0.699,82.71,230.74,433.31,87.7914535841206,0.544,60.48,18.02
"NOVO JARDIM","Tocantins",171525,14.55,2.16,0.596,0,203.95,259.32,27.1488109830841,0.371,84.95,0
"OLIVEIRA DE FÁTIMA","Tocantins",171550,46.59,2.61,0.675,18.91,457.93,396.97,-13.312078265237,0.496,68.37,0
"PALMEIRANTE","Tocantins",171570,29.64,4.86,0.571,17.56,113.66,267.76,135.579799401724,0.326,77.31,2.7
"PALMEIRÓPOLIS","Tocantins",171575,56.75,0,0.673,22.39,339.21,463.45,36.6262787064061,0.545,56.03,0.85
"PARAÍSO DO TOCANTINS","Tocantins",171610,65.06,10.16,0.764,28.24,620.01,899.57,45.0895953291076,0.613,55.44,3.37
"PARANÃ","Tocantins",171620,46.89,5.59,0.595,2.64,175.47,311.37,77.4491366045478,0.334,83.7,0
"PAU D'ARCO","Tocantins",171630,29.98,30.69,0.661,21,241.66,380.41,57.4153769759166,0.426,74.17,8.13
"PEDRO AFONSO","Tocantins",171650,67.87,18,0.732,43.88,319.3,618.56,93.7237707485124,0.546,70.08,11.64
"PEIXE","Tocantins",171660,42.14,10.42,0.674,16.22,244.1,547.9,124.457189676362,0.482,65.43,0.79
"PEQUIZEIRO","Tocantins",171665,25.28,17.7,0.627,8.95,207.38,313.34,51.0946089304658,0.433,65.32,0
"COLMÉIA","Tocantins",171670,42.78,9.28,0.671,22.3,294.77,442.96,50.2730942768939,0.502,62.73,3.52
"PINDORAMA DO TOCANTINS","Tocantins",171700,47.67,5.57,0.605,14.67,221.36,293.47,32.5758944705457,0.423,64.27,2.13
"PIRAQUÊ","Tocantins",171720,45.11,12.52,0.621,1.34,219.69,319.42,45.3957849697301,0.431,68.06,2.92
"PIUM","Tocantins",171750,30.94,15.96,0.65,7.99,305.06,411.25,34.8095456631482,0.487,67.42,0
"PONTE ALTA DO BOM JESUS","Tocantins",171780,28.04,10.31,0.603,19.19,228.3,313.2,37.1879106438896,0.411,73.59,0
"PONTE ALTA DO TOCANTINS","Tocantins",171790,32.77,2.42,0.624,27.4,249.79,308.4,23.4637095159934,0.461,74.55,6.92
"PORTO ALEGRE DO TOCANTINS","Tocantins",171800,25.47,22.6,0.645,21.85,150.71,305.98,103.025678455312,0.44,87.98,0
"PORTO NACIONAL","Tocantins",171820,54.03,14.92,0.74,23.57,375.93,621.1,65.2169286835315,0.562,64.13,1.9
"PRAIA NORTE","Tocantins",171830,57.4,11.53,0.583,31.94,89.39,210.53,135.51851437521,0.374,90.32,8.95
"PRESIDENTE KENNEDY","Tocantins",171840,43.32,3.36,0.669,24.75,236.29,398.02,68.4455541918829,0.527,67.36,0.61
"PUGMIL","Tocantins",171845,47.33,6.88,0.669,49.29,229.71,380.52,65.6523442601541,0.45,68.7,1.53
"RECURSOLÂNDIA","Tocantins",171850,15.85,4.8,0.5,3.82,104.2,168.85,62.0441458733205,0.33,86.34,0
"RIACHINHO","Tocantins",171855,25.61,11.53,0.572,8,99.31,182.97,84.2412647266136,0.361,79.99,1.66
"RIO DA CONCEIÇÃO","Tocantins",171865,58.56,25.33,0.608,34.06,156.84,256.83,63.7528691660291,0.412,83.49,2.02
