Código;Espacialidades;Taxa de desocupação - 18 anos ou mais 2010;Taxa de desocupação - 18 a 24 anos 2010;Taxa de desocupação - 25 a 29 anos 2010;IDHM 1991;IDHM 2000;IDHM 2010;IDHM Renda 1991;IDHM Renda 2000;IDHM Renda 2010;% de 0 a 5 anos na escola 2010;% de 18 a 24 anos na escola 2010;% de 25 a 29 anos na escola 2010;Taxa de frequência bruta à pré-escola 2010;Taxa de frequência bruta ao superior 2010;Taxa de frequência líquida à pré-escola 2010;Taxa de frequência líquida ao superior 2010;Renda per capita 1991;Renda per capita 2000;Renda per capita 2010
3201704;Conceição do Castelo;3.49;9.27;4.13;0.408;0.551;0.67;0.514;0.604;0.685;50;27.02;10.29;75.7;28.43;66.68;14.27;196.43;342.8;567.83
2908408;Conceição do Coité;6.39;12.55;8.75;0.313;0.446;0.611;0.448;0.507;0.587;43;29.28;12.23;86.98;11.56;59.22;5.01;130.13;187.56;309.61
2908507;Conceição do Jacuípe;13.33;24.91;18.23;0.397;0.531;0.663;0.518;0.569;0.63;45;33.87;8.61;80.39;16.24;52.45;6.62;201.29;275.12;403.18
2103554;Conceição do Lago-Açu;2.17;6.85;2.68;0.206;0.309;0.512;0.397;0.395;0.492;51;35.35;10.76;109.87;10.34;73.66;1.43;94.65;93.24;170.79
3117504;Conceição do Mato Dentro;7.25;17.68;11.58;0.318;0.43;0.634;0.481;0.533;0.622;19;21.94;8.32;41.53;6.18;37.2;2.91;159.2;220.95;384.42
3117603;Conceição do Pará;5.06;7.14;7.5;0.473;0.572;0.7;0.559;0.573;0.687;39;16.99;4.43;74.56;9.41;62.61;5.56;258.91;282.65;576.48
3117702;Conceição do Rio Verde;5.58;11.25;8.59;0.432;0.581;0.665;0.55;0.659;0.675;39;23.8;8.27;81.6;9.24;65.91;5.83;245.9;483.03;533.38
3117801;Conceição dos Ouros;2.84;6.91;3.19;0.459;0.6;0.703;0.545;0.632;0.668;40;22.99;12.09;74.92;24.67;61.91;13.15;236.94;409.5;509.52
1705607;Conceição do Tocantins;7.93;20.09;9.29;0.31;0.422;0.592;0.447;0.52;0.588;36;36.57;11.73;21.94;9.72;20.97;6.18;129.39;203.47;310.96
3512209;Conchal;4.72;10.47;3.78;0.468;0.602;0.708;0.643;0.663;0.699;51;22.95;9.35;77.26;17.07;70.33;10.9;438.33;494.44;617.76
3512308;Conchas;5.96;12.86;6.71;0.538;0.658;0.736;0.676;0.726;0.725;56;19.27;2.96;82.85;17.58;66.03;10.88;538.6;731.67;730.42
4204301;Concórdia;2.27;4.92;2.01;0.563;0.71;0.8;0.658;0.729;0.777;56;33.18;13.41;75.61;49.37;69.23;25.58;478.84;746.42;1009.49
1502756;Concórdia do Pará;5.24;9.94;5.78;0.287;0.402;0.566;0.529;0.544;0.56;46;38.2;15.07;73.2;9.77;59.25;4;215.28;235.7;260.68
2504504;Condado;7.01;12.11;10.77;0.338;0.428;0.594;0.418;0.476;0.573;41;21.09;7.42;91.54;14.75;75.13;7.67;107.97;155.14;282.25
2604601;Condado;14.76;28.94;20.75;0.374;0.476;0.602;0.484;0.488;0.581;41;30.57;19.37;96.18;14.51;71.68;5.87;162.32;166.57;297.68
2504603;Conde;7.65;14.11;10.99;0.303;0.422;0.618;0.423;0.516;0.591;39;23.98;14.46;70.42;6.77;56.56;2.43;111.04;198.34;316.81
2908606;Conde;9.99;17.29;11.7;0.258;0.398;0.56;0.4;0.48;0.551;49;36.05;17.24;61.02;5.7;55.18;1.67;96.7;158.34;246.81
2908705;Condeúba;6.57;10.26;8.04;0.298;0.419;0.582;0.466;0.517;0.559;46;30.5;11.62;61.09;8.5;54;2.93;145.68;199.91;260.07
4305702;Condor;3.27;6.54;5.46;0.473;0.609;0.747;0.58;0.654;0.735;29;28.28;10.48;41.85;30.78;41.85;17.69;295.3;467.25;777.62
3117836;Cônego Marinho;14.33;28.32;11.87;0.306;0.44;0.621;0.39;0.402;0.55;31;32.9;7.43;42.89;15.81;41.29;6.88;90.6;97.85;245.64
3117876;Confins;6.27;12.76;5.48;0.464;0.634;0.747;0.538;0.607;0.706;61;22.7;13.22;115.44;24.33;70.83;9.79;227.6;348.75;647.2
5103353;Confresa;5.32;5.48;8.3;0.287;0.451;0.668;0.475;0.594;0.66;31;32.6;17.06;57.61;16.48;54.3;6.7;153.9;323.27;484.89
2504702;Congo;2.71;4.64;7.65;0.271;0.441;0.581;0.387;0.482;0.562;51;17.11;4.21;84;8.97;72.66;3.35;88.73;161.03;263.84
3117900;Congonhal;2.84;8.18;4.2;0.473;0.59;0.712;0.605;0.623;0.681;29;19.71;4.76;77.11;17.78;74.99;10.45;344.71;385.86;553.81
3118007;Congonhas;8.99;15.01;11.08;0.495;0.637;0.753;0.611;0.645;0.732;40;35.31;11.76;73.39;24.6;63.36;13.68;358.04;443.57;760.35
3118106;Congonhas do Norte;6.67;13.16;10.66;0.294;0.451;0.568;0.454;0.529;0.566;25;20.57;11.75;59.77;14.34;48.9;2.27;134.56;215.01;270.3
4106001;Congonhinhas;5.42;6.68;11.86;0.397;0.534;0.668;0.484;0.57;0.655;37;33.37;16.08;54.04;29.71;51.07;13.12;162.57;276.95;471.57
3118205;Conquista;3.3;6.13;3.71;0.454;0.615;0.729;0.555;0.684;0.714;36;23.97;7.87;54.73;20.47;47.73;14.8;253.38;565.4;678.21
5103361;Conquista D'Oeste;5.22;5.85;8.57;0.276;0.456;0.718;0.5;0.539;0.707;41;27.05;10.41;65.84;26.39;57.76;10.18;179.56;228.57;650.3
3118304;Conselheiro Lafaiete;7.55;14.66;10.75;0.537;0.666;0.761;0.612;0.669;0.736;42;29.26;12.74;82.06;33.44;63.93;16.07;360.62;515.08;781.59
4106100;Conselheiro Mairinck;5.39;12.6;6.71;0.422;0.588;0.707;0.525;0.675;0.675;51;35.34;12.26;79.13;28.75;64.46;17.93;210.36;533.31;534.5
3118403;Conselheiro Pena;7.01;14.64;7.43;0.411;0.578;0.662;0.527;0.634;0.646;27;24.03;6.53;60.17;20.34;44.59;10.24;212.17;412.79;445.95
3118502;Consolação;5.11;13.82;9.85;0.385;0.538;0.673;0.495;0.551;0.627;57;9.86;2.29;77.13;10.76;65.7;6.28;174.56;246.92;395.33
4305801;Constantina;4.11;5.4;6.37;0.488;0.63;0.754;0.572;0.653;0.726;30;27.24;7.5;81.9;27.8;69.99;17.93;281.14;466.21;732.39
3118601;Contagem;6.95;13.68;7.65;0.512;0.651;0.756;0.631;0.683;0.745;44;31.12;18.53;79;37.4;60.99;15.96;406.37;561.76;824.3;;0.75;;856.16;;0.74;;794.45
4106209;Contenda;3.73;8.57;3.62;0.433;0.601;0.681;0.587;0.633;0.697;28;18.75;8.92;15.31;16.63;15.31;8.89;309.2;411.42;612.8
2908804;Contendas do Sincorá;10.56;23.35;14.25;0.299;0.417;0.577;0.449;0.502;0.579;44;32.25;17.86;51.11;10.56;47.63;3.8;130.8;181.91;293.12
3118700;Coqueiral;4.83;11.71;2.99;0.456;0.579;0.694;0.553;0.621;0.663;29;19.39;8.38;63.42;14.54;58.9;9.74;250.04;380.87;495.77
4305835;Coqueiro Baixo;;;;0.385;0.582;0.692;0.573;0.636;0.703;28;17.32;6.02;57.38;14.87;57.38;8.42;283.54;418.35;634.31
4305850;Coqueiros do Sul;1.13;7.9;;0.422;0.601;0.746;0.508;0.611;0.806;40;16.26;9.69;52.64;16.99;52.64;11.24;188.24;358.33;1208.56
2702207;Coqueiro Seco;13.09;30.21;19.93;0.344;0.466;0.586;0.485;0.511;0.582;44;27.35;8.94;78.4;8.97;49.72;4.48;163.51;192.9;299.47
3118809;Coração de Jesus;8.35;15.36;16.93;0.328;0.517;0.642;0.451;0.55;0.575;36;19.22;12.45;64.56;18.92;57.33;7.65;132.37;244.91;287.28
2908903;Coração de Maria;9.3;16.27;12.52;0.309;0.434;0.592;0.493;0.502;0.558;42;36.49;13.74;50.44;9.4;33.83;4.02;172.45;181.35;257.21
4106308;Corbélia;2.26;5.76;1.2;0.497;0.625;0.738;0.579;0.654;0.728;49;32.11;10.69;76.37;35.56;62.77;22.96;293.95;468.73;743.65
3301504;Cordeiro;6.6;13;9.45;0.552;0.644;0.729;0.63;0.678;0.724;58;33.59;11.6;102.45;28.69;78.37;13.17;403.08;544.35;724.29
3512407;Cordeirópolis;7.97;17.01;5.38;0.578;0.706;0.758;0.677;0.725;0.754;57;22.48;15.21;105.03;35.46;89.18;13.11;540.82;726.8;873.87
2909000;Cordeiros;8.12;19.1;12.13;0.265;0.386;0.579;0.396;0.479;0.561;51;24.24;8.3;42.64;8.51;42.64;4.83;94.26;157.64;263.24
4204350;Cordilheira Alta;3.4;7.31;4.1;0.455;0.651;0.747;0.558;0.696;0.735;52;16.5;3.18;107.57;15.46;78.47;11.56;258.29;606.98;773.44
3118908;Cordisburgo;4.67;10.41;3.93;0.415;0.567;0.656;0.521;0.611;0.644;29;25.03;7.72;72.96;16.08;72.96;10.72;205.14;358.07;440.09
3119005;Cordislândia;3.08;8.95;0.98;0.455;0.599;0.66;0.559;0.592;0.654;39;18.17;10.13;71.81;19.04;66.22;10.31;259.33;318.96;468.59
2304004;Coreaú;7.13;12.81;8.73;0.302;0.406;0.61;0.427;0.444;0.526;41;20.98;4.91;72.51;16.89;56.33;10.79;114.08;126.82;210.65
2504801;Coremas;8.06;15.96;9.2;0.304;0.424;0.592;0.432;0.49;0.578;36;28.22;8.91;65.26;16.13;56.16;6.97;117.39;168.34;291.3
5003108;Corguinho;5.84;13.91;3.98;0.334;0.502;0.671;0.531;0.602;0.684;24;27.34;8.4;59.87;30.66;52.61;14.72;218.18;339.21;566.09
2909109;Coribe;8.38;15.98;9.38;0.314;0.397;0.6;0.464;0.429;0.545;42;33.27;10.03;54.27;6.57;48.71;1.94;143.52;115.46;237.03
3119104;Corinto;7.74;17.44;9.16;0.452;0.595;0.68;0.578;0.622;0.664;33;42.98;18.83;53.6;17.32;52.03;8.89;291.55;383.18;499.56
4106407;Cornélio Procópio;6.23;16.62;7.19;0.554;0.689;0.759;0.638;0.7;0.746;41;43;18.65;62.99;53.54;47.29;28.54;423.61;622.44;828.19
3119203;Coroaci;4.95;11.4;3.22;0.338;0.501;0.626;0.433;0.57;0.613;38;23.63;8.32;51.95;11.34;51;6.26;118.25;278.51;362.9
3512506;Coroados;4.03;9.92;5.35;0.479;0.63;0.719;0.64;0.659;0.704;47;22.39;5.47;59.75;23.79;59.75;14.08;429.97;483.85;638.21
2103604;Coroatá;8.21;19.58;11.89;0.287;0.376;0.576;0.403;0.446;0.545;39;27.65;11.52;65.87;9.17;56.15;2.48;98.33;127.96;237.3
3119302;Coromandel;3.42;8.32;5.53;0.488;0.653;0.708;0.599;0.663;0.73;25;27.05;9;36.07;27.26;33.53;15.3;332.93;493.92;753.35
4305871;Coronel Barros;1.3;5.62;2.2;0.451;0.612;0.744;0.565;0.642;0.793;20;22.25;4.11;66.11;31.94;66.11;17.15;268.61;435.9;1112.14
4305900;Coronel Bicaco;6.27;15.86;10.08;0.445;0.579;0.665;0.543;0.624;0.667;35;26.74;6.88;54.53;25.67;49.57;15.58;234.61;389.75;509.04
4106456;Coronel Domingos Soares;2.89;6.48;6.31;0.26;0.426;0.6;0.462;0.508;0.609;22;30.45;7.97;27.86;11.96;22.26;6.28;141.56;189.08;353.16
2402808;Coronel Ezequiel;5.37;13.29;7.82;0.329;0.416;0.587;0.369;0.444;0.545;45;21.71;11.59;63.03;6.38;51.42;3.99;79.25;126.52;238.25
3119401;Coronel Fabriciano;9.98;15.57;12.56;0.503;0.648;0.755;0.617;0.67;0.715;41;25.8;12.14;90.99;32.03;75.2;14.69;372.65;517.45;685.48
4204400;Coronel Freitas;1.76;4.69;4.48;0.449;0.606;0.744;0.563;0.657;0.732;51;28.09;9.35;91.78;27.63;80.19;18.02;266.53;477.32;759.01
2402907;Coronel João Pessoa;2.83;4.19;8.89;0.263;0.408;0.578;0.341;0.437;0.549;50;23.82;14.5;24.7;20.51;20.57;10.24;66.81;121.31;243.22
2909208;Coronel João Sá;3.6;9.57;2.96;0.176;0.328;0.535;0.418;0.422;0.545;49;28.53;8.22;89.36;5.38;71.1;2.02;107.85;110.42;238.18
2202851;Coronel José Dias;7.1;15.5;7.87;0.216;0.386;0.546;0.382;0.45;0.518;44;33.82;11.18;60.23;13.73;56.83;6.93;86.09;131.75;200.41
3512605;Coronel Macedo;7.8;16.9;4.8;0.401;0.561;0.69;0.566;0.608;0.653;43;17.62;4.19;69.96;16.17;64.23;10.32;270.38;350.87;465.29
4204459;Coronel Martins;1.05;1.24;2.66;0.385;0.588;0.696;0.485;0.602;0.678;38;18.68;20.52;84.81;31.87;75.61;11.61;163.81;339.78;543.22
3119500;Coronel Murta;10.34;18.23;19.4;0.334;0.515;0.627;0.435;0.503;0.578;42;24.32;7.99;57.07;10.14;49.93;5.66;120.19;182.84;291.66
3119609;Coronel Pacheco;5.69;8.73;8.06;0.436;0.595;0.669;0.526;0.631;0.673;28;28.45;8.71;72.21;14.75;72.21;9.25;211.64;405.33;525.62
4305934;Coronel Pilar;0.29;3.06;;0.519;0.602;0.727;0.595;0.707;0.766;33;26.9;7.2;68.3;26.22;68.3;18.84;324.21;650.91;942.36
5003157;Coronel Sapucaia;4.94;10.02;5.1;0.337;0.488;0.589;0.545;0.585;0.607;23;28.01;16.7;28.86;17.52;24.57;9.93;237.27;305.67;350.37
4106506;Coronel Vivida;3.1;5.94;3.84;0.463;0.607;0.723;0.574;0.621;0.714;42;23.37;9.21;52.68;28.77;49.91;16.74;284.04;381.81;679.98
3119708;Coronel Xavier Chaves;4.54;3.87;2.66;0.342;0.529;0.677;0.477;0.553;0.67;28;33.6;10.4;95.22;22.88;83.28;15.41;155.94;249.61;518.32
3119807;Córrego Danta;1.3;1.7;4.79;0.424;0.596;0.692;0.577;0.644;0.683;46;31.99;22.74;59.78;20.93;59.78;15.14;290.71;441.38;561.81
3119906;Córrego do Bom Jesus;2.79;8.97;7.79;0.39;0.554;0.692;0.544;0.597;0.665;30;31.32;13.18;54.61;30.97;43.65;16.33;235.81;328.97;501.15
5205703;Córrego do Ouro;1.88;9.12;;0.428;0.55;0.686;0.536;0.578;0.696;51;21.51;3.51;36.89;24.37;36.89;13.06;224.62;291.65;608.31
3119955;Córrego Fundo;6.79;13.62;6.39;0.373;0.519;0.678;0.535;0.597;0.657;36;17.17;10.91;68.81;21.42;64.26;9.41;222.91;327.86;477.36
3120003;Córrego Novo;3;7.59;5.42;0.34;0.48;0.632;0.454;0.532;0.596;34;25.14;4.8;53.76;20.2;53.76;11.69;134.92;219.66;327.06
4204558;Correia Pinto;7.67;13.17;11.99;0.475;0.587;0.702;0.581;0.632;0.701;52;26.32;12.05;66.37;21.29;62.23;12.53;296.86;408.03;628.18
2202901;Corrente;8.3;13.68;9.79;0.386;0.474;0.642;0.48;0.544;0.62;30;49.42;23.97;55.9;36.43;48.62;15.14;158.52;236.06;378.39
2604700;Correntes;5;10.13;7.74;0.303;0.398;0.536;0.44;0.49;0.551;34;33.86;14.06;27.39;12.93;18.38;8.59;123.39;168.3;247.2
2909307;Correntina;7.04;17.33;6.5;0.279;0.442;0.603;0.454;0.504;0.575;35;33.58;15.17;64.62;12.5;60.65;4.92;134.99;183.7;285.96
2604809;Cortês;6.7;16.29;9.3;0.281;0.402;0.568;0.423;0.468;0.541;44;28.15;12.86;88.59;6.58;69.27;3.09;111.53;147.15;232.22
5003207;Corumbá;7.87;17.7;10.39;0.509;0.584;0.7;0.61;0.648;0.701;38;27.48;16.36;60.86;26.5;51.73;9.11;356.56;451.78;627.1
5205802;Corumbá de Goiás;6.4;11.3;5.3;0.333;0.5;0.68;0.55;0.616;0.665;19;24.72;12.16;28.77;30.9;24.71;14.11;244.87;370.44;503.01
5205901;Corumbaíba;3.16;5.72;3.29;0.427;0.573;0.698;0.586;0.637;0.703;51;21.09;7.7;61.43;18.43;48.18;9.38;306.06;421.22;635.98
3512704;Corumbataí;4.19;13.17;4.33;0.48;0.641;0.754;0.645;0.685;0.728;58;15.25;6.43;75.25;17.67;62.05;10.19;443.92;568.16;741.32
4106555;Corumbataí do Sul;3.58;9.07;5.1;0.304;0.507;0.638;0.437;0.512;0.632;28;21.14;9.11;15.18;15.59;15.18;5.69;121.25;193.47;409.02
1100072;Corumbiara;3.39;6.26;3.92;0.203;0.401;0.613;0.373;0.539;0.63;13;19.26;9.05;32.19;10.23;29.83;1.79;81.38;229;402.15
4204509;Corupá;2.01;2.65;2.04;0.535;0.652;0.78;0.662;0.685;0.768;41;25.05;13.42;81.31;24.31;74.44;11.69;492.92;568.77;951.63
2702306;Coruripe;10.52;21.79;12.23;0.317;0.419;0.626;0.477;0.515;0.591;43;30.18;13.34;62.41;12.33;46.04;5.53;155.81;197.45;315.85
3512803;Cosmópolis;11.01;19.96;12.55;0.529;0.665;0.769;0.679;0.699;0.746;45;20.82;10.13;74.19;18.36;70.58;8.63;547.19;621.13;829.25
3512902;Cosmorama;3.19;9.86;4.07;0.494;0.627;0.722;0.589;0.646;0.705;34;22.98;8.09;71.99;27.17;64.7;19.11;311.71;444.85;643.1
1100080;Costa Marques;4.34;8.49;7.59;0.425;0.486;0.611;0.553;0.598;0.616;31;23.25;16.53;68.2;19.67;55.72;5.67;250.08;331.08;370.77
5003256;Costa Rica;4.53;7.56;6.44;0.45;0.596;0.706;0.587;0.649;0.717;43;22.79;11.21;58.25;26.21;51.42;14.1;309;453.04;693.05
2909406;Cotegipe;9.71;21.28;11.83;0.261;0.405;0.59;0.413;0.472;0.545;43;25.93;5.67;70.74;11.02;52.6;3.47;104.36;150.64;237.5
3513009;Cotia;7.4;13.38;8.25;0.557;0.693;0.78;0.735;0.754;0.789;45;30.85;16.59;71.93;29.05;59.02;13.03;773.89;874.52;1085.66
4305959;Cotiporã;0.3;1.47;;0.505;0.645;0.741;0.639;0.702;0.767;56;21.89;6.22;39.15;27.94;33.64;17.73;425.67;632.21;943.48
5103379;Cotriguaçu;4.9;10.22;3.71;0.383;0.47;0.601;0.548;0.583;0.623;28;14.65;7.35;36.91;3.85;27.81;1.23;241.43;301.98;387.24
3120102;Couto de Magalhães de Minas;14.79;33.16;10.64;0.404;0.537;0.659;0.546;0.558;0.6;40;18.4;7;76.26;8.78;65.64;5.36;239.07;257.86;333.91
1706001;Couto Magalhães;10.6;17.45;11.73;0.274;0.409;0.605;0.489;0.525;0.574;19;20.66;12.46;40.15;12.61;40.15;4.4;168.14;209.31;284.33
4305975;Coxilha;0.8;3.48;1.87;0.415;0.594;0.706;0.558;0.61;0.693;39;20.56;6.46;54.56;23.49;54.56;12.45;257.7;355.2;596.9
5003306;Coxim;5.58;14.35;2.45;0.423;0.607;0.703;0.585;0.693;0.719;41;26.2;10.83;45.2;23.21;40.38;11.84;305.26;596.29;703.01
2504850;Coxixola;4.41;13.6;5.21;0.28;0.432;0.641;0.391;0.492;0.586;43;21.6;2.36;73.23;15.04;73.23;10.68;91.05;171.16;306.15
2702355;Craíbas;2.73;6.08;2.96;0.204;0.344;0.525;0.402;0.43;0.517;31;26.98;7.3;75.11;8.87;69.43;3.65;97.79;116;199.54
2304103;Crateús;9.96;17.21;12.48;0.36;0.503;0.644;0.478;0.546;0.618;43;21.08;10.57;81.56;15.65;64.17;6.08;156.33;239.4;373.18
2304202;Crato;8.4;18.79;9.05;0.444;0.577;0.713;0.533;0.599;0.655;51;35.68;12.88;86.81;34.68;65.12;19.32;221.16;333.37;470.46
3513108;Cravinhos;4.12;7.9;4.16;0.521;0.668;0.756;0.696;0.717;0.737;50;33.73;14.38;77.79;25.26;65.4;14.94;606.74;694.65;784.4
2909505;Cravolândia;7.39;13.89;12.08;0.287;0.442;0.599;0.374;0.473;0.559;45;29.85;11.5;52.7;3.55;51.23;1.64;82.07;151.57;259.87
4204608;Criciúma;4.13;8.04;4.27;0.584;0.703;0.788;0.678;0.741;0.786;57;31.47;16.23;67.67;43.38;56.12;22.51;542.21;802.98;1062.53
3120151;Crisólita;7.42;17.18;15.04;0.279;0.416;0.585;0.434;0.518;0.579;29;31.93;10.8;52.79;4.68;49.91;2.28;119.42;200.71;294.11
2909604;Crisópolis;3.78;6.48;4.31;0.251;0.366;0.543;0.448;0.48;0.542;50;23.62;8.03;82.57;9.04;65.96;3.28;130.13;158.54;232.6
4306007;Crissiumal;1.54;4.16;3.21;0.469;0.589;0.712;0.568;0.61;0.702;47;20.8;9.24;77.17;21.2;72.58;10.25;274.73;355.37;630.54
3120201;Cristais;3.07;2.81;1.55;0.384;0.583;0.692;0.562;0.657;0.736;34;16.98;4.01;55.19;14.25;55.19;8.76;264.49;477.98;780.18
3513207;Cristais Paulista;4.08;8.21;5.46;0.441;0.609;0.734;0.589;0.663;0.723;44;19.14;3.5;102.69;18.23;90.74;12.65;312.9;496.37;721.31
4306056;Cristal;5.19;12.86;2.45;0.433;0.537;0.644;0.641;0.613;0.687;8;20.65;5.08;17.77;14.79;16.44;8.83;432.59;362.45;575.45
1706100;Cristalândia;6.73;19.17;7.27;0.431;0.544;0.673;0.594;0.569;0.663;38;30.31;11.45;71.1;17.88;67.37;6.81;323.02;275.46;495.57
2203008;Cristalândia do Piauí;6.95;15.76;8.01;0.288;0.416;0.573;0.373;0.458;0.521;46;39.03;16.5;71.44;22.69;56.97;7.84;81.38;138.62;204.49
4306072;Cristal do Sul;1.56;6.68;;0.315;0.516;0.66;0.371;0.489;0.641;13;24.18;9.8;21.7;23.33;21.7;11.7;80.66;168.02;430.67
3120300;Cristália;12.47;21.13;12.96;0.28;0.452;0.583;0.424;0.451;0.518;30;13.45;8.55;43.82;6.26;42.72;1.88;111.84;132.2;200.51
5206206;Cristalina;6.93;12.75;6.75;0.474;0.578;0.699;0.586;0.646;0.716;34;20.24;10.22;41.74;17.95;33.73;7.4;307.52;444.33;686.9
3120409;Cristiano Otoni;10.32;25.13;13.38;0.442;0.562;0.695;0.513;0.584;0.651;29;22.37;4.32;64.14;16.12;63.19;12.01;194.98;302.95;458.68
5206305;Cristianópolis;2.08;3.55;4.04;0.403;0.623;0.688;0.591;0.656;0.703;35;6.57;3.59;67.06;12.27;67.06;4;316.09;475.5;635.46
3120508;Cristina;4.69;10.65;3.98;0.396;0.553;0.668;0.576;0.602;0.645;34;18.41;5.7;53.91;7.58;47.51;4.4;288.83;338.15;442.25
2801702;Cristinápolis;8.34;13.32;13.66;0.279;0.398;0.553;0.445;0.495;0.54;54;33.57;11.58;99.84;10.09;76.21;4.64;127.51;173.91;229.99
2203107;Cristino Castro;5.27;12.95;4.04;0.344;0.46;0.566;0.411;0.55;0.586;33;40.5;19.91;65.31;17.28;54.09;7.56;103.2;244.69;307.32
2909703;Cristópolis;7.32;9;14.92;0.282;0.427;0.614;0.449;0.47;0.546;33;23.4;8.68;56.4;16.48;48.65;4.95;130.66;149.21;239.23
5206404;Crixás;6.57;11.34;6.26;0.404;0.565;0.708;0.611;0.597;0.706;43;31.9;15.46;77.5;31.68;61.74;13.71;357.38;328.92;645.4
1706258;Crixás do Tocantins;4.67;10.66;8.48;0.316;0.491;0.644;0.455;0.523;0.603;37;31.77;10.22;30.55;23.16;28;13.69;136;206.93;341.27
2304236;Croatá;5.51;7.64;5.61;0.214;0.372;0.59;0.344;0.415;0.497;49;17.77;12.73;67.42;11.18;56.5;3.36;67.88;105.62;176.12
5206503;Cromínia;1.9;3.65;;0.429;0.617;0.706;0.574;0.64;0.692;38;26.96;12.72;70.83;39.5;66.81;20.87;284.25;429.74;592.36
3120607;Crucilândia;2.8;5.89;1.93;0.378;0.52;0.651;0.638;0.645;0.653;39;20.51;;71.41;12.9;69.32;10.43;424.54;442.87;464.17
2304251;Cruz;4.12;5.07;6.49;0.268;0.435;0.632;0.437;0.464;0.573;58;20.92;7.94;81.73;16.92;72.48;8.71;121.4;143.41;282.51
3513306;Cruzália;5.03;13.92;6.64;0.518;0.69;0.774;0.658;0.677;0.698;57;12.29;9.6;73.79;25.68;70.98;11.54;479.78;541.67;614.17
4306106;Cruz Alta;4.91;9.7;5.74;0.559;0.679;0.75;0.653;0.714;0.754;42;32.34;14.14;61.79;37.39;49.81;15.59;465.53;681.02;871.81
4306130;Cruzaltense;1.5;4.79;2.19;0.356;0.582;0.719;0.489;0.626;0.724;26;34.25;8.91;54.69;35.81;54.69;25.33;167.36;392.45;723.18
2909802;Cruz das Almas;15.32;28.26;20.81;0.451;0.574;0.699;0.528;0.592;0.659;52;32.7;13.84;90.2;29.99;72.61;13.47;213.47;317.61;481.8
2504900;Cruz do Espírito Santo;9.17;16.77;14.33;0.289;0.406;0.552;0.424;0.473;0.531;35;21.35;10.6;71.9;3.92;59.51;1.25;112.04;152.15;217.47
3513405;Cruzeiro;10.08;23.45;9.8;0.556;0.704;0.788;0.64;0.699;0.742;44;30.54;13.65;83.68;32.24;69.77;16.97;430.08;618.56;809.24
3120706;Cruzeiro da Fortaleza;5.9;16.2;10.02;0.521;0.64;0.696;0.593;0.671;0.72;34;29.41;11.06;31.48;31.46;31.48;19.18;320.13;519.8;707.8
4106571;Cruzeiro do Iguaçu;5.73;8.63;6.2;0.381;0.562;0.709;0.5;0.573;0.703;53;31.02;18.85;80.57;45.01;67.97;18.61;179.09;282.36;636.1
4106605;Cruzeiro do Oeste;6.12;9.67;9.58;0.455;0.623;0.717;0.573;0.648;0.698;51;29.86;10.06;52.54;32.58;50.96;13.52;282.82;451.05;617.44
1200203;Cruzeiro do Sul;7.44;15.52;9.52;0.398;0.51;0.664;0.513;0.564;0.648;37;30.9;16.44;54.89;22.88;46.31;10.86;194.63;266.84;450.06
4106704;Cruzeiro do Sul;3.4;6.28;3.63;0.437;0.582;0.713;0.541;0.618;0.682;45;17.88;6.42;55.26;19.4;50.11;9.78;231.15;374.11;558.9
4306205;Cruzeiro do Sul;1.86;3.79;4.41;0.506;0.637;0.723;0.61;0.679;0.746;50;29.07;15.8;58.04;31.81;52.94;14.69;356.28;548.57;832.23
2403004;Cruzeta;5.16;14.51;5.92;0.412;0.56;0.654;0.509;0.601;0.602;50;14.4;7.19;73.65;12.47;42.32;6.71;189.52;337.69;339.38
3120805;Cruzília;7.14;17.9;9.41;0.447;0.576;0.695;0.566;0.617;0.671;46;33.62;10.18;83.77;26.67;73.28;19.28;270.81;372.55;520.72
4106803;Cruz Machado;1.78;3.53;0.8;0.328;0.492;0.664;0.504;0.57;0.635;23;21.21;5.66;29.73;20.92;26.38;12.02;183.82;276.88;414.98
4106852;Cruzmaltina;3.4;9.53;8.13;0.379;0.546;0.666;0.477;0.543;0.65;49;27.37;5.15;56.62;29.83;56.62;15.33;156.03;234.93;456.21
3513504;Cubatão;13.19;23.49;14.95;0.517;0.634;0.737;0.651;0.677;0.716;44;23.77;10.63;75.03;20.26;68.65;10.03;459.63;540.04;689.21
2505006;Cubati;9.04;20.99;9.84;0.27;0.41;0.566;0.382;0.498;0.545;32;33.51;7.83;67.08;9.14;53.63;6.63;86.08;177.64;237.71
5103403;Cuiabá;6.02;13.41;8;0.569;0.692;0.785;0.698;0.756;0.8;44;39.99;19.81;61.75;52.63;52.64;24.48;615.55;882.97;1161.49;;0.8;;1189.32;;0.8;;1135.14
2505105;Cuité;5.34;10.1;6.68;0.277;0.432;0.591;0.397;0.495;0.574;43;39.08;24.23;70.74;23.09;56.83;13.64;94.33;173.87;284.57
2505238;Cuité de Mamanguape;14.13;33.09;17.61;0.217;0.328;0.524;0.373;0.469;0.529;38;33.89;14.83;66.59;11.34;58.92;3.65;81.56;147.78;214.92
2505204;Cuitegi;13.82;28.63;18.35;0.293;0.408;0.57;0.374;0.463;0.563;40;20.04;9.14;76.73;8.18;61.77;5.61;82.23;142.5;265.78
