Código;Espacialidades;Taxa de desocupação - 18 anos ou mais 2010;Taxa de desocupação - 18 a 24 anos 2010;Taxa de desocupação - 25 a 29 anos 2010;IDHM 1991;IDHM 2000;IDHM 2010;IDHM Renda 1991;IDHM Renda 2000;IDHM Renda 2010;% de 0 a 5 anos na escola 2010;% de 18 a 24 anos na escola 2010;% de 25 a 29 anos na escola 2010;Taxa de frequência bruta à pré-escola 2010;Taxa de frequência bruta ao superior 2010;Taxa de frequência líquida à pré-escola 2010;Taxa de frequência líquida ao superior 2010;Renda per capita 1991;Renda per capita 2000;Renda per capita 2010
3301900;Itaboraí;11.11;23.74;13.14;0.415;0.553;0.693;0.569;0.633;0.69;42;31.71;12.72;85.68;17.73;60.39;7.66;276.47;410.66;584.35
2914802;Itabuna;13.37;28.02;15.17;0.453;0.581;0.712;0.598;0.636;0.695;46;34.39;16.02;76.5;31.97;58.23;14.15;330.17;419.51;605.12
1710508;Itacajá;6.03;14.31;9.73;0.311;0.426;0.612;0.44;0.536;0.585;16;43.44;30.58;25.85;16.3;24.26;5.28;123.58;224.99;304.55
3132008;Itacambira;5.44;11.13;8.88;0.282;0.438;0.628;0.384;0.425;0.57;29;28.01;7.91;37.21;15.52;37.21;8.5;87.27;112.54;277.92
3132107;Itacarambi;14.35;24.97;19.01;0.336;0.511;0.641;0.452;0.519;0.593;53;24.61;13.81;55.32;15.83;54.7;7.03;133.26;201.66;321.22
2914901;Itacaré;7.77;15.49;10.44;0.241;0.384;0.583;0.471;0.487;0.594;40;28.13;11.88;40.68;4.83;32.83;0.38;150.26;165.24;323.3
1301902;Itacoatiara;8.72;17.68;9.34;0.408;0.491;0.644;0.532;0.544;0.618;29;36.76;17.33;32.2;16.99;25.48;6.75;218.63;235.91;373.71
2607406;Itacuruba;16.86;34.49;20.16;0.392;0.51;0.595;0.559;0.55;0.567;61;38.66;15.07;62.24;23.43;58.08;8.78;259.27;244.82;271.71
4310553;Itacurubi;0.24;0.65;;0.42;0.539;0.657;0.587;0.592;0.692;11;18.59;7.23;5.47;9.11;5.47;4.67;307.84;317.87;593.23
2915007;Itaeté;10.43;20.93;13.68;0.22;0.373;0.572;0.372;0.436;0.536;39;31.43;12.19;33.35;7.08;30.09;2.4;80.76;120.76;224.79
2915106;Itagi;9.47;19.58;13.64;0.265;0.397;0.543;0.403;0.503;0.543;33;35.55;12.97;50.33;11.57;36.88;4.73;97.98;183.4;234.8
2915205;Itagibá;18.78;31.67;26.35;0.296;0.421;0.589;0.418;0.469;0.566;44;26.01;8.55;56.96;8.53;46.44;3.33;107.93;148.3;270.27
2915304;Itagimirim;15.04;27.15;15.6;0.309;0.493;0.634;0.477;0.573;0.602;44;26.23;7.29;66.07;13.86;58.02;4.47;156.04;282.54;339.65
3202702;Itaguaçu;2.21;6.47;1.55;0.471;0.612;0.702;0.548;0.629;0.672;41;22.52;4.39;57.96;19.54;56.32;15.16;241.9;400.42;522.25
2915353;Itaguaçu da Bahia;5.75;10.95;6.81;0.203;0.378;0.562;0.326;0.449;0.55;29;23.46;6.84;59.52;5.46;53.5;1.41;60.97;130.99;245.68
3302007;Itaguaí;12.03;20.49;13.99;0.483;0.589;0.715;0.595;0.663;0.703;42;26.25;10.33;65.86;20.14;54.47;9.42;324.74;493.91;635.5
4110904;Itaguajé;7.08;15.17;10.73;0.44;0.596;0.707;0.554;0.654;0.672;44;19.42;7.9;50.17;15.55;46.49;10.81;251.41;469.25;523.98
3132206;Itaguara;2.17;3.52;3.43;0.415;0.572;0.691;0.571;0.636;0.697;33;23.77;11.33;67.08;28.69;62.88;15.67;279.72;418.14;610.65
5210562;Itaguari;3.01;2.07;5.79;0.44;0.577;0.693;0.519;0.63;0.683;38;18.68;4.5;65.56;15.73;65.56;8.24;202.41;403.97;560.17
5210604;Itaguaru;2.69;7.07;5.49;0.441;0.591;0.718;0.557;0.649;0.689;32;23.42;10.03;72.06;34.53;65.56;16.29;256.67;452.63;580.67
1710706;Itaguatins;5.44;16.55;7.07;0.258;0.378;0.616;0.433;0.466;0.572;41;26.02;5.64;59.87;12.49;40.15;2.82;118.62;145.6;281.62
3521804;Itaí;7.45;17.26;11.98;0.442;0.581;0.713;0.603;0.629;0.692;37;11.05;6.56;76.9;11.14;75.31;4.43;341.94;400.91;594.77
2607505;Itaíba;4.11;7.55;6.05;0.236;0.347;0.51;0.404;0.471;0.531;33;37.45;15;52.06;8.98;46.49;2.92;98.85;150.17;218.32
2306207;Itaiçaba;10.2;23.04;7.71;0.346;0.496;0.656;0.403;0.469;0.581;52;26.61;6.73;40.45;27.18;36.27;14.89;97.99;148.11;296.81
2205003;Itainópolis;4.96;10.15;7.08;0.196;0.397;0.541;0.361;0.52;0.545;31;34.03;14.58;65.94;12.47;62.64;3.55;75.69;203.34;237.76
4208104;Itaiópolis;2.45;4.12;2.61;0.428;0.562;0.708;0.53;0.586;0.7;37;19.61;4.95;58.15;14.53;55.53;6.54;216.16;307.47;625.36
2105351;Itaipava do Grajaú;12.32;17.54;17.55;0.143;0.319;0.518;0.391;0.422;0.456;40;43.27;20.11;82.19;10.11;64.15;4.06;90.95;110.34;136.77
3132305;Itaipé;4.75;12.33;2.89;0.259;0.414;0.552;0.415;0.521;0.57;18;29.74;6.19;26.8;13.85;26.8;7.26;105.95;204.43;277.8
4110953;Itaipulândia;3.55;3.81;5.45;0.454;0.633;0.738;0.583;0.656;0.779;56;35.78;16.65;74.66;32.07;65.02;18.56;302;475.49;1019.87
2306256;Itaitinga;11.22;25.01;9.49;0.32;0.475;0.626;0.456;0.512;0.583;51;21.59;7.17;83.27;5.35;63.28;3.02;136.44;193.25;300.15
1503606;Itaituba;7.36;14.85;8.98;0.355;0.489;0.64;0.562;0.591;0.644;36;29.34;13.57;71.7;13.91;56.53;4.83;263.77;315.66;440.6
2404853;Itajá;5.14;7.72;9.09;0.3;0.454;0.624;0.412;0.495;0.586;47;25.62;6.84;82.02;12.48;75.18;7.45;103.82;173.9;306
5210802;Itajá;3.63;6.73;9.25;0.462;0.568;0.691;0.605;0.644;0.692;43;32.83;12.48;53.8;30.72;47.81;18.46;345.81;439.47;592.1
4208203;Itajaí;4.48;8.61;4.33;0.588;0.688;0.795;0.679;0.733;0.778;56;27.09;13.88;62.44;36.85;52.84;17.74;548.39;764.9;1014
3521903;Itajobi;3.87;8.18;6.05;0.506;0.643;0.73;0.63;0.663;0.727;50;19.52;8.2;119.87;19.47;84.79;12.56;403.56;494.29;739.45
3522000;Itaju;2.92;6.37;5.72;0.522;0.643;0.705;0.566;0.646;0.696;55;19;12.94;113.3;21.39;88.96;14.33;270.03;446.15;609.08
3132404;Itajubá;6.09;14.08;7.08;0.575;0.691;0.787;0.656;0.717;0.767;43;42.11;19.96;82.62;46.25;69.72;25.89;474.06;694.02;948.2
2915403;Itaju do Colônia;12.99;26.25;14.13;0.27;0.431;0.592;0.385;0.509;0.57;42;29.83;16.11;64.69;12.87;60.5;3.74;87.77;190.09;276.93
2915502;Itajuípe;11.41;23.29;10.67;0.338;0.451;0.599;0.467;0.516;0.609;32;40.22;11.56;65.81;18.39;59.75;7.76;146.12;198.67;354.2
3302056;Italva;8.39;14.25;9.93;0.462;0.561;0.688;0.567;0.638;0.692;49;33.11;13.91;89.09;26.59;64.99;14.06;273.22;423.64;593.88
2915601;Itamaraju;10.78;18.38;13.38;0.334;0.462;0.627;0.535;0.581;0.641;34;24.8;9.33;69.59;15.61;61.99;5.33;222.69;298.07;432.95
3132503;Itamarandiba;5.53;9.25;8.65;0.301;0.475;0.646;0.482;0.529;0.618;33;24.32;14.67;57.15;16.48;52.68;5.26;160.96;215.21;374.21
1301951;Itamarati;6.74;17.92;6.76;0.21;0.331;0.477;0.487;0.507;0.529;31;39.1;17.23;29.47;3.52;25.39;1.97;165.89;187.55;214.95
3132602;Itamarati de Minas;4.14;12.09;6.02;0.433;0.584;0.688;0.523;0.633;0.677;43;32.84;11.15;129.99;24.84;68.89;17.15;207.17;410.13;540.7
2915700;Itamari;9.58;15.33;11.27;0.328;0.428;0.578;0.478;0.52;0.595;50;30.96;13.38;55.48;23.66;45.84;2.46;156.24;203.73;325
3132701;Itambacuri;9.59;16.84;10.5;0.365;0.503;0.634;0.52;0.585;0.616;32;28.83;13.01;55.68;16.5;50.43;10.07;203.68;305.78;370.48
4111001;Itambaracá;7.39;14.47;9.27;0.485;0.6;0.694;0.57;0.589;0.664;54;27.26;11.66;88.4;24.88;78.14;13.29;277.05;312.67;499.63
2607653;Itambé;14.42;28.71;19.1;0.298;0.408;0.575;0.437;0.48;0.566;43;31.18;13.51;71.33;10.16;54.67;5.95;121.48;158.98;271
2915809;Itambé;8.44;13.86;9.57;0.332;0.39;0.578;0.453;0.476;0.589;39;25.17;11.7;52.29;10.33;41.6;3.36;134.11;155.1;312.32
4111100;Itambé;3.62;8.76;5.99;0.516;0.658;0.746;0.583;0.657;0.691;48;28.16;15.58;67.35;30.99;59.38;13.54;301.57;476.5;588.49
3132800;Itambé do Mato Dentro;2.11;3.91;1.93;0.359;0.441;0.634;0.493;0.521;0.605;18;22.05;3.07;39.33;4.15;39.33;4.15;171.5;204.82;345.17
3132909;Itamogi;2.43;7.43;2.75;0.446;0.595;0.674;0.582;0.651;0.665;33;26.86;3.83;48.67;17.34;48.67;12.86;298.36;458.46;502.2
3133006;Itamonte;4.28;6.25;8.59;0.442;0.623;0.705;0.542;0.654;0.695;37;26.26;8.2;85.35;21.9;71.79;10.69;233.75;467.18;604.91
2915908;Itanagra;15.37;24.09;18.7;0.3;0.399;0.584;0.404;0.484;0.577;37;20.82;11.38;33.28;5.33;23.91;1.11;98.84;162.29;289.16
3522109;Itanhaém;9.84;17.98;12.89;0.523;0.652;0.745;0.666;0.686;0.716;53;19.68;10.06;79.58;22.33;72.02;8.55;504.06;570.23;690.67
3133105;Itanhandu;6.45;10.1;7.24;0.512;0.67;0.739;0.64;0.693;0.72;53;22.54;8.44;108.84;21.64;76.6;9.25;429.36;595.94;706.47
5104542;Itanhangá;4.66;7.49;4.18;0.392;0.506;0.71;0.58;0.695;0.699;36;16.89;4.26;72.87;15.08;66.49;9.22;295.43;604.04;620.06
2916005;Itanhém;8.03;13.45;9.05;0.346;0.496;0.637;0.486;0.544;0.624;33;26.18;15.15;58.09;27.75;48.77;10.69;164.42;236.22;388.04
3133204;Itanhomi;6.17;13.17;6.38;0.375;0.531;0.65;0.504;0.563;0.656;33;23.58;13.3;54.9;19.81;38.74;11;184.03;265.92;474.77
3133303;Itaobim;9.2;18.86;17.73;0.369;0.542;0.629;0.464;0.55;0.613;34;23.25;8.7;50.36;15.21;48.67;8.38;143.19;245.78;362.88
3522158;Itaóca;2.13;7.42;3.06;0.364;0.533;0.68;0.495;0.525;0.627;56;12.25;5.3;90.18;19.39;76.68;7.64;174.36;209.27;395.32
3302106;Itaocara;7.47;15.26;12.79;0.497;0.627;0.713;0.576;0.685;0.696;56;31.52;12.68;105.22;26.5;74.55;12.31;287.59;566.3;607.18
5210901;Itapaci;5.21;7.35;6;0.417;0.557;0.725;0.591;0.603;0.72;30;22.55;11.76;59.79;20.57;55.76;8.52;316.6;340.41;705.2
2306306;Itapagé;8.88;15.64;7.18;0.354;0.459;0.623;0.46;0.502;0.561;48;21.09;5.58;73.41;10.29;60.84;5.3;140.31;181.44;263.18
3133402;Itapagipe;3.97;8.26;3.72;0.476;0.626;0.723;0.623;0.657;0.728;39;31.93;14.62;69.66;32.95;68.81;17.51;386.92;477.14;741.95
2916104;Itaparica;17.13;36.23;19.07;0.407;0.522;0.67;0.458;0.558;0.657;50;29.12;2.7;85.87;7.87;67.12;2.63;138.52;257.05;476.99
2916203;Itapé;19.2;34.88;20.55;0.263;0.448;0.599;0.371;0.473;0.574;49;18.03;8.14;46.67;9.48;34.55;3.1;80.25;151.96;285.13
2916302;Itapebi;14.9;24.18;14.57;0.218;0.394;0.572;0.416;0.494;0.568;43;25.19;8.15;64.81;6.09;47.33;1.25;106.31;173.48;273.69
3133501;Itapecerica;3.23;6.57;5.17;0.476;0.625;0.713;0.562;0.646;0.692;28;19.28;5.74;70.69;19.08;63.69;13.71;264.93;444.54;594.71
3522208;Itapecerica da Serra;8;17;9.73;0.501;0.64;0.742;0.711;0.684;0.699;44;21.47;11.94;64.73;22.02;56.67;9.06;667.56;565.55;619.82
2105401;Itapecuru Mirim;6.55;14.86;7.72;0.338;0.431;0.599;0.41;0.453;0.534;44;22.16;11.25;58.89;8.87;45.68;4.33;102.83;133.89;221.87
4111209;Itapejara D'Oeste;2.19;2.95;3.24;0.466;0.608;0.731;0.548;0.636;0.713;36;27.38;9.03;33.61;30.18;28.63;19.53;242.42;419.5;674.12
4208302;Itapema;5.09;10.92;2.75;0.509;0.705;0.796;0.646;0.771;0.788;43;26.72;9.13;88.09;33.34;76.77;19.53;444.92;972.22;1078.48
3202801;Itapemirim;7.19;15.5;7.1;0.372;0.525;0.654;0.515;0.59;0.64;42;19.98;8.03;58.43;14.28;55.7;6.52;197.57;313.96;428.61
4111258;Itaperuçu;2.74;6.25;2.38;0.348;0.474;0.637;0.504;0.565;0.654;29;15.8;7.13;31.88;10.89;29.81;6.31;184.4;268.62;468.04
3302205;Itaperuna;6.82;14.88;8.2;0.511;0.624;0.73;0.63;0.67;0.716;50;31.92;10.83;99.58;32.57;68.8;16.82;403.5;516.31;688.83
2607703;Itapetim;5.69;11.16;8.33;0.322;0.449;0.592;0.379;0.495;0.598;37;21.18;7.84;66.94;10.23;57.72;5.25;84.55;173.81;331.14
2916401;Itapetinga;7.52;11.94;6.19;0.398;0.529;0.667;0.547;0.592;0.667;42;26.03;11.68;76.43;18.54;63.57;9.31;239.94;318.7;506.76
3522307;Itapetininga;7.2;17.28;8.4;0.532;0.662;0.763;0.668;0.705;0.728;45;18.76;10.64;72.73;22.85;60.69;10.25;511.56;644.61;741.64
3133600;Itapeva;5.34;13.29;5.23;0.442;0.554;0.72;0.629;0.636;0.699;47;28.79;13.09;67.77;29.01;63.98;16.31;401.88;419.31;620.04
3522406;Itapeva;6.83;17.17;5.09;0.458;0.619;0.732;0.622;0.66;0.702;49;20.61;9.11;70.14;24.09;58.14;11.71;382.93;486.68;630.48
3522505;Itapevi;9.73;16.72;12.3;0.45;0.61;0.735;0.612;0.641;0.687;39;17.79;10.96;67;15.68;59.25;7.09;361.07;431.07;575.72
2916500;Itapicuru;9.86;18.57;11.46;0.198;0.311;0.486;0.419;0.44;0.505;28;25.02;11.88;57.72;4.58;55.06;1.99;108.73;123.75;185.7
2306405;Itapipoca;9.54;18.1;11.72;0.332;0.477;0.64;0.405;0.486;0.562;50;22.25;10.39;75.27;16.83;58.54;7.35;99.56;164.71;264.08
3522604;Itapira;5.5;12.66;6.47;0.54;0.687;0.762;0.679;0.722;0.75;56;26.95;9.78;90.82;29.17;72.64;15.68;548.24;713.45;849.81
1302009;Itapiranga;9.29;14.72;15.4;0.409;0.478;0.654;0.495;0.465;0.594;31;38.45;18.98;45.11;14.73;44.23;6.79;174.46;144.72;321.94
4208401;Itapiranga;1.52;5.36;1.13;0.519;0.67;0.775;0.572;0.682;0.766;58;37.67;14.13;111.51;43.2;90.64;26.89;281.26;558.38;942.44
5211008;Itapirapuã;5.65;8.36;7.72;0.38;0.541;0.677;0.563;0.581;0.67;32;27.04;15.8;51.23;20.56;50.22;9.57;265.5;298.14;518.21
3522653;Itapirapuã Paulista;11.01;25.82;13.99;0.313;0.504;0.661;0.463;0.562;0.595;29;11.93;6.49;75.58;15.35;71.99;2.46;142.93;264.39;323.42
1710904;Itapiratins;5.17;11.57;4.69;0.258;0.382;0.601;0.406;0.434;0.611;27;19.88;6.93;18.84;8.23;18.84;0.94;100.14;119.01;357.54
2607752;Itapissuma;12.54;24.16;16.73;0.378;0.507;0.633;0.454;0.543;0.589;45;30.61;12.07;86.83;11.92;52.65;4.18;135.31;234.29;312.47
2916609;Itapitanga;15.82;38.51;25.39;0.325;0.409;0.571;0.454;0.486;0.536;46;26.89;9.07;50.78;7.11;41.41;4.26;135.31;164.5;225.1
2306504;Itapiúna;6.03;12.76;5.99;0.318;0.479;0.604;0.383;0.458;0.525;53;25.53;14.95;68.92;13.61;57.1;5.28;86.65;138.55;209.53
4208450;Itapoá;4.84;10.26;3.52;0.487;0.634;0.761;0.598;0.695;0.739;51;25.01;14.33;105.87;31.76;81.2;11.48;329.89;604.97;793.24
3522703;Itápolis;3.87;9.63;4.75;0.508;0.655;0.744;0.648;0.694;0.738;47;24.6;8.97;87;25.73;70.32;16.95;451.67;599.26;787.75
5004502;Itaporã;6.78;11.21;13.15;0.447;0.55;0.654;0.593;0.617;0.66;29;32.19;13.83;40.72;28.39;34.11;17.3;320.74;372.58;487.51
1711100;Itaporã do Tocantins;5;9.58;10.59;0.35;0.515;0.65;0.481;0.578;0.613;14;13.63;4.42;20.69;11.9;20.69;6.09;159.11;292.11;363.13
2507002;Itaporanga;10.36;21.51;5.66;0.358;0.489;0.615;0.427;0.525;0.607;45;29.55;13.55;78.1;19.59;62.12;8.71;114.09;209.61;349.02
3522802;Itaporanga;5.03;10.74;7.58;0.435;0.593;0.719;0.57;0.611;0.681;42;12.55;4.85;91.13;11.34;76.96;7;276.83;358.15;552.76
2803203;Itaporanga D'Ajuda;17.96;31.56;23.93;0.26;0.42;0.561;0.402;0.489;0.548;35;31.16;16.86;74.34;10.88;56.75;3.96;97.47;167.73;242.62
2507101;Itapororoca;10.26;18.59;17.23;0.281;0.394;0.564;0.421;0.492;0.543;40;31.59;12.21;77.81;11.48;55.94;6.55;110.18;170.75;235.44
1101104;Itapuã do Oeste;5.08;8.76;8.71;0.349;0.478;0.614;0.552;0.629;0.633;26;21.63;9.16;36.61;15.29;34.51;5.21;248.4;400.02;411.36
4310579;Itapuca;;;;0.377;0.495;0.664;0.548;0.622;0.709;24;14.01;6.97;51.82;17.6;51.82;11.16;241.53;383.38;660.33
3522901;Itapuí;5.33;8.01;6.4;0.482;0.616;0.725;0.659;0.668;0.716;59;14.94;5.02;111.65;12.6;73.76;7.48;482.55;511.49;687.46
3523008;Itapura;8.16;13.5;12.67;0.465;0.606;0.72;0.582;0.575;0.682;46;13.55;6.34;60.88;14.69;51.96;6;299.38;286.71;556.29
5211206;Itapuranga;3.66;6.83;4.71;0.454;0.593;0.726;0.567;0.642;0.7;31;34.03;12.89;61.27;37.59;55.08;25.44;273.2;435.65;621.79
3523107;Itaquaquecetuba;11.52;19.04;13.65;0.443;0.592;0.714;0.616;0.63;0.665;34;17.64;8.47;59.78;12.48;52.33;4.93;369.11;402.83;502.85;;0.67;;515.13;;0.66;;490.95
2916708;Itaquara;11.93;19.99;19.27;0.264;0.393;0.553;0.417;0.475;0.539;41;41.02;19.21;94.81;9.35;72.74;2.44;107.2;154.13;229.04
4310603;Itaqui;6.31;16.29;5.44;0.504;0.63;0.713;0.606;0.641;0.687;35;31.23;20.51;59.46;27.45;53.63;13.53;347.39;432.79;576.71
5004601;Itaquiraí;3.89;8.08;4.71;0.323;0.498;0.62;0.534;0.57;0.645;37;24.41;11.24;53.1;17.97;49.67;7.2;222.35;277.45;442.57
2607802;Itaquitinga;16.93;24.52;23.26;0.338;0.429;0.586;0.428;0.484;0.554;48;27.9;16.6;101.2;8.53;71.73;3.02;114.45;162.27;251.09
3202900;Itarana;1.7;6.57;1.08;0.48;0.581;0.684;0.576;0.628;0.696;32;23.94;9.36;51.08;25.13;51.08;15.41;288.33;398.1;607.49
2916807;Itarantim;12.15;22.24;15.56;0.298;0.443;0.61;0.419;0.514;0.608;42;30.92;11.39;45.42;11.71;37.66;5.28;108.69;196.31;352.74
3523206;Itararé;10.06;22.64;10.09;0.449;0.588;0.703;0.606;0.648;0.668;45;17.04;7.25;63.64;17.88;54.85;10.31;346.37;450.61;510.2
2306553;Itarema;5.13;8.3;7.66;0.249;0.389;0.606;0.416;0.44;0.529;52;18.11;11.79;59.02;9.45;45.53;2.55;106.77;123.88;214.89
3523305;Itariri;8.54;17.25;11.16;0.449;0.596;0.677;0.616;0.661;0.642;33;17.07;7.79;58.42;9.07;54.94;4.87;369.94;488.6;434.58
5211305;Itarumã;2.32;5.33;1.86;0.42;0.588;0.693;0.644;0.686;0.769;21;26.32;5.18;35.31;22.32;33.46;15.1;439.01;571.81;960.55
4310652;Itati;2.19;4.01;2.39;0.397;0.554;0.669;0.553;0.633;0.692;25;19.87;15.3;33.67;22.78;33.67;11.78;250.14;411.21;592.8
3302254;Itatiaia;7.56;16.11;7.08;0.513;0.653;0.737;0.658;0.689;0.735;40;20.32;9.78;88.83;21.75;73.78;7.1;481.46;581.18;773.48
3133709;Itatiaiuçu;5.98;12.44;8.88;0.373;0.528;0.677;0.541;0.597;0.661;31;23.81;9.22;63.01;20.92;63.01;9;232.21;328.8;490.54
3523404;Itatiba;4.68;9.7;6.79;0.554;0.705;0.778;0.702;0.749;0.788;59;28.62;18.14;82.17;35.2;66.41;15.28;631.7;843.57;1080.74
4310702;Itatiba do Sul;0.13;0.95;;0.374;0.533;0.681;0.467;0.595;0.696;17;18.4;9.19;13.76;14.47;13.76;9.77;146.13;324.85;607.67
2916856;Itatim;10.52;19.74;13.65;0.291;0.447;0.582;0.428;0.504;0.55;56;25.46;10.9;79.19;6.46;62.8;1.2;115.04;183.8;245.37
3523503;Itatinga;5.98;7.91;7.33;0.455;0.595;0.706;0.654;0.642;0.685;38;16.94;4.63;71.58;12.41;62.7;6.89;467.15;434.29;568.58
2306603;Itatira;9.91;18.45;9.93;0.208;0.362;0.562;0.36;0.415;0.514;44;31.67;17.07;83.53;11.28;64.97;3.32;75.35;105.8;196.02
2507200;Itatuba;9.23;14.24;18.37;0.272;0.387;0.562;0.405;0.436;0.549;38;19.29;8.73;99.47;9.34;73.67;3.19;99.32;120.89;244.16
2404903;Itaú;10.78;27.33;12.04;0.408;0.517;0.614;0.483;0.513;0.588;64;35.22;11.65;65.04;23.33;56.55;10.93;161.52;194.8;310.63
5104559;Itaúba;5.4;6.08;2.37;0.374;0.511;0.69;0.613;0.661;0.714;44;29.68;16.86;68.4;29.98;65.4;13.69;361.89;488.23;680.94
1600253;Itaubal;17.65;32.01;24.28;0.268;0.415;0.576;0.505;0.496;0.528;32;26.82;13.31;41.79;12.8;35.64;3.65;184.83;175.36;213.26
5211404;Itauçu;2.27;3.97;1.91;0.454;0.611;0.718;0.546;0.589;0.697;48;27.69;6.15;79.29;23.94;75.45;16.54;238.71;311.95;611.99
3133758;Itaú de Minas;6.68;14.25;9.42;0.55;0.656;0.776;0.621;0.669;0.761;43;25;6.2;107.6;25.27;85.85;16.65;381.39;515.44;913.39
2205102;Itaueira;5.9;8.65;8.68;0.307;0.444;0.583;0.369;0.538;0.594;40;28.45;8.64;41.05;24.61;35.73;12.49;79.27;228.12;321.64
3133808;Itaúna;6.16;11.63;7.25;0.538;0.685;0.758;0.633;0.699;0.749;47;31.39;12.71;78.29;36.81;68.58;20.09;411.39;620.85;847.74
4111308;Itaúna do Sul;5.75;11.62;5.8;0.413;0.567;0.656;0.519;0.566;0.651;41;21.39;12.43;51.16;21.45;51.16;14.46;201.77;271.57;460.51
3133907;Itaverava;2.87;7.02;2.36;0.307;0.422;0.627;0.486;0.483;0.613;34;20.44;10;88.39;9.24;77.21;5.36;164.54;161.53;363.06
3134004;Itinga;12.82;25.95;14.58;0.276;0.44;0.6;0.411;0.442;0.559;34;22.66;9.1;65.32;9.06;59.76;5.08;103.08;125.35;260
2105427;Itinga do Maranhão;8.68;15.45;12.49;0.313;0.48;0.63;0.535;0.614;0.601;45;27.64;17.8;57.77;11.95;49.16;3.47;222.86;364.43;336.91
5104609;Itiquira;11.68;18.02;12.99;0.405;0.541;0.693;0.547;0.665;0.694;36;23.76;10.47;49.94;24.77;48.71;13.24;240.27;500.88;602.03
3523602;Itirapina;6.1;10.61;9.85;0.512;0.665;0.724;0.663;0.706;0.734;49;12.55;4.57;74.79;13.76;60.99;6.97;496.8;646.74;772.14
3523701;Itirapuã;3.61;9.78;3.9;0.446;0.586;0.707;0.585;0.652;0.673;43;15.78;5.87;84.98;13.93;74.39;7.96;305.34;463.63;526.62
2916906;Itiruçu;11.48;26.36;17;0.318;0.464;0.6;0.439;0.529;0.588;43;29.23;10.88;86.99;10.61;68.4;3.49;122.76;215.5;309.83
2917003;Itiúba;5.04;9.42;6.25;0.241;0.385;0.544;0.431;0.455;0.521;41;25.57;10.08;52.75;4.76;43.19;1.23;117.02;136.12;205.18
3523800;Itobi;5.26;10.6;6.18;0.455;0.607;0.717;0.609;0.646;0.697;31;20.98;5.11;67.3;15.15;62.1;11.66;353.29;445.86;611.41
2917102;Itororó;7.28;12.11;11.04;0.322;0.444;0.594;0.463;0.53;0.598;46;30.27;14.12;57.55;7.63;49.95;3.12;142.99;216.78;330
3523909;Itu;5.21;11.03;6.22;0.55;0.697;0.773;0.697;0.748;0.782;44;27.01;14.86;83.26;29.59;70.93;14.32;612.17;841.82;1038.14
2917201;Ituaçu;7.17;15.85;7.13;0.308;0.42;0.57;0.472;0.542;0.565;40;24.59;9.44;49.06;7.61;41.02;3.11;150.74;233.56;269.3
2917300;Ituberá;6.89;14.42;9.28;0.301;0.418;0.606;0.425;0.506;0.601;43;33.45;15.56;55.48;14.4;44.28;4.51;112.62;186.67;337.03
3134103;Itueta;4.55;12.57;5.85;0.346;0.549;0.635;0.481;0.577;0.64;36;15.63;5.75;47.9;12.74;44.6;6.18;159.56;289.33;429.77
3134202;Ituiutaba;5.55;13.84;7.37;0.535;0.653;0.739;0.656;0.695;0.745;39;32.48;13.43;66.94;35.27;57.2;19.18;474.8;605.26;824.46
5211503;Itumbiara;4.58;9.9;4.92;0.518;0.656;0.752;0.644;0.686;0.744;43;29.36;10.55;69.06;32.58;56.97;17.64;438.82;570.5;821.43
3134301;Itumirim;6.75;11.88;11.97;0.45;0.628;0.726;0.532;0.623;0.675;26;21.7;5.48;64.12;18.99;62.57;12.23;219.17;387.36;533.39
3524006;Itupeva;4.73;7.57;4.35;0.452;0.662;0.762;0.662;0.736;0.75;45;19.67;8.95;84.78;26.02;76.75;11.3;492.56;778.37;848.65
1503705;Itupiranga;8.87;17.12;9.59;0.258;0.354;0.528;0.449;0.49;0.543;21;35.07;14.85;27.79;7.71;21.96;3.14;130.71;168.36;234.25
4208500;Ituporanga;1.1;1.62;0.75;0.49;0.633;0.748;0.666;0.681;0.749;52;25.43;14.98;81.52;27.94;68.99;13.39;505.33;555.26;844.05
3134400;Iturama;4.85;5.85;5.83;0.49;0.669;0.747;0.642;0.711;0.73;40;32.05;14.59;73.01;35.3;63.3;19.26;435.12;667.49;753.23
3134509;Itutinga;6.29;17.1;4.86;0.411;0.615;0.727;0.552;0.617;0.703;41;16.03;6.85;66.39;12.63;64.24;6.06;248.15;372.61;634.33
3524105;Ituverava;5.27;12.67;6.86;0.556;0.701;0.765;0.669;0.724;0.768;56;31.49;10.55;86.67;36.44;72.58;22.13;513.52;722.57;950.39
2917334;Iuiú;10.61;18.35;11.57;0.28;0.414;0.591;0.442;0.463;0.553;58;21.49;12.37;96.38;13.45;78.96;3.84;125.18;142.58;249.32
3203007;Iúna;1.8;3.14;2.54;0.371;0.531;0.666;0.543;0.648;0.665;28;19.57;5.35;35.68;15.17;33.74;9.65;234.87;450.23;501.21
4111407;Ivaí;1.37;3.74;0.49;0.366;0.536;0.651;0.501;0.574;0.654;14;15.49;4.59;17.24;11.79;15.8;5.94;180.21;284.21;469.13
4111506;Ivaiporã;5.37;12.6;8.62;0.486;0.623;0.73;0.578;0.644;0.711;40;32.06;8.78;58.09;33.01;46.1;18.01;290.99;440.86;666.73
